ensembl_id_RATNO	ens_orthogroup_id	ens_hqorthogroup_id_RATNO	gene_symbol_RATNO	species_code_RATNO	n_species_RATNO	ens_orthogroup_status_RATNO	ens_hqorthogroup_status_RATNO	ensembl_id_PIGXX	ens_hqorthogroup_id_PIGXX	gene_symbol_PIGXX	species_code_PIGXX	n_species_PIGXX	ens_orthogroup_status_PIGXX	ens_hqorthogroup_status_PIGXX	ens_identity	ens_homology_identity	ens_goc_score	ens_wga_coverage	ens_is_high_confidence	atlas_goc_score_pairwise	atlas_hq_goc_score_pairwise	ortholog_rank_RATNO	ortholog_rank_PIGXX
ENSRNOG00000008425	OG_07417	HQ_05831	Nav1	RATNO	5	1to1	1to1	ENSSSCG00000010915	HQ_05831	NAV1	PIGXX	5	1to1	1to1	88.8376	89.958	100.0	65.2	1.0	0.5555555555555556	0.4	1	1
ENSRNOG00000006330	OG_10517	HQ_08840	Elf3	RATNO	5	1to1	1to1	ENSSSCG00000010922	HQ_08840	ELF3	PIGXX	5	1to1	1to1	80.1075	75.6345	100.0	100.0	1.0	0.75	0.75	1	1
ENSRNOG00000005038	OG_03263	HQ_01701	Ube2t	RATNO	5	1to1	1to1	ENSSSCG00000010923	HQ_01701	UBE2T	PIGXX	5	1to1	1to1	63.2035	71.5686	100.0	0.0	1.0	0.625	0.625	1	1
ENSRNOG00000051440	OG_03264	HQ_01702	Ppp1r12b	RATNO	5	1to1	1to1	ENSSSCG00000010925	HQ_01702	PPP1R12B	PIGXX	5	1to1	1to1	74.0631	75.6294	100.0	12.71	1.0	0.375	0.375	1	1
ENSRNOG00000004756	OG_08647	HQ_07052	Syt2	RATNO	5	1to1	1to1	ENSSSCG00000010926	HQ_07052	SYT2	PIGXX	5	1to1	1to1	95.6835	94.5498	100.0	0.0	1.0	0.8333333333333334	0.8333333333333334	1	1
ENSRNOG00000060544	OG_05804	HQ_04262	Kdm5b	RATNO	5	1to1	1to1	ENSSSCG00000010928	HQ_04262	KDM5B	PIGXX	5	1to1	1to1	90.1099	90.285	100.0	0.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSRNOG00000003973	OG_10046	HQ_08416	Cyb5r1	RATNO	5	1to1	1to1	ENSSSCG00000010929	HQ_08416	CYB5R1	PIGXX	5	1to1	1to1	45.9959	71.5655	50.0	0.0	0.0	0.2222222222222222	0.2222222222222222	1	1
ENSRNOG00000004143	OG_10045	HQ_08415	Adipor1	RATNO	5	1to1	1to1	ENSSSCG00000010931	HQ_08415	ADIPOR1	PIGXX	5	1to1	1to1	95.2255	95.7333	50.0	0.0	0.0	0.2727272727272727	0.2727272727272727	1	1
ENSRNOG00000012879	OG_00604	HQ_04652	Fabp3	RATNO	5	multi_copy	1to1	ENSSSCG00000010936	HQ_SNG_017482		PIGXX	5	multi_copy	singleton	59.2593	46.3768	0.0	0.0	0.0	0.07692307692307693	0.0	3	1
ENSRNOG00000065942	OG_00604	HQ_SNG_015408	ENSRNOG00000065942	RATNO	5	multi_copy	singleton	ENSSSCG00000010936	HQ_SNG_017482		PIGXX	5	multi_copy	singleton	37.037	23.1214	0.0	0.0	0.0	0.07142857142857142	0.0	3	2
ENSRNOG00000019096	OG_07037	HQ_05459	Hsd17b3	RATNO	5	1to1	1to1	ENSSSCG00000010937	HQ_05459	HSD17B3	PIGXX	5	1to1	1to1	75.1613	76.1438	100.0	0.0	1.0	0.5	0.5	1	1
ENSRNOG00000017505	OG_09068	HQ_14440	Aopep	RATNO	5	1to1	1to1	ENSSSCG00000010943	HQ_SNG_017483		PIGXX	5	1to1	singleton	57.6744	13.9955	100.0	49.49	0.0	0.7142857142857143	0.5	1	1
ENSRNOG00000017637	OG_07039	HQ_05461	Fbp2	RATNO	5	1to1	1to1	ENSSSCG00000010947	HQ_05461	FBP2	PIGXX	5	1to1	1to1	93.6047	94.9853	50.0	0.0	0.0	0.2	0.18181818181818182	1	1
ENSRNOG00000018198	OG_14010	HQ_12179	Dapk1	RATNO	5	1to1	1to1	ENSSSCG00000010949	HQ_12179	DAPK1	PIGXX	5	1to1	1to1	94.6602	94.6602	50.0	0.0	0.0	0.18181818181818182	0.07142857142857142	1	1
ENSRNOG00000016629	OG_00769	HQ_13492	Tut7	RATNO	5	multi_copy	1to1	ENSSSCG00000010952	HQ_SNG_017484		PIGXX	5	multi_copy	singleton	91.1168	23.3268	50.0	91.45	0.0	0.2727272727272727	0.14285714285714285	1	1
ENSRNOG00000042206	OG_17262	HQ_SNG_013309	ENSRNOG00000042206	RATNO	4	1to1	singleton	ENSSSCG00000010954	HQ_SNG_017485		PIGXX	4	1to1	singleton	36.3636	34.3284	100.0	100.0	0.0	0.3	0.15384615384615385	1	1
ENSRNOG00000018400	OG_07500	HQ_05910	Golm1	RATNO	5	1to1	1to1	ENSSSCG00000010955	HQ_05910	GOLM1	PIGXX	5	1to1	1to1	63.4568	53.2091	100.0	27.68	1.0	0.42857142857142855	0.25	1	1
ENSRNOG00000018417	OG_07496	HQ_05906	Naa35	RATNO	5	1to1	1to1	ENSSSCG00000010956	HQ_05906	NAA35	PIGXX	5	1to1	1to1	87.8827	88.7887	100.0	0.0	1.0	0.6	0.6	1	1
ENSRNOG00000018651	OG_07499	HQ_05909	Agtpbp1	RATNO	5	1to1	1to1	ENSSSCG00000010957	HQ_05909	AGTPBP1	PIGXX	5	1to1	1to1	89.4865	90.0738	100.0	0.0	1.0	0.6	0.6	1	1
ENSRNOG00000018839	OG_09063	HQ_07461	Ntrk2	RATNO	5	1to1	1to1	ENSSSCG00000010959	HQ_07461	NTRK2	PIGXX	5	1to1	1to1	92.0048	92.1147	100.0	72.04	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSRNOG00000018853	OG_14117	HQ_12277	Slc28a3	RATNO	5	1to1	1to1	ENSSSCG00000010960	HQ_12277	SLC28A3	PIGXX	5	1to1	1to1	73.9943	73.0496	100.0	0.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSRNOG00000006503	OG_12041	HQ_10324	Frmd3	RATNO	5	1to1	1to1	ENSSSCG00000010962	HQ_10324	FRMD3	PIGXX	5	1to1	1to1	90.6198	90.9244	0.0	0.0	0.0	0.1111111111111111	0.1111111111111111	1	1
ENSRNOG00000015668	OG_12114	HQ_10397	Ccl19	RATNO	5	1to1	1to1	ENSSSCG00000010966	HQ_10397	CCL19	PIGXX	5	1to1	1to1	72.0	63.1579	75.0	0.0	1.0	0.3333333333333333	0.23076923076923078	1	1
ENSRNOG00000039530	OG_02047	HQ_19330	Ccl27	RATNO	4	multi_copy	1to1	ENSSSCG00000010967	HQ_18353	CCL27	PIGXX	4	multi_copy	1to1	68.2243	44.5122	100.0	0.0	0.0	0.5555555555555556	0.4	1	1
ENSRNOG00000015068	OG_00874	HQ_00207	Il11ra1	RATNO	5	multi_copy	multi_copy	ENSSSCG00000010968	HQ_00207	IL11RA	PIGXX	5	multi_copy	multi_copy	83.1754	76.1388	100.0	0.0	1.0	0.6666666666666666	0.5	1	1
ENSRNOG00000014766	OG_17027	HQ_15811	Galt	RATNO	4	1to1	1to1	ENSSSCG00000010969	HQ_15811	GALT	PIGXX	4	1to1	1to1	89.1239	72.6601	100.0	0.0	1.0	0.75	0.4	1	1
ENSRNOG00000013416	OG_16980	HQ_15756	Arid3c	RATNO	4	1to1	1to1	ENSSSCG00000010971	HQ_15756	ARID3C	PIGXX	4	1to1	1to1	83.6538	84.8781	100.0	0.0	1.0	1.0	0.7142857142857143	1	1
ENSRNOG00000014208	OG_01511	HQ_SNG_011929	Dctn3	RATNO	5	multi_copy	singleton	ENSSSCG00000010972	HQ_14227	DCTN3	PIGXX	5	multi_copy	1to1	48.8372	34.0909	100.0	0.0	0.0	0.5555555555555556	0.4	1	1
ENSRNOG00000014431	OG_01511	HQ_SNG_011935	AABR07000222.1	RATNO	5	multi_copy	singleton	ENSSSCG00000010972	HQ_14227	DCTN3	PIGXX	5	multi_copy	1to1	0.0	0.0	0.0	0.0	0.0	0.07142857142857142	0.0	1	2
ENSRNOG00000064027	OG_01713	HQ_00439	Rpp25l	RATNO	5	multi_copy	multi_copy	ENSSSCG00000010973	HQ_00439	RPP25L	PIGXX	5	multi_copy	multi_copy	95.092	95.092	100.0	0.0	1.0	1.0	0.5555555555555556	1	1
ENSRNOG00000047307	OG_06291	HQ_04742	Cntfr	RATNO	5	1to1	1to1	ENSSSCG00000010974	HQ_04742	CNTFR	PIGXX	5	1to1	1to1	79.6804	93.8172	100.0	0.0	1.0	0.75	0.4	1	1
ENSRNOG00000013320	OG_10881	HQ_09203	ENSRNOG00000013320	RATNO	5	1to1	1to1	ENSSSCG00000010980	HQ_09203	C9orf24	PIGXX	5	1to1	1to1	71.7557	63.2997	100.0	0.0	1.0	0.625	0.4444444444444444	1	1
ENSRNOG00000013110	OG_10884	HQ_09206	Nudt2	RATNO	5	1to1	1to1	ENSSSCG00000010981	HQ_09206	NUDT2	PIGXX	5	1to1	1to1	85.034	85.034	100.0	0.0	1.0	0.8333333333333334	0.8333333333333334	1	1
ENSRNOG00000012735	OG_13598	HQ_11801	Kif24	RATNO	5	1to1	1to1	ENSSSCG00000010984	HQ_11801	KIF24	PIGXX	5	1to1	1to1	69.5451	65.9357	100.0	0.0	1.0	0.7142857142857143	0.7142857142857143	1	1
ENSRNOG00000052087	OG_00875	HQ_14225	Ubap2	RATNO	5	multi_copy	1to1	ENSSSCG00000010987	HQ_14225	UBAP2	PIGXX	5	multi_copy	1to1	79.051	77.7974	100.0	0.0	1.0	0.625	0.625	1	1
ENSRNOG00000010409	OG_10934	HQ_09254	Nol6	RATNO	5	1to1	1to1	ENSSSCG00000010990	HQ_09254	NOL6	PIGXX	5	1to1	1to1	85.0655	84.9913	100.0	0.0	1.0	0.6	0.6	1	1
ENSRNOG00000009686	OG_01716	HQ_00440	Aqp7	RATNO	5	multi_copy	multi_copy	ENSSSCG00000010992	HQ_00440		PIGXX	5	multi_copy	multi_copy	59.7561	72.8625	100.0	0.0	1.0	0.625	0.625	1	1
ENSRNOG00000009015	OG_03519	HQ_01957	Nfx1	RATNO	5	1to1	1to1	ENSSSCG00000010994	HQ_01957	NFX1	PIGXX	5	1to1	1to1	87.4664	87.702	100.0	16.47	1.0	1.0	1.0	1	1
ENSRNOG00000008672	OG_03518	HQ_01956	Chmp5	RATNO	5	1to1	1to1	ENSSSCG00000010995	HQ_01956	CHMP5	PIGXX	5	1to1	1to1	98.6301	98.6301	100.0	97.63	1.0	0.5	0.5	1	1
ENSRNOG00000008277	OG_04812	HQ_13717	Bag1	RATNO	5	1to1	1to1	ENSSSCG00000010996	HQ_13717	BAG1	PIGXX	5	1to1	1to1	68.9441	62.0112	100.0	0.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSRNOG00000007671	OG_06284	HQ_04735	Smu1	RATNO	5	1to1	1to1	ENSSSCG00000010999	HQ_04735	SMU1	PIGXX	5	1to1	1to1	100.0	100.0	100.0	0.0	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSRNOG00000007029	OG_03516	HQ_01954	Dnaja1	RATNO	5	1to1	1to1	ENSSSCG00000011000	HQ_01954	DNAJA1	PIGXX	5	1to1	1to1	99.4962	99.4962	100.0	0.0	1.0	0.8	0.8	1	1
ENSRNOG00000006582	OG_07811	HQ_06229	Aptx	RATNO	5	1to1	1to1	ENSSSCG00000011001	HQ_06229	APTX	PIGXX	5	1to1	1to1	78.0899	81.0496	75.0	0.0	1.0	0.2857142857142857	0.2857142857142857	1	1
ENSRNOG00000042246	OG_13752	HQ_11935	Tmem215	RATNO	5	1to1	1to1	ENSSSCG00000011002	HQ_11935	TMEM215	PIGXX	5	1to1	1to1	91.9149	91.9149	100.0	0.0	1.0	0.5	0.5	1	1
ENSRNOG00000024539	OG_16257	HQ_14785	Ndufb6	RATNO	4	1to1	1to1	ENSSSCG00000011003	HQ_14785	NDUFB6	PIGXX	4	1to1	1to1	52.1277	76.5625	75.0	0.0	1.0	0.5	0.5	1	1
ENSRNOG00000006485	OG_14127	HQ_12287	Topors	RATNO	5	1to1	1to1	ENSSSCG00000011004	HQ_12287	TOPORS	PIGXX	5	1to1	1to1	84.2707	84.8369	100.0	0.0	1.0	0.375	0.375	1	1
ENSRNOG00000009478	OG_09057	HQ_07456	RGD1359108	RATNO	5	1to1	1to1	ENSSSCG00000011010	HQ_07456	C9orf72	PIGXX	5	1to1	1to1	95.7055	97.2973	75.0	0.0	1.0	0.5	0.3333333333333333	1	1
ENSRNOG00000022990	OG_09058	HQ_SNG_012247	Ifnk	RATNO	5	1to1	singleton	ENSSSCG00000011011	HQ_16488	IFNK	PIGXX	5	1to1	1to1	34.1346	37.1728	75.0	0.0	0.0	0.3333333333333333	0.2	1	1
ENSRNOG00000018698	OG_03790	HQ_02231	Wac	RATNO	5	1to1	1to1	ENSSSCG00000011013	HQ_02231	WAC	PIGXX	5	1to1	1to1	94.8916	94.8916	50.0	56.85	0.0	0.16666666666666666	0.16666666666666666	1	1
ENSRNOG00000016066	OG_03788	HQ_02229	Bambi	RATNO	5	1to1	1to1	ENSSSCG00000011014	HQ_02229	BAMBI	PIGXX	5	1to1	1to1	91.9231	91.9231	50.0	0.0	0.0	0.3	0.18181818181818182	1	1
ENSRNOG00000016578	OG_04869	HQ_03311	Mtpap	RATNO	5	1to1	1to1	ENSSSCG00000011018	HQ_03311	MTPAP	PIGXX	5	1to1	1to1	78.1411	75.4153	100.0	0.0	1.0	0.8333333333333334	0.5714285714285714	1	1
ENSRNOG00000027938	OG_11022	HQ_09344	Jcad	RATNO	5	1to1	1to1	ENSSSCG00000011020	HQ_09344	JCAD	PIGXX	5	1to1	1to1	46.6618	48.3095	100.0	0.0	0.0	1.0	1.0	1	1
ENSRNOG00000018110	OG_01985	HQ_12255	Svil	RATNO	5	multi_copy	1to1	ENSSSCG00000011022	HQ_12255	SVIL	PIGXX	5	multi_copy	1to1	76.402	75.6217	75.0	26.81	1.0	0.16666666666666666	0.16666666666666666	1	1
ENSRNOG00000028329	OG_13229	HQ_11451	Zfp438	RATNO	5	1to1	1to1	ENSSSCG00000011023	HQ_11451	ZNF438	PIGXX	5	1to1	1to1	50.8906	50.0	100.0	0.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSRNOG00000017863	OG_09106	HQ_07501	Zeb1	RATNO	5	1to1	1to1	ENSSSCG00000011025	HQ_07501	ZEB1	PIGXX	5	1to1	1to1	83.156	84.5807	75.0	0.0	1.0	0.5	0.5	1	1
ENSRNOG00000017791	OG_10944	HQ_09264	Arhgap12	RATNO	5	1to1	1to1	ENSSSCG00000011026	HQ_09264	ARHGAP12	PIGXX	5	1to1	1to1	85.7955	89.5611	75.0	64.6	1.0	0.2222222222222222	0.2222222222222222	1	1
ENSRNOG00000017466	OG_11850	HQ_10143	Kif5b	RATNO	5	1to1	1to1	ENSSSCG00000011027	HQ_10143	KIF5B	PIGXX	5	1to1	1to1	97.4039	97.4039	50.0	0.0	0.0	0.2222222222222222	0.2222222222222222	1	1
ENSRNOG00000014834	OG_06099	HQ_04554	Epc1	RATNO	5	1to1	1to1	ENSSSCG00000011028	HQ_04554	EPC1	PIGXX	5	1to1	1to1	89.0644	90.2709	0.0	0.0	0.0	0.1111111111111111	0.08333333333333333	1	1
ENSRNOG00000029047	OG_04833	HQ_03273	Cubn	RATNO	5	1to1	1to1	ENSSSCG00000011030	HQ_03273	CUBN	PIGXX	5	1to1	1to1	68.7172	68.7552	50.0	12.01	0.0	0.3333333333333333	0.3333333333333333	1	1
ENSRNOG00000018087	OG_02508	HQ_00949	Vim	RATNO	5	1to1	1to1	ENSSSCG00000011033	HQ_00949	VIM	PIGXX	5	1to1	1to1	85.9275	94.3794	75.0	0.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSRNOG00000064205	OG_09104	HQ_07499	St8sia6	RATNO	5	1to1	1to1	ENSSSCG00000011034	HQ_07499	ST8SIA6	PIGXX	5	1to1	1to1	75.1256	75.1256	50.0	39.02	0.0	0.625	0.625	1	1
ENSRNOG00000060817	OG_07758	HQ_06177	Stam	RATNO	5	1to1	1to1	ENSSSCG00000011036	HQ_06177	STAM	PIGXX	5	1to1	1to1	84.0691	80.0731	50.0	0.3	0.0	0.625	0.625	1	1
ENSRNOG00000037982	OG_16048	HQ_14458	Tmem236	RATNO	4	1to1	1to1	ENSSSCG00000011037	HQ_14458	TMEM236	PIGXX	4	1to1	1to1	70.7736	71.3873	100.0	0.0	1.0	0.5	0.5	1	1
ENSRNOG00000018251	OG_15068	HQ_13144	Mrc1	RATNO	5	1to1	1to1	ENSSSCG00000011038	HQ_13144	MRC1	PIGXX	5	1to1	1to1	83.1072	83.7321	100.0	91.7	1.0	0.8	0.8	1	1
ENSRNOG00000025639	OG_16047	HQ_14457	Slc39a12	RATNO	4	1to1	1to1	ENSSSCG00000011039	HQ_14457	SLC39A12	PIGXX	4	1to1	1to1	69.3681	73.4012	100.0	0.0	1.0	0.5	0.5	1	1
ENSRNOG00000018378	OG_11064	HQ_09385	Cacnb2	RATNO	5	1to1	1to1	ENSSSCG00000011040	HQ_09385	CACNB2	PIGXX	5	1to1	1to1	91.1315	90.9924	75.0	50.62	1.0	0.2857142857142857	0.2857142857142857	1	1
ENSRNOG00000018520	OG_14920	HQ_13009	Nsun6	RATNO	5	1to1	1to1	ENSSSCG00000011041	HQ_13009	NSUN6	PIGXX	5	1to1	1to1	81.3559	80.6723	50.0	0.0	0.0	0.2222222222222222	0.2222222222222222	1	1
ENSRNOG00000017595	OG_09103	HQ_07498	Rsu1	RATNO	5	1to1	1to1	ENSSSCG00000011042	HQ_07498	RSU1	PIGXX	5	1to1	1to1	84.6975	85.9206	50.0	0.0	0.0	0.3	0.3	1	1
ENSRNOG00000017459	OG_11063	HQ_09384	C1ql3	RATNO	5	1to1	1to1	ENSSSCG00000011043	HQ_09384	C1QL3	PIGXX	5	1to1	1to1	100.0	100.0	50.0	0.0	0.0	0.5555555555555556	0.5555555555555556	1	1
ENSRNOG00000016955	OG_09102	HQ_07497	Mindy3	RATNO	5	1to1	1to1	ENSSSCG00000011045	HQ_07497	MINDY3	PIGXX	5	1to1	1to1	94.1573	94.3694	100.0	88.61	1.0	0.625	0.625	1	1
ENSRNOG00000016538	OG_03290	HQ_01730	Itga8	RATNO	5	1to1	1to1	ENSSSCG00000011046	HQ_01730	ITGA8	PIGXX	5	1to1	1to1	87.5594	84.8987	100.0	28.31	1.0	0.5	0.5	1	1
ENSRNOG00000016534	OG_09101	HQ_07496	Fam171a1	RATNO	5	1to1	1to1	ENSSSCG00000011047	HQ_07496	FAM171A1	PIGXX	5	1to1	1to1	87.5417	88.1299	100.0	94.23	1.0	0.4444444444444444	0.4444444444444444	1	1
ENSRNOG00000015585	OG_09436	HQ_07826	Suv39h2	RATNO	5	1to1	1to1	ENSSSCG00000011048	HQ_07826	SUV39H2	PIGXX	5	1to1	1to1	68.0488	58.0042	100.0	0.0	1.0	0.5	0.5	1	1
ENSRNOG00000015980	OG_09437	HQ_07827	Dclre1c	RATNO	5	1to1	1to1	ENSSSCG00000011049	HQ_07827	DCLRE1C	PIGXX	5	1to1	1to1	68.2415	74.4986	75.0	0.0	1.0	0.45454545454545453	0.45454545454545453	1	1
ENSRNOG00000015212	OG_13684	HQ_11875	Hspa14	RATNO	5	1to1	1to1	ENSSSCG00000011051	HQ_11875	HSPA14	PIGXX	5	1to1	1to1	89.1945	89.1945	100.0	0.0	1.0	0.5	0.3333333333333333	1	1
ENSRNOG00000018500	OG_09335	HQ_14498	Frmd4a	RATNO	5	1to1	1to1	ENSSSCG00000011056	HQ_14498	FRMD4A	PIGXX	5	1to1	1to1	96.8177	93.0491	100.0	55.79	1.0	0.2	0.2	1	1
ENSRNOG00000018200	OG_07759	HQ_06178	Gad2	RATNO	5	1to1	1to1	ENSSSCG00000011060	HQ_06178	GAD2	PIGXX	5	1to1	1to1	95.7192	95.5556	100.0	67.62	1.0	0.6	0.6	1	1
ENSRNOG00000048849	OG_09100	HQ_07495	Pdss1	RATNO	5	1to1	1to1	ENSSSCG00000011061	HQ_07495	PDSS1	PIGXX	5	1to1	1to1	87.0801	67.4	100.0	88.38	1.0	0.625	0.625	1	1
ENSRNOG00000017642	OG_01296	HQ_03307	Acbd5	RATNO	5	multi_copy	1to1	ENSSSCG00000011064	HQ_03307	ACBD5	PIGXX	5	multi_copy	1to1	76.4273	80.1158	75.0	0.0	1.0	0.5	0.5	1	1
ENSRNOG00000022709	OG_01296	HQ_SNG_012228	AABR07046657.1	RATNO	5	multi_copy	singleton	ENSSSCG00000011064	HQ_03307	ACBD5	PIGXX	5	multi_copy	1to1	72.9282	78.4158	0.0	0.0	0.0	0.08333333333333333	0.0	1	2
ENSRNOG00000054474	OG_06096	HQ_04551	Mastl	RATNO	5	1to1	1to1	ENSSSCG00000011065	HQ_04551	MASTL	PIGXX	5	1to1	1to1	72.3429	73.0947	50.0	3.68	0.0	0.3333333333333333	0.3333333333333333	1	1
ENSRNOG00000018905	OG_11610	HQ_09910	Odad2	RATNO	5	1to1	1to1	ENSSSCG00000011069	HQ_09910	ODAD2	PIGXX	5	1to1	1to1	83.7786	81.8267	100.0	8.15	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSRNOG00000018760	OG_09235	HQ_07630	Mpp7	RATNO	5	1to1	1to1	ENSSSCG00000011070	HQ_07630	MPP7	PIGXX	5	1to1	1to1	91.8469	91.8469	75.0	94.11	1.0	0.2727272727272727	0.2727272727272727	1	1
ENSRNOG00000033076	OG_13515	HQ_11718	Thnsl1	RATNO	5	1to1	1to1	ENSSSCG00000011071	HQ_11718	THNSL1	PIGXX	5	1to1	1to1	78.2552	80.6711	100.0	0.0	1.0	0.5	0.5	1	1
ENSRNOG00000008659	OG_04861	HQ_03302	Arhgap21	RATNO	5	1to1	1to1	ENSSSCG00000011074	HQ_03302	ARHGAP21	PIGXX	5	1to1	1to1	83.5391	51.2367	100.0	82.16	1.0	0.5	0.5	1	1
ENSRNOG00000008666	OG_06097	HQ_04552	Etl4	RATNO	5	1to1	1to1	ENSSSCG00000011075	HQ_04552	KIAA1217	PIGXX	5	1to1	1to1	78.6528	76.2048	100.0	95.18	1.0	0.16666666666666666	0.16666666666666666	1	1
ENSRNOG00000016950	OG_16258	HQ_14786	Otud1	RATNO	4	1to1	1to1	ENSSSCG00000011076	HQ_14786	OTUD1	PIGXX	4	1to1	1to1	75.1046	78.9011	100.0	0.0	1.0	0.7142857142857143	0.5	1	1
ENSRNOG00000016873	OG_09099	HQ_07494	Msrb2	RATNO	5	1to1	1to1	ENSSSCG00000011077	HQ_07494	MSRB2	PIGXX	5	1to1	1to1	48.5207	38.4977	100.0	0.0	0.0	0.8	0.6363636363636364	1	1
ENSRNOG00000016716	OG_10943	HQ_09263	Armc3	RATNO	5	1to1	1to1	ENSSSCG00000011078	HQ_09263	ARMC3	PIGXX	5	1to1	1to1	84.0	79.288	100.0	0.0	1.0	0.5	0.38461538461538464	1	1
ENSRNOG00000016670	OG_09277	HQ_07673	AABR07028769.1	RATNO	5	1to1	1to1	ENSSSCG00000011079	HQ_07673	PIP4K2A	PIGXX	5	1to1	1to1	97.2906	97.2906	100.0	99.69	1.0	0.6	0.6	1	1
ENSRNOG00000022021	OG_00765	HQ_01711	Spag6	RATNO	5	multi_copy	1to1	ENSSSCG00000011080	HQ_01711	SPAG6	PIGXX	5	multi_copy	1to1	92.9273	92.9273	100.0	31.3	1.0	0.5454545454545454	0.5454545454545454	1	1
ENSRNOG00000025787	OG_00765	HQ_18742	Spag6l	RATNO	5	multi_copy	1to1	ENSSSCG00000011080	HQ_01711	SPAG6	PIGXX	5	multi_copy	1to1	97.053	97.4359	0.0	0.0	0.0	0.06666666666666667	0.0	1	2
ENSRNOG00000016585	OG_11478	HQ_09784	Bmi1	RATNO	5	1to1	1to1	ENSSSCG00000011081	HQ_09784	BMI1	PIGXX	5	1to1	1to1	94.7853	95.3704	100.0	0.0	1.0	0.6	0.6	1	1
ENSRNOG00000016383	OG_09098	HQ_07493	Commd3	RATNO	5	1to1	1to1	ENSSSCG00000011082	HQ_07493	COMMD3	PIGXX	5	1to1	1to1	89.2308	89.2308	100.0	0.0	1.0	0.5555555555555556	0.5555555555555556	1	1
ENSRNOG00000022249	OG_03310	HQ_01749	Mllt10	RATNO	5	1to1	1to1	ENSSSCG00000011085	HQ_01749	MLLT10	PIGXX	5	1to1	1to1	91.5888	91.7603	100.0	12.44	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSRNOG00000033330	OG_12937	HQ_11172	Skida1	RATNO	5	1to1	1to1	ENSSSCG00000011087	HQ_11172	SKIDA1	PIGXX	5	1to1	1to1	93.7046	93.4783	100.0	0.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSRNOG00000049452	OG_03298	HQ_01737	Nebl	RATNO	5	1to1	1to1	ENSSSCG00000011090	HQ_01737	NEBL	PIGXX	5	1to1	1to1	78.4431	77.5913	100.0	35.52	1.0	0.125	0.125	1	1
ENSRNOG00000010966	OG_09236	HQ_07631	Itgb1	RATNO	5	1to1	1to1	ENSSSCG00000011101	HQ_07631	ITGB1	PIGXX	5	1to1	1to1	86.2837	91.8851	75.0	0.0	1.0	0.4	0.4	1	1
ENSRNOG00000010744	OG_03817	HQ_02258	Nrp1	RATNO	5	1to1	1to1	ENSSSCG00000011102	HQ_02258	NRP1	PIGXX	5	1to1	1to1	93.3983	93.6009	75.0	74.12	1.0	0.4	0.4	1	1
ENSRNOG00000032437	OG_09105	HQ_07500	Pard3	RATNO	5	1to1	1to1	ENSSSCG00000011103	HQ_07500	PARD3	PIGXX	5	1to1	1to1	87.8229	89.0052	50.0	43.55	0.0	0.16666666666666666	0.16666666666666666	1	1
ENSRNOG00000015292	OG_04883	HQ_03326	Cul2	RATNO	5	1to1	1to1	ENSSSCG00000011104	HQ_03326	CUL2	PIGXX	5	1to1	1to1	97.319	97.4497	25.0	100.0	1.0	0.2222222222222222	0.1	1	1
ENSRNOG00000014900	OG_03791	HQ_13539	Crem	RATNO	5	1to1	1to1	ENSSSCG00000011106	HQ_SNG_017488		PIGXX	5	1to1	singleton	88.0	30.8123	0.0	0.0	0.0	0.14285714285714285	0.0	1	1
ENSRNOG00000018123	OG_04884	HQ_03327	Ccny	RATNO	5	1to1	1to1	ENSSSCG00000011107	HQ_03327	CCNY	PIGXX	5	1to1	1to1	79.5673	97.0675	50.0	0.0	0.0	0.2727272727272727	0.15384615384615385	1	1
ENSRNOG00000017933	OG_09334	HQ_07731	Ccdc3	RATNO	5	1to1	1to1	ENSSSCG00000011110	HQ_07731	CCDC3	PIGXX	5	1to1	1to1	87.8229	87.1795	50.0	0.0	0.0	0.3	0.3	1	1
ENSRNOG00000017882	OG_13165	HQ_11392	Camk1d	RATNO	5	1to1	1to1	ENSSSCG00000011111	HQ_11392	CAMK1D	PIGXX	5	1to1	1to1	96.338	88.8312	75.0	49.25	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSRNOG00000017770	OG_09332	HQ_07729	Cdc123	RATNO	5	1to1	1to1	ENSSSCG00000011112	HQ_07729	CDC123	PIGXX	5	1to1	1to1	91.9643	91.9643	100.0	0.0	1.0	0.42857142857142855	0.25	1	1
ENSRNOG00000017741	OG_10991	HQ_SNG_012041	Nudt5	RATNO	5	1to1	singleton	ENSSSCG00000011113	HQ_14793	NUDT5	PIGXX	5	1to1	1to1	45.5556	50.2041	100.0	0.0	0.0	0.75	0.4	1	1
ENSRNOG00000023278	OG_15383	HQ_13429	Sec61a2	RATNO	4	1to1	1to1	ENSSSCG00000011114	HQ_13429	SEC61A2	PIGXX	4	1to1	1to1	87.2428	83.1373	100.0	69.33	1.0	0.2	0.2	1	1
