ensembl_id_HUMAN	ens_orthogroup_id	ens_hqorthogroup_id_HUMAN	gene_symbol_HUMAN	species_code_HUMAN	n_species_HUMAN	ens_orthogroup_status_HUMAN	ens_hqorthogroup_status_HUMAN	ensembl_id_PIGXX	ens_hqorthogroup_id_PIGXX	gene_symbol_PIGXX	species_code_PIGXX	n_species_PIGXX	ens_orthogroup_status_PIGXX	ens_hqorthogroup_status_PIGXX	ens_identity	ens_homology_identity	ens_goc_score	ens_wga_coverage	ens_is_high_confidence	atlas_goc_score_pairwise	atlas_hq_goc_score_pairwise	ortholog_rank_HUMAN	ortholog_rank_PIGXX
ENSG00000021852	OG_02474	HQ_00917	C8B	HUMAN	5	1to1	1to1	ENSSSCG00000003834	HQ_00917	C8B	PIGXX	5	1to1	1to1	84.4332	77.0062	100.0	98.09	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSG00000157131	OG_09831	HQ_08207	C8A	HUMAN	5	1to1	1to1	ENSSSCG00000003835	HQ_08207	C8A	PIGXX	5	1to1	1to1	77.5685	76.91	100.0	100.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSG00000162407	OG_10308	HQ_08650	PLPP3	HUMAN	5	1to1	1to1	ENSSSCG00000003839	HQ_08650	PLPP3	PIGXX	5	1to1	1to1	83.2797	93.8406	100.0	99.54	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSG00000162396	OG_10305	HQ_08647	PARS2	HUMAN	5	1to1	1to1	ENSSSCG00000003843	HQ_08647	PARS2	PIGXX	5	1to1	1to1	80.4211	71.6698	100.0	96.58	1.0	0.5555555555555556	0.5555555555555556	1	1
ENSG00000243725	OG_14959	HQ_13043	TTC4	HUMAN	5	1to1	1to1	ENSSSCG00000003844	HQ_13043	TTC4	PIGXX	5	1to1	1to1	82.1705	73.6111	100.0	96.11	1.0	0.625	0.625	1	1
ENSG00000184313	OG_13314	HQ_11534	MROH7	HUMAN	5	1to1	1to1	ENSSSCG00000003845	HQ_11534	MROH7	PIGXX	5	1to1	1to1	79.5918	79.4717	100.0	100.0	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSG00000174332	OG_12319	HQ_10587	GLIS1	HUMAN	5	1to1	1to1	ENSSSCG00000003846	HQ_10587	GLIS1	PIGXX	5	1to1	1to1	90.0629	89.8369	100.0	100.0	1.0	0.8333333333333334	0.5714285714285714	1	1
ENSG00000143006	OG_08506	HQ_17785	DMRTB1	HUMAN	5	1to1	1to1	ENSSSCG00000003847	HQ_SNG_017219		PIGXX	5	1to1	singleton	37.7193	62.0192	100.0	100.0	0.0	1.0	0.6666666666666666	1	1
ENSG00000157193	OG_09837	HQ_08213	LRP8	HUMAN	5	1to1	1to1	ENSSSCG00000003848	HQ_08213	LRP8	PIGXX	5	1to1	1to1	90.8619	91.4316	100.0	100.0	1.0	0.14285714285714285	0.14285714285714285	1	1
ENSG00000162385	OG_01680	HQ_08645	MAGOH	HUMAN	5	multi_copy	1to1	ENSSSCG00000003849	HQ_08645	MAGOH	PIGXX	5	multi_copy	1to1	100.0	100.0	100.0	100.0	1.0	1.0	1.0	1	1
ENSG00000162384	OG_10303	HQ_14667	CZIB	HUMAN	5	1to1	1to1	ENSSSCG00000003850	HQ_14667	CZIB	PIGXX	5	1to1	1to1	95.0	95.0	100.0	100.0	1.0	0.8	0.8	1	1
ENSG00000157184	OG_09836	HQ_08212	CPT2	HUMAN	5	1to1	1to1	ENSSSCG00000003851	HQ_08212	CPT2	PIGXX	5	1to1	1to1	85.1064	85.1064	100.0	100.0	1.0	0.5	0.5	1	1
ENSG00000162383	OG_10302	HQ_08644	SLC1A7	HUMAN	5	1to1	1to1	ENSSSCG00000003852	HQ_08644	SLC1A7	PIGXX	5	1to1	1to1	93.0357	93.0357	100.0	100.0	1.0	0.4	0.4	1	1
ENSG00000121310	OG_06171	HQ_04621	ECHDC2	HUMAN	5	1to1	1to1	ENSSSCG00000003854	HQ_04621	ECHDC2	PIGXX	5	1to1	1to1	71.5753	62.3881	100.0	97.83	1.0	0.25	0.25	1	1
ENSG00000162378	OG_16181	HQ_14666	ZYG11B	HUMAN	4	1to1	1to1	ENSSSCG00000003857	HQ_14666	ZYG11B	PIGXX	4	1to1	1to1	98.2527	96.1842	100.0	100.0	1.0	0.875	0.875	1	1
ENSG00000134744	OG_07457	HQ_05867	TUT4	HUMAN	5	1to1	1to1	ENSSSCG00000003859	HQ_05867	TUT4	PIGXX	5	1to1	1to1	91.307	91.1961	100.0	99.61	1.0	0.4444444444444444	0.4444444444444444	1	1
ENSG00000085840	OG_03508	HQ_01946	ORC1	HUMAN	5	1to1	1to1	ENSSSCG00000003861	HQ_01946	ORC1	PIGXX	5	1to1	1to1	79.2102	78.8439	100.0	100.0	1.0	0.8	0.8	1	1
ENSG00000154222	OG_09589	HQ_07974	CC2D1B	HUMAN	5	1to1	1to1	ENSSSCG00000003862	HQ_07974	CC2D1B	PIGXX	5	1to1	1to1	86.2676	85.168	100.0	100.0	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSG00000157077	OG_09822	HQ_08200	ZFYVE9	HUMAN	5	1to1	1to1	ENSSSCG00000003863	HQ_08200	ZFYVE9	PIGXX	5	1to1	1to1	90.5965	90.7876	100.0	100.0	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSG00000117862	OG_15659	HQ_13869	TXNDC12	HUMAN	4	1to1	1to1	ENSSSCG00000003867	HQ_13869	TXNDC12	PIGXX	4	1to1	1to1	95.3488	95.9064	100.0	100.0	1.0	0.625	0.625	1	1
ENSG00000078618	OG_03316	HQ_01755	NRDC	HUMAN	5	1to1	1to1	ENSSSCG00000003870	HQ_01755	NRDC	PIGXX	5	1to1	1to1	94.9609	88.6456	100.0	100.0	1.0	0.5	0.5	1	1
ENSG00000085832	OG_03507	HQ_01945	EPS15	HUMAN	5	1to1	1to1	ENSSSCG00000003872	HQ_01945	EPS15	PIGXX	5	1to1	1to1	91.183	83.4525	100.0	100.0	1.0	0.2	0.2	1	1
ENSG00000085831	OG_03506	HQ_01944	TTC39A	HUMAN	5	1to1	1to1	ENSSSCG00000003875	HQ_01944	TTC39A	PIGXX	5	1to1	1to1	93.2409	92.599	100.0	100.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSG00000123080	OG_06313	HQ_04761	CDKN2C	HUMAN	5	1to1	1to1	ENSSSCG00000003876	HQ_04761	CDKN2C	PIGXX	5	1to1	1to1	94.6429	94.6429	100.0	100.0	1.0	0.8333333333333334	0.8333333333333334	1	1
ENSG00000185104	OG_13416	HQ_11626	FAF1	HUMAN	5	1to1	1to1	ENSSSCG00000003877	HQ_11626	FAF1	PIGXX	5	1to1	1to1	97.5385	97.5385	100.0	100.0	1.0	0.5	0.5	1	1
ENSG00000132122	OG_15828	HQ_14124	SPATA6	HUMAN	4	1to1	1to1	ENSSSCG00000003881	HQ_14124	SPATA6	PIGXX	4	1to1	1to1	92.418	92.418	100.0	100.0	1.0	0.42857142857142855	0.25	1	1
ENSG00000117834	OG_05869	HQ_13868	SLC5A9	HUMAN	5	1to1	1to1	ENSSSCG00000003882	HQ_SNG_017221		PIGXX	5	1to1	singleton	18.2085	17.689	100.0	100.0	0.0	0.3333333333333333	0.14285714285714285	1	1
ENSG00000186790	OG_16773	HQ_15470	FOXE3	HUMAN	4	1to1	1to1	ENSSSCG00000003884	HQ_15470	FOXE3	PIGXX	4	1to1	1to1	86.8339	85.2308	100.0	100.0	1.0	0.8333333333333334	0.5714285714285714	1	1
ENSG00000162368	OG_01679	HQ_08641	CMPK1	HUMAN	5	multi_copy	1to1	ENSSSCG00000003885	HQ_08641	CMPK1	PIGXX	5	multi_copy	1to1	77.193	85.4369	100.0	100.0	1.0	0.2222222222222222	0.2222222222222222	1	1
ENSG00000123473	OG_06359	HQ_04804	STIL	HUMAN	5	1to1	1to1	ENSSSCG00000003888	HQ_04804	STIL	PIGXX	5	1to1	1to1	77.0186	81.5789	100.0	100.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSG00000142973	OG_08504	HQ_06908	CYP4B1	HUMAN	5	1to1	1to1	ENSSSCG00000003894	HQ_06908	CYP4B1	PIGXX	5	1to1	1to1	74.0234	82.5708	75.0	100.0	1.0	0.2	0.2	1	1
ENSG00000159658	OG_01665	HQ_00430	EFCAB14	HUMAN	5	multi_copy	multi_copy	ENSSSCG00000003895	HQ_00430	EFCAB14	PIGXX	5	multi_copy	multi_copy	85.0505	85.9184	75.0	100.0	1.0	0.5	0.5	1	1
ENSG00000142961	OG_08503	HQ_06907	MOB3C	HUMAN	5	1to1	1to1	ENSSSCG00000003897	HQ_06907	MOB3C	PIGXX	5	1to1	1to1	99.537	89.5833	100.0	100.0	1.0	0.6	0.6	1	1
ENSG00000079277	OG_15418	HQ_13484	MKNK1	HUMAN	4	1to1	1to1	ENSSSCG00000003898	HQ_13484	MKNK1	PIGXX	4	1to1	1to1	89.0777	88.2212	100.0	100.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSG00000197587	OG_14131	HQ_12291	DMBX1	HUMAN	5	1to1	1to1	ENSSSCG00000003900	HQ_12291	DMBX1	PIGXX	5	1to1	1to1	96.5517	96.0422	100.0	100.0	1.0	0.8333333333333334	0.8333333333333334	1	1
ENSG00000117480	OG_05837	HQ_04296	FAAH	HUMAN	5	1to1	1to1	ENSSSCG00000003901	HQ_04296	FAAH	PIGXX	5	1to1	1to1	81.8653	81.8653	100.0	100.0	1.0	0.2222222222222222	0.2222222222222222	1	1
ENSG00000173660	OG_00964	HQ_15049	UQCRH	HUMAN	5	multi_copy	1to1	ENSSSCG00000003903	HQ_15049		PIGXX	5	multi_copy	1to1	0.0	0.0	0.0	0.0	0.0	0.375	0.375	1	1
ENSG00000233954	OG_00964	HQ_SNG_000856	UQCRHL	HUMAN	5	multi_copy	singleton	ENSSSCG00000003903	HQ_15049		PIGXX	5	multi_copy	1to1	0.0	0.0	0.0	0.0	0.0	0.1	0.0	2	2
ENSG00000132128	OG_07150	HQ_05567	LRRC41	HUMAN	5	1to1	1to1	ENSSSCG00000003904	HQ_05567	LRRC41	PIGXX	5	1to1	1to1	96.798	96.798	100.0	100.0	1.0	0.5	0.5	1	1
ENSG00000085999	OG_03514	HQ_01952	RAD54L	HUMAN	5	1to1	1to1	ENSSSCG00000003905	HQ_01952	RAD54L	PIGXX	5	1to1	1to1	95.1807	95.1807	100.0	100.0	1.0	0.25	0.25	1	1
ENSG00000117472	OG_05833	HQ_04292	TSPAN1	HUMAN	5	1to1	1to1	ENSSSCG00000003908	HQ_04292	TSPAN1	PIGXX	5	1to1	1to1	83.4025	83.4025	100.0	100.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSG00000117461	OG_05832	HQ_04291	PIK3R3	HUMAN	5	1to1	1to1	ENSSSCG00000003909	HQ_04291	PIK3R3	PIGXX	5	1to1	1to1	98.0477	98.0477	75.0	100.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSG00000086015	OG_03515	HQ_01953	MAST2	HUMAN	5	1to1	1to1	ENSSSCG00000003913	HQ_01953	MAST2	PIGXX	5	1to1	1to1	81.0345	82.0383	100.0	98.81	1.0	0.4	0.4	1	1
ENSG00000117450	OG_00463	HQ_04290	PRDX1	HUMAN	5	multi_copy	1to1	ENSSSCG00000003914	HQ_04290	PRDX1	PIGXX	5	multi_copy	1to1	96.9849	86.1607	100.0	98.63	1.0	0.2857142857142857	0.2857142857142857	1	1
ENSG00000070759	OG_03058	HQ_01492	TESK2	HUMAN	5	1to1	1to1	ENSSSCG00000003917	HQ_01492	TESK2	PIGXX	5	1to1	1to1	90.1926	90.669	100.0	100.0	1.0	0.375	0.375	1	1
ENSG00000132773	OG_07241	HQ_05656	TOE1	HUMAN	5	1to1	1to1	ENSSSCG00000003918	HQ_05656	TOE1	PIGXX	5	1to1	1to1	86.4706	86.6405	100.0	100.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSG00000132781	OG_07243	HQ_05658	MUTYH	HUMAN	5	1to1	1to1	ENSSSCG00000003919	HQ_05658	MUTYH	PIGXX	5	1to1	1to1	81.7658	74.087	100.0	100.0	1.0	0.375	0.375	1	1
ENSG00000186603	OG_13594	HQ_11797	HPDL	HUMAN	5	1to1	1to1	ENSSSCG00000003920	HQ_11797	HPDL	PIGXX	5	1to1	1to1	82.2102	82.2102	100.0	100.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSG00000162415	OG_10312	HQ_08653	ZSWIM5	HUMAN	5	1to1	1to1	ENSSSCG00000003921	HQ_08653	ZSWIM5	PIGXX	5	1to1	1to1	96.7933	96.6302	100.0	100.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSG00000126088	OG_06632	HQ_05068	UROD	HUMAN	5	1to1	1to1	ENSSSCG00000003922	HQ_05068	UROD	PIGXX	5	1to1	1to1	94.8229	94.8229	100.0	100.0	1.0	0.5	0.5	1	1
ENSG00000126107	OG_06635	HQ_05071	HECTD3	HUMAN	5	1to1	1to1	ENSSSCG00000003923	HQ_05071	HECTD3	PIGXX	5	1to1	1to1	98.4901	98.4901	100.0	100.0	1.0	1.0	1.0	1	1
ENSG00000222009	OG_14807	HQ_12911	BTBD19	HUMAN	5	1to1	1to1	ENSSSCG00000003926	HQ_12911	BTBD19	PIGXX	5	1to1	1to1	91.7526	77.3913	100.0	100.0	1.0	0.625	0.625	1	1
ENSG00000173846	OG_12263	HQ_10536	PLK3	HUMAN	5	1to1	1to1	ENSSSCG00000003928	HQ_10536	PLK3	PIGXX	5	1to1	1to1	92.2601	92.1175	100.0	100.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSG00000142959	OG_15982	HQ_14348	BEST4	HUMAN	4	1to1	1to1	ENSSSCG00000003929	HQ_14348	BEST4	PIGXX	4	1to1	1to1	91.7548	92.5373	100.0	99.96	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSG00000142937	OG_00393	HQ_06905	RPS8	HUMAN	5	multi_copy	1to1	ENSSSCG00000003930	HQ_06905		PIGXX	5	multi_copy	1to1	100.0	100.0	100.0	100.0	1.0	0.75	0.75	1	1
ENSG00000142945	OG_08501	HQ_06906	KIF2C	HUMAN	5	1to1	1to1	ENSSSCG00000003931	HQ_06906	KIF2C	PIGXX	5	1to1	1to1	90.6207	90.6207	100.0	100.0	1.0	0.75	0.75	1	1
ENSG00000117419	OG_01378	HQ_04287	ERI3	HUMAN	5	multi_copy	1to1	ENSSSCG00000003935	HQ_SNG_017223		PIGXX	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.09090909090909091	0.0	2	1
ENSG00000178922	OG_16557	HQ_15207	HYI	HUMAN	4	1to1	1to1	ENSSSCG00000003940	HQ_15207	HYI	PIGXX	4	1to1	1to1	82.3105	80.2817	100.0	100.0	1.0	0.5	0.5	1	1
ENSG00000198198	OG_14218	HQ_12382	SZT2	HUMAN	5	1to1	1to1	ENSSSCG00000003941	HQ_12382	SZT2	PIGXX	5	1to1	1to1	91.8706	91.7637	100.0	100.0	1.0	0.5	0.5	1	1
ENSG00000159479	OG_10057	HQ_08426	MED8	HUMAN	5	1to1	1to1	ENSSSCG00000003943	HQ_08426	MED8	PIGXX	5	1to1	1to1	97.0149	92.5267	100.0	100.0	1.0	0.75	0.75	1	1
ENSG00000117399	OG_05825	HQ_04283	CDC20	HUMAN	5	1to1	1to1	ENSSSCG00000003949	HQ_04283	CDC20	PIGXX	5	1to1	1to1	98.1964	91.2477	100.0	100.0	1.0	0.7142857142857143	0.7142857142857143	1	1
ENSG00000066056	OG_02922	HQ_01359	TIE1	HUMAN	5	1to1	1to1	ENSSSCG00000003950	HQ_01359	TIE1	PIGXX	5	1to1	1to1	92.0914	92.0914	100.0	100.0	1.0	0.7142857142857143	0.7142857142857143	1	1
ENSG00000253313	OG_15013	HQ_13095	C1orf210	HUMAN	5	1to1	1to1	ENSSSCG00000003951	HQ_13095	C1orf210	PIGXX	5	1to1	1to1	83.1858	83.9286	100.0	100.0	1.0	0.7142857142857143	0.7142857142857143	1	1
ENSG00000186973	OG_13636	HQ_11831	FAM183A	HUMAN	5	1to1	1to1	ENSSSCG00000003954	HQ_11831	FAM183A	PIGXX	5	1to1	1to1	82.8358	82.2222	100.0	100.0	1.0	0.3	0.3	1	1
ENSG00000171960	OG_01811	HQ_10302	PPIH	HUMAN	5	multi_copy	1to1	ENSSSCG00000003964	HQ_10302	PPIH	PIGXX	5	multi_copy	1to1	100.0	83.8863	100.0	100.0	1.0	0.25	0.25	1	1
ENSG00000186409	OG_13572	HQ_18132	CCDC30	HUMAN	5	1to1	1to1	ENSSSCG00000003965	HQ_SNG_017224		PIGXX	5	1to1	singleton	32.9424	47.3201	100.0	97.79	0.0	0.3333333333333333	0.14285714285714285	1	1
ENSG00000066185	OG_02927	HQ_01364	ZMYND12	HUMAN	5	1to1	1to1	ENSSSCG00000003967	HQ_01364	ZMYND12	PIGXX	5	1to1	1to1	82.7397	79.4737	100.0	100.0	1.0	1.0	0.6666666666666666	1	1
ENSG00000044012	OG_02632	HQ_13387	GUCA2B	HUMAN	5	1to1	1to1	ENSSSCG00000003970	HQ_13387	GUCA2B	PIGXX	5	1to1	1to1	71.4286	70.7965	100.0	100.0	1.0	0.4444444444444444	0.4444444444444444	1	1
ENSG00000010803	OG_02357	HQ_00801	SCMH1	HUMAN	5	1to1	1to1	ENSSSCG00000003971	HQ_00801	SCMH1	PIGXX	5	1to1	1to1	85.9701	78.6885	100.0	99.87	1.0	0.2857142857142857	0.2857142857142857	1	1
ENSG00000171790	OG_16395	HQ_14996	SLFNL1	HUMAN	4	1to1	1to1	ENSSSCG00000003972	HQ_14996	SLFNL1	PIGXX	4	1to1	1to1	66.3391	66.6667	100.0	98.89	1.0	0.4	0.4	1	1
ENSG00000171793	OG_11998	HQ_10282	CTPS1	HUMAN	5	1to1	1to1	ENSSSCG00000003973	HQ_10282	CTPS1	PIGXX	5	1to1	1to1	97.9695	97.9695	100.0	100.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSG00000117013	OG_05793	HQ_04251	KCNQ4	HUMAN	5	1to1	1to1	ENSSSCG00000003975	HQ_04251	KCNQ4	PIGXX	5	1to1	1to1	96.1151	96.1151	100.0	100.0	1.0	0.5	0.5	1	1
ENSG00000066136	OG_02926	HQ_01363	NFYC	HUMAN	5	1to1	1to1	ENSSSCG00000003976	HQ_01363	NFYC	PIGXX	5	1to1	1to1	99.1045	72.807	100.0	100.0	1.0	0.125	0.125	1	1
ENSG00000117010	OG_17517	HQ_16320	ZNF684	HUMAN	3	1to1	1to1	ENSSSCG00000003979	HQ_16320	ZNF684	PIGXX	3	1to1	1to1	84.9206	82.5193	100.0	100.0	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSG00000164002	OG_10658	HQ_08984	EXO5	HUMAN	5	1to1	1to1	ENSSSCG00000003980	HQ_08984	EXO5	PIGXX	5	1to1	1to1	82.8418	81.1024	100.0	100.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSG00000187801	OG_18758	HQ_18160	ZFP69B	HUMAN	2	1to1	1to1	ENSSSCG00000003981	HQ_18160	ZFP69B	PIGXX	2	1to1	1to1	83.3333	83.3333	75.0	100.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSG00000084070	OG_03462	HQ_01901	SMAP2	HUMAN	5	1to1	1to1	ENSSSCG00000003983	HQ_01901	SMAP2	PIGXX	5	1to1	1to1	95.8042	95.8042	50.0	100.0	1.0	0.25	0.25	1	1
ENSG00000121406	OG_00025	HQ_17705	ZNF549	HUMAN	5	multi_copy	1to1	ENSSSCG00000003984	HQ_SNG_017225		PIGXX	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.2857142857142857	0.09090909090909091	2	1
ENSG00000152439	OG_00025	HQ_16503	ZNF773	HUMAN	5	multi_copy	1to1	ENSSSCG00000003984	HQ_SNG_017225		PIGXX	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.2857142857142857	0.08333333333333333	3	2
ENSG00000179909	OG_00025	HQ_18046	ZNF154	HUMAN	5	multi_copy	1to1	ENSSSCG00000003984	HQ_SNG_017225		PIGXX	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.2	0.0	2	3
ENSG00000105136	OG_00025	HQ_17654	ZNF419	HUMAN	5	multi_copy	1to1	ENSSSCG00000003984	HQ_SNG_017225		PIGXX	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.14285714285714285	0.0	8	4
ENSG00000171469	OG_00025	HQ_SNG_000234	ZNF561	HUMAN	5	multi_copy	singleton	ENSSSCG00000003984	HQ_SNG_017225		PIGXX	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.14285714285714285	0.0	8	5
ENSG00000197128	OG_00025	HQ_18219	ZNF772	HUMAN	5	multi_copy	1to1	ENSSSCG00000003984	HQ_SNG_017225		PIGXX	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.14285714285714285	0.0	8	6
ENSG00000198464	OG_00025	HQ_18248	ZNF480	HUMAN	5	multi_copy	1to1	ENSSSCG00000003984	HQ_SNG_017225		PIGXX	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.14285714285714285	0.0	8	7
ENSG00000083828	OG_00025	HQ_SNG_000017	ZNF586	HUMAN	5	multi_copy	singleton	ENSSSCG00000003984	HQ_SNG_017225		PIGXX	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.125	0.0	8	8
ENSG00000167554	OG_00025	HQ_SNG_000194	ZNF610	HUMAN	5	multi_copy	singleton	ENSSSCG00000003984	HQ_SNG_017225		PIGXX	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.125	0.0	8	9
ENSG00000171466	OG_00025	HQ_SNG_000233	ZNF562	HUMAN	5	multi_copy	singleton	ENSSSCG00000003984	HQ_SNG_017225		PIGXX	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.125	0.0	8	10
ENSG00000178935	OG_00025	HQ_SNG_000287	ZNF552	HUMAN	5	multi_copy	singleton	ENSSSCG00000003984	HQ_SNG_017225		PIGXX	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.125	0.0	8	11
ENSG00000188227	OG_00025	HQ_16926	ZNF793	HUMAN	5	multi_copy	1to1	ENSSSCG00000003984	HQ_SNG_017225		PIGXX	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.125	0.0	9	12
ENSG00000152454	OG_00025	HQ_17823	ZNF256	HUMAN	5	multi_copy	1to1	ENSSSCG00000003984	HQ_SNG_017225		PIGXX	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	0.0	10	13
ENSG00000171574	OG_00025	HQ_16694	ZNF584	HUMAN	5	multi_copy	1to1	ENSSSCG00000003984	HQ_SNG_017225		PIGXX	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	0.0	9	14
ENSG00000180884	OG_00025	HQ_16821	ZNF792	HUMAN	5	multi_copy	1to1	ENSSSCG00000003984	HQ_SNG_017225		PIGXX	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	0.0	8	15
ENSG00000196724	OG_00025	HQ_SNG_000429	ZNF418	HUMAN	5	multi_copy	singleton	ENSSSCG00000003984	HQ_SNG_017225		PIGXX	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	0.0	10	16
ENSG00000213762	OG_00025	HQ_18348	ZNF134	HUMAN	5	multi_copy	1to1	ENSSSCG00000003984	HQ_SNG_017225		PIGXX	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	0.0	8	17
ENSG00000152475	OG_00025	HQ_SNG_000140	ZNF837	HUMAN	5	multi_copy	singleton	ENSSSCG00000003984	HQ_SNG_017225		PIGXX	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.1	0.0	9	18
ENSG00000188785	OG_00025	HQ_18179	ZNF548	HUMAN	5	multi_copy	1to1	ENSSSCG00000003984	HQ_SNG_017225		PIGXX	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.1	0.0	9	19
ENSG00000269343	OG_00025	HQ_SNG_001176	ZNF587B	HUMAN	5	multi_copy	singleton	ENSSSCG00000003984	HQ_SNG_017225		PIGXX	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.1	0.0	8	20
ENSG00000131845	OG_00025	HQ_16401	ZNF304	HUMAN	5	multi_copy	1to1	ENSSSCG00000003984	HQ_SNG_017225		PIGXX	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.09090909090909091	0.0	8	21
ENSG00000179909	OG_00025	HQ_18046	ZNF154	HUMAN	5	multi_copy	1to1	ENSSSCG00000003986	HQ_SNG_017226		PIGXX	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.2	0.0	3	1
ENSG00000105136	OG_00025	HQ_17654	ZNF419	HUMAN	5	multi_copy	1to1	ENSSSCG00000003986	HQ_SNG_017226		PIGXX	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.14285714285714285	0.0	9	2
ENSG00000171469	OG_00025	HQ_SNG_000234	ZNF561	HUMAN	5	multi_copy	singleton	ENSSSCG00000003986	HQ_SNG_017226		PIGXX	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.14285714285714285	0.0	9	3
ENSG00000197128	OG_00025	HQ_18219	ZNF772	HUMAN	5	multi_copy	1to1	ENSSSCG00000003986	HQ_SNG_017226		PIGXX	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.14285714285714285	0.0	9	4
ENSG00000198464	OG_00025	HQ_18248	ZNF480	HUMAN	5	multi_copy	1to1	ENSSSCG00000003986	HQ_SNG_017226		PIGXX	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.14285714285714285	0.0	9	5
ENSG00000083828	OG_00025	HQ_SNG_000017	ZNF586	HUMAN	5	multi_copy	singleton	ENSSSCG00000003986	HQ_SNG_017226		PIGXX	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.125	0.0	9	6
ENSG00000121406	OG_00025	HQ_17705	ZNF549	HUMAN	5	multi_copy	1to1	ENSSSCG00000003986	HQ_SNG_017226		PIGXX	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.125	0.0	10	7
ENSG00000152439	OG_00025	HQ_16503	ZNF773	HUMAN	5	multi_copy	1to1	ENSSSCG00000003986	HQ_SNG_017226		PIGXX	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.125	0.0	10	8
ENSG00000167554	OG_00025	HQ_SNG_000194	ZNF610	HUMAN	5	multi_copy	singleton	ENSSSCG00000003986	HQ_SNG_017226		PIGXX	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.125	0.0	9	9
ENSG00000171466	OG_00025	HQ_SNG_000233	ZNF562	HUMAN	5	multi_copy	singleton	ENSSSCG00000003986	HQ_SNG_017226		PIGXX	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.125	0.0	9	10
ENSG00000178935	OG_00025	HQ_SNG_000287	ZNF552	HUMAN	5	multi_copy	singleton	ENSSSCG00000003986	HQ_SNG_017226		PIGXX	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.125	0.0	9	11
ENSG00000188227	OG_00025	HQ_16926	ZNF793	HUMAN	5	multi_copy	1to1	ENSSSCG00000003986	HQ_SNG_017226		PIGXX	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.125	0.0	10	12
