ensembl_id_RATNO	ens_orthogroup_id	ens_hqorthogroup_id_RATNO	gene_symbol_RATNO	species_code_RATNO	n_species_RATNO	ens_orthogroup_status_RATNO	ens_hqorthogroup_status_RATNO	ensembl_id_MACFA	ens_hqorthogroup_id_MACFA	gene_symbol_MACFA	species_code_MACFA	n_species_MACFA	ens_orthogroup_status_MACFA	ens_hqorthogroup_status_MACFA	ens_identity	ens_homology_identity	ens_goc_score	ens_wga_coverage	ens_is_high_confidence	atlas_goc_score_pairwise	atlas_hq_goc_score_pairwise	ortholog_rank_RATNO	ortholog_rank_MACFA
ENSRNOG00000042504	OG_00015	HQ_19470	Zfp964	RATNO	5	multi_copy	1to1	ENSMFAG00000020521	HQ_16820		MACFA	5	multi_copy	multi_copy	0.0	0.0	0.0	0.0	0.0	0.14285714285714285	0.0	5	5
ENSRNOG00000042580	OG_00015	HQ_19479	Zfp963	RATNO	5	multi_copy	1to1	ENSMFAG00000020521	HQ_16820		MACFA	5	multi_copy	multi_copy	0.0	0.0	0.0	0.0	0.0	0.14285714285714285	0.0	6	6
ENSRNOG00000060701	OG_00015	HQ_SNG_014186	AC130232.2	RATNO	5	multi_copy	singleton	ENSMFAG00000020521	HQ_16820		MACFA	5	multi_copy	multi_copy	0.0	0.0	0.0	0.0	0.0	0.14285714285714285	0.0	5	7
ENSRNOG00000064506	OG_00015	HQ_SNG_014954	ENSRNOG00000064506	RATNO	5	multi_copy	singleton	ENSMFAG00000020521	HQ_16820		MACFA	5	multi_copy	multi_copy	0.0	0.0	0.0	0.0	0.0	0.14285714285714285	0.0	5	8
ENSRNOG00000067761	OG_00015	HQ_SNG_015983	ENSRNOG00000067761	RATNO	5	multi_copy	singleton	ENSMFAG00000020521	HQ_16820		MACFA	5	multi_copy	multi_copy	0.0	0.0	0.0	0.0	0.0	0.14285714285714285	0.0	5	9
ENSRNOG00000007076	OG_00015	HQ_19119	AABR07055919.1	RATNO	5	multi_copy	1to1	ENSMFAG00000020521	HQ_16820		MACFA	5	multi_copy	multi_copy	0.0	0.0	0.0	0.0	0.0	0.125	0.0	5	10
ENSRNOG00000011492	OG_00015	HQ_18921	Zfp866	RATNO	5	multi_copy	1to1	ENSMFAG00000020521	HQ_16820		MACFA	5	multi_copy	multi_copy	0.0	0.0	0.0	0.0	0.0	0.125	0.0	6	11
ENSRNOG00000016186	OG_00015	HQ_19129	Zfp709	RATNO	5	multi_copy	1to1	ENSMFAG00000020521	HQ_16820		MACFA	5	multi_copy	multi_copy	0.0	0.0	0.0	0.0	0.0	0.125	0.0	5	12
ENSRNOG00000048577	OG_00015	HQ_SNG_013568	Zfp955a	RATNO	5	multi_copy	singleton	ENSMFAG00000020521	HQ_16820		MACFA	5	multi_copy	multi_copy	0.0	0.0	0.0	0.0	0.0	0.125	0.0	5	13
ENSRNOG00000069530	OG_00015	HQ_18691	Zfp81	RATNO	5	multi_copy	1to1	ENSMFAG00000020521	HQ_16820		MACFA	5	multi_copy	multi_copy	0.0	0.0	0.0	0.0	0.0	0.125	0.0	5	14
ENSRNOG00000049856	OG_00015	HQ_19091	Zfp617	RATNO	5	multi_copy	1to1	ENSMFAG00000020521	HQ_16820		MACFA	5	multi_copy	multi_copy	43.2127	30.9562	0.0	0.0	0.0	0.1111111111111111	0.0	5	15
ENSRNOG00000004947	OG_00015	HQ_18754	Zfp871	RATNO	5	multi_copy	1to1	ENSMFAG00000020521	HQ_16820		MACFA	5	multi_copy	multi_copy	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	0.0	5	16
ENSRNOG00000028919	OG_00015	HQ_19195	Zfp868	RATNO	5	multi_copy	1to1	ENSMFAG00000020521	HQ_16820		MACFA	5	multi_copy	multi_copy	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	0.0	5	17
ENSRNOG00000004572	OG_00015	HQ_19101	Zfp472	RATNO	5	multi_copy	1to1	ENSMFAG00000020521	HQ_16820		MACFA	5	multi_copy	multi_copy	0.0	0.0	0.0	0.0	0.0	0.09090909090909091	0.0	5	18
ENSRNOG00000029416	OG_00015	HQ_19100	AC109942.1	RATNO	5	multi_copy	1to1	ENSMFAG00000020521	HQ_16820		MACFA	5	multi_copy	multi_copy	0.0	0.0	0.0	0.0	0.0	0.09090909090909091	0.0	5	19
ENSRNOG00000062776	OG_00015	HQ_19274	Zfp563	RATNO	5	multi_copy	1to1	ENSMFAG00000020521	HQ_16820		MACFA	5	multi_copy	multi_copy	0.0	0.0	0.0	0.0	0.0	0.09090909090909091	0.0	5	20
ENSRNOG00000022431	OG_00015	HQ_19113	Zfp867	RATNO	5	multi_copy	1to1	ENSMFAG00000020521	HQ_16820		MACFA	5	multi_copy	multi_copy	0.0	0.0	0.0	0.0	0.0	0.08333333333333333	0.0	5	21
ENSRNOG00000016417	OG_00015	HQ_SNG_011988	ENSRNOG00000016417	RATNO	5	multi_copy	singleton	ENSMFAG00000020521	HQ_16820		MACFA	5	multi_copy	multi_copy	0.0	0.0	0.0	0.0	0.0	0.07692307692307693	0.0	5	22
ENSRNOG00000022932	OG_01917	HQ_00507	Serhl2	RATNO	5	multi_copy	multi_copy	ENSMFAG00000020523	HQ_00507		MACFA	5	multi_copy	multi_copy	59.6774	63.7931	100.0	0.0	1.0	0.5	0.5	1	1
ENSRNOG00000014078	OG_00654	HQ_09410	Ndufb8	RATNO	5	multi_copy	1to1	ENSMFAG00000020533	HQ_SNG_001985		MACFA	5	multi_copy	singleton	82.4176	80.6452	0.0	0.0	0.0	0.07142857142857142	0.0	3	1
ENSRNOG00000060429	OG_03459	HQ_13493	AABR07002065.2	RATNO	5	1to1	1to1	ENSMFAG00000020536	HQ_13493	ZNF446	MACFA	5	1to1	1to1	59.7647	56.4444	75.0	0.0	1.0	0.5714285714285714	0.5	1	1
ENSRNOG00000042596	OG_00360	HQ_SNG_013345	Fam205a	RATNO	5	multi_copy	singleton	ENSMFAG00000020552	HQ_SNG_001986		MACFA	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.4	0.14285714285714285	2	1
ENSRNOG00000068351	OG_00360	HQ_SNG_016156	ENSRNOG00000068351	RATNO	5	multi_copy	singleton	ENSMFAG00000020552	HQ_SNG_001986		MACFA	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.4	0.14285714285714285	2	2
ENSRNOG00000016387	OG_00805	HQ_13743	Rpl34	RATNO	5	multi_copy	1to1	ENSMFAG00000020561	HQ_SNG_001987		MACFA	5	multi_copy	singleton	96.5812	96.5812	0.0	0.0	0.0	0.08333333333333333	0.0	2	1
ENSRNOG00000038045	OG_00805	HQ_SNG_013156	AC128960.1	RATNO	5	multi_copy	singleton	ENSMFAG00000020561	HQ_SNG_001987		MACFA	5	multi_copy	singleton	94.8718	94.8718	0.0	0.0	0.0	0.07692307692307693	0.0	2	2
ENSRNOG00000014276	OG_07980	HQ_06391	Plce1	RATNO	5	1to1	1to1	ENSMFAG00000020572	HQ_06391	PLCE1	MACFA	5	1to1	1to1	84.8366	84.0311	100.0	47.13	1.0	0.8333333333333334	0.8333333333333334	1	1
ENSRNOG00000013253	OG_04449	HQ_02906	Armc1	RATNO	5	1to1	1to1	ENSMFAG00000020573	HQ_02906	ARMC1	MACFA	5	1to1	1to1	97.5177	97.5177	75.0	23.87	1.0	0.36363636363636365	0.36363636363636365	1	1
ENSRNOG00000012142	OG_09154	HQ_07550	Glyat	RATNO	5	1to1	1to1	ENSMFAG00000020795	HQ_07550	GLYAT	MACFA	5	1to1	1to1	63.4783	67.8019	75.0	0.0	1.0	0.16666666666666666	0.06666666666666667	1	1
ENSRNOG00000013977	OG_03417	HQ_01855	Bzw1	RATNO	5	1to1	1to1	ENSMFAG00000020809	HQ_01855	BZW1	MACFA	5	1to1	1to1	90.9091	96.2441	100.0	0.0	1.0	0.3	0.3	1	1
ENSRNOG00000007351	OG_07875	HQ_SNG_011747	Ggh	RATNO	5	1to1	singleton	ENSMFAG00000020821	HQ_14243	GGH	MACFA	5	1to1	1to1	68.1388	67.9245	25.0	1.44	0.0	0.3333333333333333	0.2	1	1
ENSRNOG00000000001	OG_12953	HQ_11189	Arsj	RATNO	5	1to1	1to1	ENSMFAG00000020823	HQ_11189	ARSJ	MACFA	5	1to1	1to1	90.1173	89.8164	100.0	89.75	1.0	0.4444444444444444	0.4444444444444444	1	1
ENSRNOG00000019496	OG_06661	HQ_05098	Stat5a	RATNO	5	1to1	1to1	ENSMFAG00000020904	HQ_05098	STAT5A	MACFA	5	1to1	1to1	96.4691	96.3476	100.0	0.0	1.0	0.625	0.4444444444444444	1	1
ENSRNOG00000005830	OG_10501	HQ_08828	Tafa4	RATNO	5	1to1	1to1	ENSMFAG00000020992	HQ_08828	TAFA4	MACFA	5	1to1	1to1	91.1111	72.3529	100.0	52.68	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSRNOG00000002895	OG_04328	HQ_02781	Nagpa	RATNO	5	1to1	1to1	ENSMFAG00000021013	HQ_02781	NAGPA	MACFA	5	1to1	1to1	57.8337	83.7535	100.0	63.26	1.0	0.5	0.5	1	1
ENSRNOG00000007118	OG_05609	HQ_04062	Eva1a	RATNO	5	1to1	1to1	ENSMFAG00000021015	HQ_04062	EVA1A	MACFA	5	1to1	1to1	66.3317	56.4103	100.0	0.0	1.0	0.7142857142857143	0.7142857142857143	1	1
ENSRNOG00000011932	OG_07132	HQ_05549	Snrpa1	RATNO	5	1to1	1to1	ENSMFAG00000021023	HQ_05549	SNRPA1	MACFA	5	1to1	1to1	86.8726	81.5217	100.0	0.0	1.0	0.8	0.8	1	1
ENSRNOG00000060703	OG_07563	HQ_05974	Troap	RATNO	5	1to1	1to1	ENSMFAG00000021053	HQ_05974	TROAP	MACFA	5	1to1	1to1	61.1028	47.1807	100.0	0.0	0.0	0.6	0.6	1	1
ENSRNOG00000002626	OG_09654	HQ_08040	Car10	RATNO	5	1to1	1to1	ENSMFAG00000021148	HQ_08040	CA10	MACFA	5	1to1	1to1	94.5122	92.8144	75.0	6.08	1.0	0.3	0.18181818181818182	1	1
ENSRNOG00000014562	OG_00950	HQ_10008	Hnrnpf	RATNO	5	multi_copy	1to1	ENSMFAG00000021184	HQ_10008	HNRNPF	MACFA	5	multi_copy	1to1	97.8313	97.8313	75.0	0.0	1.0	0.1111111111111111	0.1111111111111111	1	1
ENSRNOG00000066755	OG_00950	HQ_SNG_015664	ENSRNOG00000066755	RATNO	5	multi_copy	singleton	ENSMFAG00000021184	HQ_10008	HNRNPF	MACFA	5	multi_copy	1to1	88.9881	72.0482	0.0	0.0	0.0	0.1111111111111111	0.0	1	2
ENSRNOG00000045795	OG_12629	HQ_10891	Gatd1	RATNO	5	1to1	1to1	ENSMFAG00000021199	HQ_10891	GATD1	MACFA	5	1to1	1to1	83.6735	93.1818	100.0	0.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSRNOG00000017556	OG_12945	HQ_11181	Chrm4	RATNO	5	1to1	1to1	ENSMFAG00000021204	HQ_11181	CHRM4	MACFA	5	1to1	1to1	96.0251	95.8246	100.0	0.0	1.0	0.8333333333333334	0.5714285714285714	1	1
ENSRNOG00000020103	OG_12001	HQ_10285	Pcdhb1	RATNO	5	1to1	1to1	ENSMFAG00000021230	HQ_10285	PCDHB1	MACFA	5	1to1	1to1	88.6308	88.6308	100.0	0.0	1.0	0.36363636363636365	0.36363636363636365	1	1
ENSRNOG00000063864	OG_12108	HQ_10392	Zmat3	RATNO	5	1to1	1to1	ENSMFAG00000021292	HQ_10392	ZMAT3	MACFA	5	1to1	1to1	83.4483	84.0278	50.0	0.0	0.0	0.4444444444444444	0.4444444444444444	1	1
ENSRNOG00000065724	OG_02050	HQ_12833	Mycbp	RATNO	5	multi_copy	1to1	ENSMFAG00000021300	HQ_SNG_001991		MACFA	5	multi_copy	singleton	87.3786	87.3786	0.0	0.0	0.0	0.07692307692307693	0.0	2	1
ENSRNOG00000019217	OG_11634	HQ_09935	Adrb2	RATNO	5	1to1	1to1	ENSMFAG00000021322	HQ_09935	ADRB2	MACFA	5	1to1	1to1	88.0893	73.9583	100.0	99.7	1.0	0.5	0.5	1	1
ENSRNOG00000013623	OG_10986	HQ_14792	Amer2	RATNO	5	1to1	1to1	ENSMFAG00000021323	HQ_SNG_001992		MACFA	5	1to1	singleton	36.6972	80.9717	50.0	0.0	0.0	0.375	0.2222222222222222	1	1
ENSRNOG00000002980	OG_11382	HQ_09691	Tsr1	RATNO	5	1to1	1to1	ENSMFAG00000021330	HQ_09691	TSR1	MACFA	5	1to1	1to1	84.6154	84.7205	100.0	99.58	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSRNOG00000021628	OG_08207	HQ_06616	Wdr89	RATNO	5	1to1	1to1	ENSMFAG00000021342	HQ_06616	WDR89	MACFA	5	1to1	1to1	80.1008	78.9082	100.0	97.44	1.0	0.2727272727272727	0.2727272727272727	1	1
ENSRNOG00000016316	OG_03136	HQ_01571	Mcm2	RATNO	5	1to1	1to1	ENSMFAG00000021368	HQ_01571	MCM2	MACFA	5	1to1	1to1	95.9116	96.124	100.0	100.0	1.0	0.4444444444444444	0.4444444444444444	1	1
ENSRNOG00000009448	OG_04031	HQ_02479	Papln	RATNO	5	1to1	1to1	ENSMFAG00000021512	HQ_02479	PAPLN	MACFA	5	1to1	1to1	67.8241	72.7649	100.0	0.0	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSRNOG00000001483	OG_15155	HQ_13224	Rcc1l	RATNO	5	1to1	1to1	ENSMFAG00000021544	HQ_13224	RCC1L	MACFA	5	1to1	1to1	86.3341	85.7759	100.0	0.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSRNOG00000012386	OG_12638	HQ_10900	Zbtb38	RATNO	5	1to1	1to1	ENSMFAG00000021549	HQ_10900	ZBTB38	MACFA	5	1to1	1to1	80.3824	80.9205	100.0	0.0	1.0	0.2222222222222222	0.2222222222222222	1	1
ENSRNOG00000058439	OG_03088	HQ_01524	Fam50a	RATNO	5	1to1	1to1	ENSMFAG00000021581	HQ_01524	FAM50A	MACFA	5	1to1	1to1	74.9263	51.7312	100.0	0.0	1.0	0.5	0.5	1	1
ENSRNOG00000065530	OG_00700	HQ_SNG_015280	Sult1c2	RATNO	5	multi_copy	singleton	ENSMFAG00000021588	HQ_00534	SULT1C2	MACFA	5	multi_copy	multi_copy	0.0	0.0	0.0	0.0	0.0	0.3	0.2727272727272727	1	1
ENSRNOG00000068175	OG_00700	HQ_00534	RGD1559960	RATNO	5	multi_copy	multi_copy	ENSMFAG00000021588	HQ_00534	SULT1C2	MACFA	5	multi_copy	multi_copy	0.0	0.0	0.0	0.0	0.0	0.25	0.23076923076923078	1	2
ENSRNOG00000042111	OG_00700	HQ_00534	Sult1c2a	RATNO	5	multi_copy	multi_copy	ENSMFAG00000021588	HQ_00534	SULT1C2	MACFA	5	multi_copy	multi_copy	0.0	0.0	0.0	0.0	0.0	0.1	0.08333333333333333	1	3
ENSRNOG00000067413	OG_00700	HQ_SNG_015873	ENSRNOG00000067413	RATNO	5	multi_copy	singleton	ENSMFAG00000021588	HQ_00534	SULT1C2	MACFA	5	multi_copy	multi_copy	82.2917	26.6892	0.0	0.0	0.0	0.08333333333333333	0.07142857142857142	1	4
ENSRNOG00000012972	OG_02398	HQ_00841	Alox5	RATNO	5	1to1	1to1	ENSMFAG00000021649	HQ_00841	ALOX5	MACFA	5	1to1	1to1	93.1751	73.8824	50.0	0.0	0.0	0.2222222222222222	0.2	1	1
ENSRNOG00000011332	OG_03744	HQ_02184	Clspn	RATNO	5	1to1	1to1	ENSMFAG00000021652	HQ_02184	CLSPN	MACFA	5	1to1	1to1	77.0342	75.5406	100.0	0.0	1.0	0.5714285714285714	0.5	1	1
ENSRNOG00000047258	OG_13358	HQ_15392	Prss55	RATNO	5	1to1	1to1	ENSMFAG00000021723	HQ_15392	PRSS55	MACFA	5	1to1	1to1	47.3214	36.0544	75.0	28.15	0.0	0.18181818181818182	0.08333333333333333	1	1
ENSRNOG00000006850	OG_06594	HQ_05032	Ovol2	RATNO	5	1to1	1to1	ENSMFAG00000021726	HQ_05032	OVOL2	MACFA	5	1to1	1to1	87.5912	87.5912	100.0	100.0	1.0	0.5555555555555556	0.5555555555555556	1	1
ENSRNOG00000010519	OG_08907	HQ_07309	Cyp39a1	RATNO	5	1to1	1to1	ENSMFAG00000021727	HQ_07309	CYP39A1	MACFA	5	1to1	1to1	68.1922	60.202	100.0	40.05	1.0	0.5	0.5	1	1
ENSRNOG00000010170	OG_13762	HQ_11946	Tubb4b	RATNO	5	1to1	1to1	ENSMFAG00000021762	HQ_11946	TUBB4B	MACFA	5	1to1	1to1	81.17	99.7753	100.0	0.0	1.0	0.6363636363636364	0.6363636363636364	1	1
ENSRNOG00000017146	OG_07072	HQ_05489	Nfatc1	RATNO	5	1to1	1to1	ENSMFAG00000021920	HQ_05489	NFATC1	MACFA	5	1to1	1to1	51.8637	76.9352	100.0	81.56	1.0	0.25	0.25	1	1
ENSRNOG00000015177	OG_03920	HQ_02361	Sun2	RATNO	5	1to1	1to1	ENSMFAG00000021939	HQ_02361	SUN2	MACFA	5	1to1	1to1	78.3858	72.8081	100.0	20.02	1.0	0.7142857142857143	0.5	1	1
ENSRNOG00000011290	OG_13308	HQ_11528	Tm2d3	RATNO	5	1to1	1to1	ENSMFAG00000021961	HQ_11528	TM2D3	MACFA	5	1to1	1to1	63.9847	56.8027	75.0	0.0	1.0	0.3	0.3	1	1
ENSRNOG00000026497	OG_07628	HQ_06044	Pigc	RATNO	5	1to1	1to1	ENSMFAG00000021978	HQ_06044	PIGC	MACFA	5	1to1	1to1	94.2761	94.2761	100.0	0.0	1.0	0.6	0.6	1	1
ENSRNOG00000011054	OG_10326	HQ_08666	Laptm5	RATNO	5	1to1	1to1	ENSMFAG00000022085	HQ_08666	LAPTM5	MACFA	5	1to1	1to1	80.8429	66.5615	100.0	96.71	1.0	0.5	0.5	1	1
ENSRNOG00000025581	OG_11034	HQ_09357	Vwa2	RATNO	5	1to1	1to1	ENSMFAG00000022092	HQ_09357	VWA2	MACFA	5	1to1	1to1	77.0202	78.105	100.0	37.22	1.0	0.5	0.5	1	1
ENSRNOG00000052023	OG_12970	HQ_11210	Zfp82	RATNO	5	1to1	1to1	ENSMFAG00000022094	HQ_11210	ZFP82	MACFA	5	1to1	1to1	84.7909	83.8346	25.0	0.0	0.0	0.3333333333333333	0.3333333333333333	1	1
ENSRNOG00000022999	OG_03148	HQ_01584	Ppp2r3a	RATNO	5	1to1	1to1	ENSMFAG00000022133	HQ_01584	PPP2R3A	MACFA	5	1to1	1to1	85.0435	85.0435	100.0	100.0	1.0	0.4	0.4	1	1
ENSRNOG00000017291	OG_08226	HQ_06635	Sord	RATNO	5	1to1	1to1	ENSMFAG00000022177	HQ_06635	SORD	MACFA	5	1to1	1to1	75.0649	80.9524	100.0	0.0	1.0	0.7777777777777778	0.7777777777777778	1	1
ENSRNOG00000024967	OG_00644	HQ_18733	Uqcrb	RATNO	5	multi_copy	1to1	ENSMFAG00000022204	HQ_SNG_001995		MACFA	5	multi_copy	singleton	57.6577	80.0	0.0	0.0	0.0	0.0625	0.0	2	1
ENSRNOG00000032204	OG_00644	HQ_SNG_012870	Uqcrb	RATNO	5	multi_copy	singleton	ENSMFAG00000022204	HQ_SNG_001995		MACFA	5	multi_copy	singleton	58.5586	81.25	0.0	0.0	0.0	0.058823529411764705	0.0	2	2
ENSRNOG00000038122	OG_00644	HQ_SNG_013162	AABR07018627.1	RATNO	5	multi_copy	singleton	ENSMFAG00000022204	HQ_SNG_001995		MACFA	5	multi_copy	singleton	51.4019	68.75	0.0	0.0	0.0	0.058823529411764705	0.0	2	3
ENSRNOG00000062544	OG_09522	HQ_07909	Adgrf1	RATNO	5	1to1	1to1	ENSMFAG00000022221	HQ_07909	ADGRF1	MACFA	5	1to1	1to1	69.3069	69.7674	100.0	0.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSRNOG00000025189	OG_11999	HQ_10283	Mettl18	RATNO	5	1to1	1to1	ENSMFAG00000022253	HQ_10283	METTL18	MACFA	5	1to1	1to1	71.2707	69.3548	100.0	0.0	1.0	1.0	1.0	1	1
ENSRNOG00000021400	OG_13605	HQ_11806	Magee2	RATNO	5	1to1	1to1	ENSMFAG00000022309	HQ_11806	MAGEE2	MACFA	5	1to1	1to1	83.7476	83.7476	0.0	0.0	0.0	0.25	0.25	1	1
ENSRNOG00000037884	OG_16262	HQ_14794	Oxgr1	RATNO	4	1to1	1to1	ENSMFAG00000022364	HQ_14794	OXGR1	MACFA	4	1to1	1to1	86.9436	86.9436	100.0	0.0	1.0	0.8333333333333334	0.3333333333333333	1	1
ENSRNOG00000063163	OG_14804	HQ_12906	Olr1643	RATNO	5	1to1	1to1	ENSMFAG00000022387	HQ_12906	OR4E2	MACFA	5	1to1	1to1	87.6623	86.262	100.0	0.0	1.0	0.36363636363636365	0.3333333333333333	1	1
ENSRNOG00000025300	OG_14737	HQ_12858	Fer1l6	RATNO	5	1to1	1to1	ENSMFAG00000022397	HQ_12858	FER1L6	MACFA	5	1to1	1to1	88.123	88.4043	100.0	0.0	1.0	0.4444444444444444	0.3	1	1
ENSRNOG00000057290	OG_08949	HQ_07353	Tmem168	RATNO	5	1to1	1to1	ENSMFAG00000022462	HQ_07353	TMEM168	MACFA	5	1to1	1to1	95.9828	95.9828	50.0	0.0	0.0	0.23076923076923078	0.23076923076923078	1	1
ENSRNOG00000013005	OG_05866	HQ_04328	Rpa2	RATNO	5	1to1	1to1	ENSMFAG00000022522	HQ_04328	RPA2	MACFA	5	1to1	1to1	87.4074	81.9444	100.0	0.0	1.0	1.0	1.0	1	1
ENSRNOG00000066376	OG_17265	HQ_SNG_015543	ENSRNOG00000066376	RATNO	3	multi_copy	singleton	ENSMFAG00000022559	HQ_SNG_001997		MACFA	3	multi_copy	singleton	48.2234	62.9139	0.0	0.0	0.0	0.08333333333333333	0.0	1	1
ENSRNOG00000021021	OG_06645	HQ_05083	Ffar2	RATNO	5	1to1	1to1	ENSMFAG00000022604	HQ_05083	FFAR2	MACFA	5	1to1	1to1	86.0606	86.0606	100.0	0.0	1.0	0.6666666666666666	0.5	1	1
ENSRNOG00000012535	OG_09523	HQ_07910	Adgrf4	RATNO	5	1to1	1to1	ENSMFAG00000022646	HQ_07910	ADGRF4	MACFA	5	1to1	1to1	66.9054	62.1838	100.0	49.18	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSRNOG00000049033	OG_10247	HQ_08591	Racgap1	RATNO	5	1to1	1to1	ENSMFAG00000022656	HQ_08591	RACGAP1	MACFA	5	1to1	1to1	83.4109	85.1266	100.0	0.0	1.0	0.625	0.625	1	1
ENSRNOG00000015865	OG_02624	HQ_01065	Ap2s1	RATNO	5	1to1	1to1	ENSMFAG00000022670	HQ_01065	AP2S1	MACFA	5	1to1	1to1	80.2395	55.8333	100.0	0.0	1.0	0.1	0.09090909090909091	1	1
ENSRNOG00000062912	OG_00283	HQ_00038	Krt33a	RATNO	5	multi_copy	multi_copy	ENSMFAG00000022725	HQ_00038	KRT33A	MACFA	5	multi_copy	multi_copy	85.4015	86.8812	100.0	0.0	1.0	0.5	0.3333333333333333	1	1
ENSRNOG00000068212	OG_00283	HQ_00038	Krt33b	RATNO	5	multi_copy	multi_copy	ENSMFAG00000022725	HQ_00038	KRT33A	MACFA	5	multi_copy	multi_copy	89.1089	89.1089	100.0	0.0	1.0	0.4	0.36363636363636365	1	2
ENSRNOG00000030344	OG_00283	HQ_00038	Krt31	RATNO	5	multi_copy	multi_copy	ENSMFAG00000022725	HQ_00038	KRT33A	MACFA	5	multi_copy	multi_copy	86.5385	89.1089	50.0	0.0	0.0	0.16666666666666666	0.15384615384615385	2	3
ENSRNOG00000008167	OG_10592	HQ_08916	Abhd6	RATNO	5	1to1	1to1	ENSMFAG00000022753	HQ_08916	ABHD6	MACFA	5	1to1	1to1	93.7685	93.7685	100.0	0.0	1.0	0.7142857142857143	0.7142857142857143	1	1
ENSRNOG00000014797	OG_07644	HQ_14195	Tmbim1	RATNO	5	1to1	1to1	ENSMFAG00000022782	HQ_14195	TMBIM1	MACFA	5	1to1	1to1	88.3495	87.7813	100.0	100.0	1.0	0.8	0.8	1	1
ENSRNOG00000001829	OG_01772	HQ_09913	Ube2v2	RATNO	5	multi_copy	1to1	ENSMFAG00000022828	HQ_SNG_002000		MACFA	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.09090909090909091	0.0	2	1
ENSRNOG00000050994	OG_03502	HQ_01940	Cttn	RATNO	5	1to1	1to1	ENSMFAG00000022887	HQ_01940	CTTN	MACFA	5	1to1	1to1	90.1257	91.2727	100.0	0.0	1.0	0.5	0.5	1	1
ENSRNOG00000054838	OG_13717	HQ_11906	Mcrs1	RATNO	5	1to1	1to1	ENSMFAG00000022915	HQ_11906	MCRS1	MACFA	5	1to1	1to1	98.0519	95.3684	100.0	0.99	1.0	0.5555555555555556	0.5555555555555556	1	1
ENSRNOG00000007905	OG_07556	HQ_05968	Itga7	RATNO	5	1to1	1to1	ENSMFAG00000022956	HQ_05968	ITGA7	MACFA	5	1to1	1to1	84.4404	78.5775	100.0	0.0	1.0	0.4	0.4	1	1
ENSRNOG00000003583	OG_08596	HQ_06998	Smyd2	RATNO	5	1to1	1to1	ENSMFAG00000022994	HQ_06998	SMYD2	MACFA	5	1to1	1to1	93.9954	93.7788	100.0	0.0	1.0	0.7142857142857143	0.7142857142857143	1	1
ENSRNOG00000006412	OG_10914	HQ_09237	Zhx1	RATNO	5	1to1	1to1	ENSMFAG00000023007	HQ_09237	ZHX1	MACFA	5	1to1	1to1	92.3253	92.3253	100.0	0.0	1.0	0.25	0.25	1	1
ENSRNOG00000042612	OG_15053	HQ_13132	Rnase12	RATNO	5	1to1	1to1	ENSMFAG00000023010	HQ_13132	RNASE12	MACFA	5	1to1	1to1	71.7241	43.5146	75.0	0.0	0.0	0.23076923076923078	0.14285714285714285	1	1
ENSRNOG00000014041	OG_09062	HQ_07460	Cep78	RATNO	5	1to1	1to1	ENSMFAG00000023050	HQ_07460	CEP78	MACFA	5	1to1	1to1	77.1863	75.2781	100.0	0.0	1.0	0.5	0.5	1	1
ENSRNOG00000054734	OG_15199	HQ_13269	Gm30191	RATNO	5	1to1	1to1	ENSMFAG00000023073	HQ_13269	C1orf232	MACFA	5	1to1	1to1	79.7872	83.3333	100.0	0.0	1.0	0.5	0.5	1	1
ENSRNOG00000062686	OG_13665	HQ_11856	Gcnt1	RATNO	5	1to1	1to1	ENSMFAG00000023079	HQ_11856	GCNT1	MACFA	5	1to1	1to1	84.3458	84.3458	100.0	0.0	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSRNOG00000056209	OG_12322	HQ_10590	Exo1	RATNO	5	1to1	1to1	ENSMFAG00000023098	HQ_10590	EXO1	MACFA	5	1to1	1to1	70.933	73.3004	100.0	0.0	1.0	0.4	0.4	1	1
ENSRNOG00000007062	OG_04006	HQ_02453	Rin3	RATNO	5	1to1	1to1	ENSMFAG00000023107	HQ_02453	RIN3	MACFA	5	1to1	1to1	68.3943	69.8858	100.0	27.81	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSRNOG00000064293	OG_13183	HQ_11409	Gdpgp1	RATNO	5	1to1	1to1	ENSMFAG00000023109	HQ_11409	GDPGP1	MACFA	5	1to1	1to1	80.2597	80.2597	75.0	100.0	1.0	0.375	0.375	1	1
ENSRNOG00000011619	OG_02948	HQ_01386	Myo9a	RATNO	5	1to1	1to1	ENSMFAG00000023157	HQ_01386	MYO9A	MACFA	5	1to1	1to1	89.0708	88.6993	100.0	15.88	1.0	0.375	0.375	1	1
