ensembl_id_HUMAN	ens_orthogroup_id	ens_hqorthogroup_id_HUMAN	gene_symbol_HUMAN	species_code_HUMAN	n_species_HUMAN	ens_orthogroup_status_HUMAN	ens_hqorthogroup_status_HUMAN	ensembl_id_MACFA	ens_hqorthogroup_id_MACFA	gene_symbol_MACFA	species_code_MACFA	n_species_MACFA	ens_orthogroup_status_MACFA	ens_hqorthogroup_status_MACFA	ens_identity	ens_homology_identity	ens_goc_score	ens_wga_coverage	ens_is_high_confidence	atlas_goc_score_pairwise	atlas_hq_goc_score_pairwise	ortholog_rank_HUMAN	ortholog_rank_MACFA
ENSG00000216921	OG_18872	HQ_18369	FAM240C	HUMAN	2	1to1	1to1	ENSMFAG00000030747	HQ_18369	FAM240C	MACFA	2	1to1	1to1	92.6316	92.6316	50.0	100.0	1.0	0.16666666666666666	0.16666666666666666	1	1
ENSG00000005175	OG_02211	HQ_00654	RPAP3	HUMAN	5	1to1	1to1	ENSMFAG00000030749	HQ_00654	RPAP3	MACFA	5	1to1	1to1	96.9925	96.9925	100.0	100.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSG00000203837	OG_17915	HQ_17003	PNLIPRP3	HUMAN	3	1to1	1to1	ENSMFAG00000030751	HQ_17003	PNLIPRP3	MACFA	3	1to1	1to1	95.2891	94.0803	100.0	100.0	1.0	0.5555555555555556	0.5555555555555556	1	1
ENSG00000184432	OG_13329	HQ_11547	COPB2	HUMAN	5	1to1	1to1	ENSMFAG00000030752	HQ_11547	COPB2	MACFA	5	1to1	1to1	99.5585	99.5585	100.0	100.0	1.0	0.5	0.5	1	1
ENSG00000029993	OG_00381	HQ_13376	HMGB3	HUMAN	5	multi_copy	1to1	ENSMFAG00000030754	HQ_SNG_002167		MACFA	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.07692307692307693	0.0	3	1
ENSG00000162728	OG_10380	HQ_14683	KCNJ9	HUMAN	5	1to1	1to1	ENSMFAG00000030757	HQ_SNG_002168		MACFA	5	1to1	singleton	40.458	50.4762	75.0	100.0	0.0	0.375	0.2222222222222222	1	1
ENSG00000121690	OG_06195	HQ_04644	DEPDC7	HUMAN	5	1to1	1to1	ENSMFAG00000030758	HQ_04644	DEPDC7	MACFA	5	1to1	1to1	93.5421	93.1774	100.0	100.0	1.0	0.5	0.5	1	1
ENSG00000133710	OG_07333	HQ_05745	SPINK5	HUMAN	5	1to1	1to1	ENSMFAG00000030759	HQ_05745	SPINK5	MACFA	5	1to1	1to1	94.2669	92.2723	100.0	100.0	1.0	0.375	0.375	1	1
ENSG00000143727	OG_01556	HQ_14365	ACP1	HUMAN	5	multi_copy	1to1	ENSMFAG00000030760	HQ_SNG_002169		MACFA	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.125	0.0	2	1
ENSG00000146215	OG_08902	HQ_07305	CRIP3	HUMAN	5	1to1	1to1	ENSMFAG00000030762	HQ_07305	CRIP3	MACFA	5	1to1	1to1	89.7059	86.3208	100.0	100.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSG00000017427	OG_02445	HQ_00886	IGF1	HUMAN	5	1to1	1to1	ENSMFAG00000030766	HQ_00886	IGF1	MACFA	5	1to1	1to1	89.5425	60.8889	100.0	100.0	1.0	0.4	0.4	1	1
ENSG00000177138	OG_00204	HQ_18011	FAM9B	HUMAN	4	multi_copy	1to1	ENSMFAG00000030768	HQ_18011	FAM9B	MACFA	4	multi_copy	1to1	93.5484	93.5484	100.0	100.0	1.0	0.2857142857142857	0.375	1	1
ENSG00000183304	OG_00204	HQ_18083	FAM9A	HUMAN	4	multi_copy	1to1	ENSMFAG00000030768	HQ_18011	FAM9B	MACFA	4	multi_copy	1to1	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.4	2	2
ENSG00000187268	OG_00204	HQ_18152	FAM9C	HUMAN	4	multi_copy	1to1	ENSMFAG00000030768	HQ_18011	FAM9B	MACFA	4	multi_copy	1to1	0.0	0.0	0.0	0.0	0.0	0.09090909090909091	0.0	3	3
ENSG00000181090	OG_12982	HQ_11220	EHMT1	HUMAN	5	1to1	1to1	ENSMFAG00000030770	HQ_11220	EHMT1	MACFA	5	1to1	1to1	96.9183	91.691	75.0	100.0	1.0	0.3333333333333333	0.14285714285714285	1	1
ENSG00000186086	OG_00065	HQ_00516	NBPF6	HUMAN	3	multi_copy	multi_copy	ENSMFAG00000030772	HQ_00516		MACFA	3	multi_copy	multi_copy	80.8777	83.9024	100.0	99.14	1.0	0.8	0.8	1	1
ENSG00000196427	OG_00065	HQ_00516	NBPF4	HUMAN	3	multi_copy	multi_copy	ENSMFAG00000030772	HQ_00516		MACFA	3	multi_copy	multi_copy	80.8777	83.9024	0.0	95.72	1.0	0.6	0.6	2	2
ENSG00000142794	OG_00065	HQ_SNG_000125	NBPF3	HUMAN	3	multi_copy	singleton	ENSMFAG00000030772	HQ_00516		MACFA	3	multi_copy	multi_copy	0.0	0.0	0.0	0.0	0.0	0.14285714285714285	0.0	5	3
ENSG00000263956	OG_00065	HQ_SNG_001126	NBPF11	HUMAN	3	multi_copy	singleton	ENSMFAG00000030772	HQ_00516		MACFA	3	multi_copy	multi_copy	0.0	0.0	0.0	0.0	0.0	0.14285714285714285	0.0	6	4
ENSG00000266338	OG_00065	HQ_SNG_001133	NBPF15	HUMAN	3	multi_copy	singleton	ENSMFAG00000030772	HQ_00516		MACFA	3	multi_copy	multi_copy	0.0	0.0	0.0	0.0	0.0	0.14285714285714285	0.0	5	5
ENSG00000269713	OG_00065	HQ_SNG_001183	NBPF9	HUMAN	3	multi_copy	singleton	ENSMFAG00000030772	HQ_00516		MACFA	3	multi_copy	multi_copy	0.0	0.0	0.0	0.0	0.0	0.14285714285714285	0.0	5	6
ENSG00000271425	OG_00065	HQ_SNG_001215	NBPF10	HUMAN	3	multi_copy	singleton	ENSMFAG00000030772	HQ_00516		MACFA	3	multi_copy	multi_copy	0.0	0.0	0.0	0.0	0.0	0.14285714285714285	0.0	6	7
ENSG00000273136	OG_00065	HQ_SNG_001233	NBPF26	HUMAN	3	multi_copy	singleton	ENSMFAG00000030772	HQ_00516		MACFA	3	multi_copy	multi_copy	0.0	0.0	0.0	0.0	0.0	0.14285714285714285	0.0	5	8
ENSG00000219481	OG_00065	HQ_SNG_000759	NBPF1	HUMAN	3	multi_copy	singleton	ENSMFAG00000030772	HQ_00516		MACFA	3	multi_copy	multi_copy	0.0	0.0	0.0	0.0	0.0	0.125	0.0	5	9
ENSG00000270231	OG_00065	HQ_SNG_001190	NBPF8	HUMAN	3	multi_copy	singleton	ENSMFAG00000030772	HQ_00516		MACFA	3	multi_copy	multi_copy	0.0	0.0	0.0	0.0	0.0	0.125	0.0	5	10
ENSG00000270629	OG_00065	HQ_SNG_001200	NBPF14	HUMAN	3	multi_copy	singleton	ENSMFAG00000030772	HQ_00516		MACFA	3	multi_copy	multi_copy	0.0	0.0	0.0	0.0	0.0	0.125	0.0	6	11
ENSG00000162825	OG_00065	HQ_SNG_000170	NBPF20	HUMAN	3	multi_copy	singleton	ENSMFAG00000030772	HQ_00516		MACFA	3	multi_copy	multi_copy	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	0.0	6	12
ENSG00000268043	OG_00065	HQ_SNG_001154	NBPF12	HUMAN	3	multi_copy	singleton	ENSMFAG00000030772	HQ_00516		MACFA	3	multi_copy	multi_copy	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	0.0	7	13
ENSG00000271383	OG_00065	HQ_SNG_001214	NBPF19	HUMAN	3	multi_copy	singleton	ENSMFAG00000030772	HQ_00516		MACFA	3	multi_copy	multi_copy	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	0.0	5	14
ENSG00000271254	OG_00065	HQ_SNG_001210		HUMAN	3	multi_copy	singleton	ENSMFAG00000030772	HQ_00516		MACFA	3	multi_copy	multi_copy	0.0	0.0	0.0	0.0	0.0	0.07692307692307693	0.0	5	15
ENSG00000065485	OG_02899	HQ_01335	PDIA5	HUMAN	5	1to1	1to1	ENSMFAG00000030776	HQ_01335	PDIA5	MACFA	5	1to1	1to1	94.4123	92.1053	100.0	100.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSG00000103415	OG_04359	HQ_02813	HMOX2	HUMAN	5	1to1	1to1	ENSMFAG00000030777	HQ_02813	HMOX2	MACFA	5	1to1	1to1	99.0506	99.0506	100.0	100.0	1.0	0.25	0.25	1	1
ENSG00000066777	OG_02943	HQ_01381	ARFGEF1	HUMAN	5	1to1	1to1	ENSMFAG00000030778	HQ_01381	ARFGEF1	MACFA	5	1to1	1to1	99.4592	99.4592	100.0	100.0	1.0	0.8333333333333334	0.8333333333333334	1	1
ENSG00000197380	OG_14101	HQ_15614	DACT3	HUMAN	5	1to1	1to1	ENSMFAG00000030779	HQ_SNG_002172		MACFA	5	1to1	singleton	26.868	93.8889	100.0	100.0	0.0	0.5714285714285714	0.1	1	1
ENSG00000186074	OG_00206	HQ_18125	CD300LF	HUMAN	5	multi_copy	1to1	ENSMFAG00000030780	HQ_18125	CD300LF	MACFA	5	multi_copy	1to1	86.2069	81.6993	100.0	100.0	1.0	0.4	0.4	1	1
ENSG00000177575	OG_12666	HQ_10924	CD163	HUMAN	5	1to1	1to1	ENSMFAG00000030782	HQ_10924	CD163	MACFA	5	1to1	1to1	95.8073	92.987	100.0	100.0	1.0	0.5	0.5	1	1
ENSG00000103121	OG_18504	HQ_17647	CMC2	HUMAN	2	1to1	1to1	ENSMFAG00000030783	HQ_17647	CMC2	MACFA	2	1to1	1to1	67.0886	57.6087	100.0	100.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSG00000079435	OG_03343	HQ_01781	LIPE	HUMAN	5	1to1	1to1	ENSMFAG00000030784	HQ_01781	LIPE	MACFA	5	1to1	1to1	89.684	91.556	100.0	100.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSG00000180336	OG_12913	HQ_11150	MEIOC	HUMAN	5	1to1	1to1	ENSMFAG00000030785	HQ_11150	MEIOC	MACFA	5	1to1	1to1	96.9538	96.6492	100.0	100.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSG00000247596	OG_02077	HQ_13060	TWF2	HUMAN	5	multi_copy	1to1	ENSMFAG00000030787	HQ_13060	TWF2	MACFA	5	multi_copy	1to1	97.7077	84.6154	100.0	100.0	1.0	0.2857142857142857	0.2857142857142857	1	1
ENSG00000165490	OG_10972	HQ_16600	DDIAS	HUMAN	5	1to1	1to1	ENSMFAG00000030789	HQ_16600	DDIAS	MACFA	5	1to1	1to1	92.8858	92.3307	100.0	100.0	1.0	0.2857142857142857	0.2857142857142857	1	1
ENSG00000198176	OG_02000	HQ_12380	TFDP1	HUMAN	5	multi_copy	1to1	ENSMFAG00000030790	HQ_SNG_002173		MACFA	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.09090909090909091	0.0	2	1
ENSG00000189013	OG_00163	HQ_18183	KIR2DL4	HUMAN	4	multi_copy	1to1	ENSMFAG00000030792	HQ_SNG_002174		MACFA	4	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2	1
ENSG00000125498	OG_00163	HQ_SNG_000068	KIR2DL1	HUMAN	4	multi_copy	singleton	ENSMFAG00000030792	HQ_SNG_002174		MACFA	4	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.5	0.0	1	2
ENSG00000167633	OG_00163	HQ_SNG_000197	KIR3DL1	HUMAN	4	multi_copy	singleton	ENSMFAG00000030792	HQ_SNG_002174		MACFA	4	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.5	0.0	2	3
ENSG00000221957	OG_00163	HQ_SNG_000770	KIR2DS4	HUMAN	4	multi_copy	singleton	ENSMFAG00000030792	HQ_SNG_002174		MACFA	4	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.5	0.0	2	4
ENSG00000240403	OG_00163	HQ_SNG_000899	KIR3DL2	HUMAN	4	multi_copy	singleton	ENSMFAG00000030792	HQ_SNG_002174		MACFA	4	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.5	0.0	2	5
ENSG00000242019	OG_00163	HQ_SNG_000916	KIR3DL3	HUMAN	4	multi_copy	singleton	ENSMFAG00000030792	HQ_SNG_002174		MACFA	4	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.5	0.0	1	6
ENSG00000243772	OG_00163	HQ_SNG_000932	KIR2DL3	HUMAN	4	multi_copy	singleton	ENSMFAG00000030792	HQ_SNG_002174		MACFA	4	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.5	0.0	1	7
ENSG00000070501	OG_03050	HQ_01484	POLB	HUMAN	5	1to1	1to1	ENSMFAG00000030793	HQ_01484	POLB	MACFA	5	1to1	1to1	99.403	90.0	100.0	100.0	1.0	0.6	0.6	1	1
ENSG00000138496	OG_08017	HQ_06430	PARP9	HUMAN	5	1to1	1to1	ENSMFAG00000030796	HQ_06430	PARP9	MACFA	5	1to1	1to1	90.3541	90.4645	75.0	100.0	1.0	0.5	0.5	1	1
ENSG00000186191	OG_13551	HQ_11754	BPIFB4	HUMAN	5	1to1	1to1	ENSMFAG00000030797	HQ_11754	BPIFB4	MACFA	5	1to1	1to1	92.0195	79.5775	100.0	100.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSG00000151366	OG_09321	HQ_07718	NDUFC2	HUMAN	5	1to1	1to1	ENSMFAG00000030802	HQ_07718	NDUFC2	MACFA	5	1to1	1to1	74.7899	60.1351	100.0	100.0	1.0	0.6	0.6	1	1
ENSG00000204174	OG_02021	HQ_00541	NPY4R	HUMAN	5	multi_copy	multi_copy	ENSMFAG00000030803	HQ_00541		MACFA	5	multi_copy	multi_copy	95.4667	95.4667	100.0	100.0	1.0	0.8	0.8	1	1
ENSG00000264717	OG_02021	HQ_00541	NPY4R2	HUMAN	5	multi_copy	multi_copy	ENSMFAG00000030803	HQ_00541		MACFA	5	multi_copy	multi_copy	95.7333	95.7333	50.0	100.0	1.0	0.25	0.25	1	2
ENSG00000123545	OG_06362	HQ_04806	NDUFAF4	HUMAN	5	1to1	1to1	ENSMFAG00000030804	HQ_04806	NDUFAF4	MACFA	5	1to1	1to1	89.1429	89.1429	100.0	100.0	1.0	0.8333333333333334	0.8333333333333334	1	1
ENSG00000102879	OG_04281	HQ_02733	CORO1A	HUMAN	5	1to1	1to1	ENSMFAG00000030805	HQ_02733	CORO1A	MACFA	5	1to1	1to1	98.9154	98.9154	75.0	100.0	1.0	0.2857142857142857	0.2857142857142857	1	1
ENSG00000116604	OG_05737	HQ_04197	MEF2D	HUMAN	5	1to1	1to1	ENSMFAG00000030808	HQ_04197	MEF2D	MACFA	5	1to1	1to1	99.6161	99.6161	100.0	100.0	1.0	0.5	0.5	1	1
ENSG00000109445	OG_05012	HQ_03464	ZNF330	HUMAN	5	1to1	1to1	ENSMFAG00000030809	HQ_03464	ZNF330	MACFA	5	1to1	1to1	99.0625	99.0625	100.0	100.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSG00000172466	OG_12084	HQ_10370	ZNF24	HUMAN	5	1to1	1to1	ENSMFAG00000030811	HQ_10370	ZNF24	MACFA	5	1to1	1to1	99.1848	99.1848	100.0	100.0	1.0	0.125	0.125	1	1
ENSG00000120907	OG_06139	HQ_04592	ADRA1A	HUMAN	5	1to1	1to1	ENSMFAG00000030813	HQ_04592	ADRA1A	MACFA	5	1to1	1to1	98.4979	98.4979	100.0	100.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSG00000162687	OG_10368	HQ_08703	KCNT2	HUMAN	5	1to1	1to1	ENSMFAG00000030817	HQ_08703	KCNT2	MACFA	5	1to1	1to1	99.6476	99.6476	100.0	100.0	1.0	0.5	0.5	1	1
ENSG00000113163	OG_05395	HQ_03846	CERT1	HUMAN	5	1to1	1to1	ENSMFAG00000030820	HQ_03846	CERT1	MACFA	5	1to1	1to1	99.5192	82.5798	100.0	100.0	1.0	1.0	1.0	1	1
ENSG00000030304	OG_02533	HQ_00971	MUSK	HUMAN	5	1to1	1to1	ENSMFAG00000030822	HQ_00971	MUSK	MACFA	5	1to1	1to1	99.3095	99.3095	100.0	100.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSG00000120306	OG_15679	HQ_13904	CYSTM1	HUMAN	4	1to1	1to1	ENSMFAG00000030823	HQ_13904	CYSTM1	MACFA	4	1to1	1to1	98.9691	98.9691	100.0	100.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSG00000134363	OG_07416	HQ_05830	FST	HUMAN	5	1to1	1to1	ENSMFAG00000030825	HQ_05830	FST	MACFA	5	1to1	1to1	99.1279	99.1279	100.0	100.0	1.0	0.6	0.6	1	1
ENSG00000105649	OG_04608	HQ_03050	RAB3A	HUMAN	5	1to1	1to1	ENSMFAG00000030826	HQ_03050	RAB3A	MACFA	5	1to1	1to1	97.7273	77.3381	100.0	100.0	1.0	0.5	0.5	1	1
ENSG00000171150	OG_11909	HQ_10196	SOCS5	HUMAN	5	1to1	1to1	ENSMFAG00000030827	HQ_10196	SOCS5	MACFA	5	1to1	1to1	99.6269	99.6269	100.0	100.0	1.0	0.6666666666666666	0.42857142857142855	1	1
ENSG00000110318	OG_05090	HQ_03546	CEP126	HUMAN	5	1to1	1to1	ENSMFAG00000030828	HQ_03546	CEP126	MACFA	5	1to1	1to1	93.9123	93.9964	100.0	100.0	1.0	0.6	0.6	1	1
ENSG00000106153	OG_00460	HQ_03144	CHCHD2	HUMAN	5	multi_copy	1to1	ENSMFAG00000030830	HQ_SNG_002178		MACFA	5	multi_copy	singleton	90.7285	97.8571	0.0	0.0	0.0	0.09090909090909091	0.0	2	1
ENSG00000116030	OG_00462	HQ_13840	SUMO1	HUMAN	5	multi_copy	1to1	ENSMFAG00000030831	HQ_13840		MACFA	5	multi_copy	1to1	100.0	69.1781	100.0	100.0	1.0	0.5	0.5	1	1
ENSG00000162814	OG_10402	HQ_08731	SPATA17	HUMAN	5	1to1	1to1	ENSMFAG00000030832	HQ_08731	SPATA17	MACFA	5	1to1	1to1	97.2299	97.2299	100.0	100.0	1.0	0.8333333333333334	0.8333333333333334	1	1
ENSG00000133103	OG_07288	HQ_05700	COG6	HUMAN	5	1to1	1to1	ENSMFAG00000030834	HQ_05700	COG6	MACFA	5	1to1	1to1	98.4779	93.7681	100.0	100.0	1.0	0.2	0.2	1	1
ENSG00000161277	OG_17646	HQ_16558	THAP8	HUMAN	3	1to1	1to1	ENSMFAG00000030838	HQ_16558	THAP8	MACFA	3	1to1	1to1	90.8759	90.8759	100.0	100.0	1.0	0.3333333333333333	0.18181818181818182	1	1
ENSG00000112149	OG_05284	HQ_03739	CD83	HUMAN	5	1to1	1to1	ENSMFAG00000030839	HQ_03739	CD83	MACFA	5	1to1	1to1	97.0732	96.1353	100.0	100.0	1.0	0.2222222222222222	0.2222222222222222	1	1
ENSG00000142621	OG_08474	HQ_14343	FHAD1	HUMAN	5	1to1	1to1	ENSMFAG00000030840	HQ_SNG_002179		MACFA	5	1to1	singleton	39.5538	89.0411	75.0	100.0	0.0	0.375	0.2222222222222222	1	1
ENSG00000106399	OG_00796	HQ_00324	RPA3	HUMAN	5	multi_copy	multi_copy	ENSMFAG00000030842	HQ_00324		MACFA	5	multi_copy	multi_copy	90.9091	93.2203	0.0	100.0	1.0	0.14285714285714285	0.14285714285714285	2	1
ENSG00000180543	OG_12935	HQ_11170	TSPYL5	HUMAN	5	1to1	1to1	ENSMFAG00000030843	HQ_11170	TSPYL5	MACFA	5	1to1	1to1	62.8297	91.9298	100.0	100.0	1.0	0.2857142857142857	0.2857142857142857	1	1
ENSG00000165370	OG_10950	HQ_09269	GPR101	HUMAN	5	1to1	1to1	ENSMFAG00000030844	HQ_09269	GPR101	MACFA	5	1to1	1to1	95.6693	95.2941	100.0	100.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSG00000104320	OG_04425	HQ_02880	NBN	HUMAN	5	1to1	1to1	ENSMFAG00000030845	HQ_02880	NBN	MACFA	5	1to1	1to1	95.0928	92.3969	100.0	100.0	1.0	0.4	0.4	1	1
ENSG00000185869	OG_17830	HQ_16881	ZNF829	HUMAN	3	1to1	1to1	ENSMFAG00000030846	HQ_16881	ZNF829	MACFA	3	1to1	1to1	94.9074	79.7665	100.0	100.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSG00000134668	OG_07451	HQ_16421	SPOCD1	HUMAN	5	1to1	1to1	ENSMFAG00000030849	HQ_16421	SPOCD1	MACFA	5	1to1	1to1	90.7895	91.0891	100.0	100.0	1.0	0.5	0.5	1	1
ENSG00000102144	OG_00586	HQ_02673	PGK1	HUMAN	5	multi_copy	1to1	ENSMFAG00000030850	HQ_SNG_002180		MACFA	5	multi_copy	singleton	97.3621	97.3621	0.0	0.0	0.0	0.07692307692307693	0.0	2	1
ENSG00000110066	OG_05074	HQ_03531	KMT5B	HUMAN	5	1to1	1to1	ENSMFAG00000030851	HQ_03531	KMT5B	MACFA	5	1to1	1to1	99.209	99.209	100.0	100.0	1.0	0.25	0.25	1	1
ENSG00000111328	OG_00810	HQ_13771	CDK2AP1	HUMAN	5	multi_copy	1to1	ENSMFAG00000030853	HQ_13771	CDK2AP1	MACFA	5	multi_copy	1to1	85.2174	74.2424	100.0	100.0	1.0	0.5	0.5	1	1
ENSG00000135407	OG_07553	HQ_05965	AVIL	HUMAN	5	1to1	1to1	ENSMFAG00000030854	HQ_05965	AVIL	MACFA	5	1to1	1to1	97.1917	97.1917	100.0	100.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSG00000140992	OG_08321	HQ_06735	PDPK1	HUMAN	5	1to1	1to1	ENSMFAG00000030857	HQ_06735	PDPK1	MACFA	5	1to1	1to1	89.0288	83.1933	100.0	98.89	1.0	0.6	0.6	1	1
ENSG00000118705	OG_05932	HQ_04390	RPN2	HUMAN	5	1to1	1to1	ENSMFAG00000030858	HQ_04390	RPN2	MACFA	5	1to1	1to1	99.2076	96.7542	100.0	100.0	1.0	0.5	0.5	1	1
ENSG00000174948	OG_12383	HQ_10655	GPR149	HUMAN	5	1to1	1to1	ENSMFAG00000030860	HQ_10655	GPR149	MACFA	5	1to1	1to1	96.1696	96.1696	100.0	100.0	1.0	0.5	0.5	1	1
ENSG00000168830	OG_17695	HQ_16644	HTR1E	HUMAN	3	1to1	1to1	ENSMFAG00000030866	HQ_16644	HTR1E	MACFA	3	1to1	1to1	98.6301	98.6301	100.0	100.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSG00000113300	OG_05407	HQ_03858	CNOT6	HUMAN	5	1to1	1to1	ENSMFAG00000030867	HQ_03858	CNOT6	MACFA	5	1to1	1to1	99.6409	99.6409	100.0	100.0	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSG00000164076	OG_10683	HQ_09007	CAMKV	HUMAN	5	1to1	1to1	ENSMFAG00000030868	HQ_09007	CAMKV	MACFA	5	1to1	1to1	98.8024	98.8024	100.0	100.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSG00000100938	OG_04049	HQ_02501	GMPR2	HUMAN	5	1to1	1to1	ENSMFAG00000030869	HQ_02501	GMPR2	MACFA	5	1to1	1to1	96.5517	95.7265	100.0	100.0	1.0	1.0	1.0	1	1
ENSG00000105778	OG_04639	HQ_03079	AVL9	HUMAN	5	1to1	1to1	ENSMFAG00000030881	HQ_03079	AVL9	MACFA	5	1to1	1to1	98.7654	98.7654	100.0	100.0	1.0	0.2222222222222222	0.2222222222222222	1	1
ENSG00000174946	OG_12382	HQ_10654	GPR171	HUMAN	5	1to1	1to1	ENSMFAG00000030882	HQ_10654	GPR171	MACFA	5	1to1	1to1	99.373	99.373	100.0	100.0	1.0	0.7142857142857143	0.7142857142857143	1	1
ENSG00000004660	OG_02191	HQ_00634	CAMKK1	HUMAN	5	1to1	1to1	ENSMFAG00000030883	HQ_00634	CAMKK1	MACFA	5	1to1	1to1	79.604	75.1402	100.0	100.0	1.0	0.8	0.8	1	1
ENSG00000163644	OG_10580	HQ_08905	PPM1K	HUMAN	5	1to1	1to1	ENSMFAG00000030885	HQ_08905	PPM1K	MACFA	5	1to1	1to1	99.1936	99.1936	100.0	100.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSG00000130227	OG_06943	HQ_05370	XPO7	HUMAN	5	1to1	1to1	ENSMFAG00000030886	HQ_05370	XPO7	MACFA	5	1to1	1to1	99.54	99.4485	100.0	100.0	1.0	0.4	0.4	1	1
ENSG00000181690	OG_13020	HQ_11254	PLAG1	HUMAN	5	1to1	1to1	ENSMFAG00000030888	HQ_11254	PLAG1	MACFA	5	1to1	1to1	99.8	99.8	100.0	100.0	1.0	0.6666666666666666	0.42857142857142855	1	1
ENSG00000151364	OG_01610	HQ_07716	KCTD14	HUMAN	5	multi_copy	1to1	ENSMFAG00000030889	HQ_07716	KCTD14	MACFA	5	multi_copy	1to1	97.6471	97.6471	75.0	100.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSG00000183434	OG_18716	HQ_18084	TFDP3	HUMAN	2	1to1	1to1	ENSMFAG00000030891	HQ_18084	TFDP3	MACFA	2	1to1	1to1	86.9136	86.6995	100.0	100.0	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSG00000143578	OG_08610	HQ_07014	CREB3L4	HUMAN	5	1to1	1to1	ENSMFAG00000030893	HQ_07014	CREB3L4	MACFA	5	1to1	1to1	95.6962	92.1951	100.0	100.0	1.0	0.5	0.5	1	1
ENSG00000103647	OG_04384	HQ_02836	CORO2B	HUMAN	5	1to1	1to1	ENSMFAG00000030894	HQ_02836	CORO2B	MACFA	5	1to1	1to1	98.5417	98.1328	100.0	100.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSG00000154864	OG_09646	HQ_08031	PIEZO2	HUMAN	5	1to1	1to1	ENSMFAG00000030895	HQ_08031	PIEZO2	MACFA	5	1to1	1to1	95.6719	98.6681	50.0	100.0	1.0	0.25	0.25	1	1
ENSG00000119041	OG_05951	HQ_04409	GTF3C3	HUMAN	5	1to1	1to1	ENSMFAG00000030899	HQ_04409	GTF3C3	MACFA	5	1to1	1to1	98.6456	98.8688	100.0	100.0	1.0	0.75	0.75	1	1
ENSG00000182612	OG_13117	HQ_11345	TSPAN10	HUMAN	5	1to1	1to1	ENSMFAG00000030900	HQ_11345	TSPAN10	MACFA	5	1to1	1to1	87.0423	57.9737	100.0	100.0	1.0	0.6666666666666666	0.42857142857142855	1	1
ENSG00000169738	OG_16348	HQ_14930	DCXR	HUMAN	4	1to1	1to1	ENSMFAG00000030901	HQ_14930	DCXR	MACFA	4	1to1	1to1	94.6721	92.4	100.0	100.0	1.0	0.5	0.5	1	1
ENSG00000166920	OG_11248	HQ_16611	C15orf48	HUMAN	5	1to1	1to1	ENSMFAG00000030902	HQ_SNG_002183		MACFA	5	1to1	singleton	73.494	46.2121	100.0	100.0	0.0	0.8	0.5	1	1
ENSG00000112237	OG_05296	HQ_03748	CCNC	HUMAN	5	1to1	1to1	ENSMFAG00000030903	HQ_03748	CCNC	MACFA	5	1to1	1to1	93.6396	93.9716	100.0	100.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSG00000081800	OG_03406	HQ_01844	SLC13A1	HUMAN	5	1to1	1to1	ENSMFAG00000030904	HQ_01844	SLC13A1	MACFA	5	1to1	1to1	90.084	85.4864	100.0	100.0	1.0	1.0	0.6666666666666666	1	1
ENSG00000159339	OG_10044	HQ_08414	PADI4	HUMAN	5	1to1	1to1	ENSMFAG00000030906	HQ_08414	PADI4	MACFA	5	1to1	1to1	90.9502	87.1387	100.0	100.0	1.0	0.75	0.75	1	1
