ensembl_id_HUMAN	ens_orthogroup_id	ens_hqorthogroup_id_HUMAN	gene_symbol_HUMAN	species_code_HUMAN	n_species_HUMAN	ens_orthogroup_status_HUMAN	ens_hqorthogroup_status_HUMAN	ensembl_id_MOUSE	ens_hqorthogroup_id_MOUSE	gene_symbol_MOUSE	species_code_MOUSE	n_species_MOUSE	ens_orthogroup_status_MOUSE	ens_hqorthogroup_status_MOUSE	ens_identity	ens_homology_identity	ens_goc_score	ens_wga_coverage	ens_is_high_confidence	atlas_goc_score_pairwise	atlas_hq_goc_score_pairwise	ortholog_rank_HUMAN	ortholog_rank_MOUSE
ENSG00000073417	OG_03142	HQ_01576	PDE8A	HUMAN	5	1to1	1to1	ENSMUSG00000025584	HQ_01576	Pde8a	MOUSE	5	1to1	1to1	79.2521	79.8299	50.0	100.0	1.0	0.1111111111111111	0.1111111111111111	1	1
ENSG00000214575	OG_17036	HQ_15823	CPEB1	HUMAN	4	1to1	1to1	ENSMUSG00000025586	HQ_15823	Cpeb1	MOUSE	4	1to1	1to1	90.3061	94.484	50.0	98.22	1.0	0.2857142857142857	0.2857142857142857	1	1
ENSG00000156006	OG_00338	HQ_00093	NAT2	HUMAN	5	multi_copy	multi_copy	ENSMUSG00000025588	HQ_SNG_008049	Nat1	MOUSE	5	multi_copy	singleton	71.7241	70.9898	50.0	4.28	0.0	0.5	0.4	3	1
ENSG00000171428	OG_00338	HQ_00093	NAT1	HUMAN	5	multi_copy	multi_copy	ENSMUSG00000025588	HQ_SNG_008049	Nat1	MOUSE	5	multi_copy	singleton	74.8276	74.0614	50.0	2.9	0.0	0.4	0.3333333333333333	3	2
ENSG00000198498	OG_01028	HQ_15657	TMA16	HUMAN	5	multi_copy	1to1	ENSMUSG00000025591	HQ_15657	Tma16	MOUSE	5	multi_copy	1to1	76.8473	70.5882	100.0	99.63	1.0	0.75	0.75	1	1
ENSG00000126733	OG_06668	HQ_14003	DACH2	HUMAN	5	1to1	1to1	ENSMUSG00000025592	HQ_14003	Dach2	MOUSE	5	1to1	1to1	88.1703	93.3222	100.0	100.0	1.0	0.4	0.4	1	1
ENSG00000102271	OG_04238	HQ_02688	KLHL4	HUMAN	5	1to1	1to1	ENSMUSG00000025597	HQ_02688	Klhl4	MOUSE	5	1to1	1to1	87.7266	87.6045	100.0	100.0	1.0	0.5	0.25	1	1
ENSG00000166261	OG_11120	HQ_09438	ZNF202	HUMAN	5	1to1	1to1	ENSMUSG00000025602	HQ_09438	Zfp202	MOUSE	5	1to1	1to1	78.7037	79.5632	100.0	100.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSG00000158623	OG_09974	HQ_08346	COPG2	HUMAN	5	1to1	1to1	ENSMUSG00000025607	HQ_08346	Copg2	MOUSE	5	1to1	1to1	97.589	97.589	100.0	100.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSG00000128567	OG_06805	HQ_SNG_000086	PODXL	HUMAN	5	1to1	singleton	ENSMUSG00000025608	HQ_SNG_008050	Podxl	MOUSE	5	1to1	singleton	38.8889	43.1412	100.0	99.74	0.0	0.5	0.3333333333333333	1	1
ENSG00000128585	OG_06809	HQ_05237	MKLN1	HUMAN	5	1to1	1to1	ENSMUSG00000025609	HQ_05237	Mkln1	MOUSE	5	1to1	1to1	99.1837	99.1837	100.0	100.0	1.0	0.375	0.2222222222222222	1	1
ENSG00000156273	OG_09757	HQ_08135	BACH1	HUMAN	5	1to1	1to1	ENSMUSG00000025612	HQ_08135	Bach1	MOUSE	5	1to1	1to1	80.5707	80.2436	100.0	100.0	1.0	0.5	0.5	1	1
ENSG00000156261	OG_09756	HQ_08134	CCT8	HUMAN	5	1to1	1to1	ENSMUSG00000025613	HQ_08134	Cct8	MOUSE	5	1to1	1to1	96.7153	96.7153	100.0	100.0	1.0	0.16666666666666666	0.16666666666666666	1	1
ENSG00000156256	OG_09755	HQ_08133	USP16	HUMAN	5	1to1	1to1	ENSMUSG00000025616	HQ_08133	Usp16	MOUSE	5	1to1	1to1	82.503	82.303	100.0	100.0	1.0	1.0	1.0	1	1
ENSG00000156531	OG_09779	HQ_08158	PHF6	HUMAN	5	1to1	1to1	ENSMUSG00000025626	HQ_08158	Phf6	MOUSE	5	1to1	1to1	97.5275	97.2603	100.0	100.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSG00000165704	OG_11014	HQ_09336	HPRT1	HUMAN	5	1to1	1to1	ENSMUSG00000025630	HQ_09336	Hprt	MOUSE	5	1to1	1to1	95.8716	95.8716	100.0	100.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSG00000164051	OG_10672	HQ_08997	CCDC51	HUMAN	5	1to1	1to1	ENSMUSG00000025645	HQ_08997	Ccdc51	MOUSE	5	1to1	1to1	56.691	57.3892	100.0	100.0	1.0	0.6	0.6	1	1
ENSG00000164053	OG_10673	HQ_08998	ATRIP	HUMAN	5	1to1	1to1	ENSMUSG00000025646	HQ_08998	Atrip	MOUSE	5	1to1	1to1	74.0834	74.6497	100.0	100.0	1.0	0.4	0.4	1	1
ENSG00000164054	OG_10674	HQ_14740	SHISA5	HUMAN	5	1to1	1to1	ENSMUSG00000025647	HQ_14740	Shisa5	MOUSE	5	1to1	1to1	65.0	66.1017	75.0	100.0	1.0	0.25	0.25	1	1
ENSG00000114268	OG_05487	HQ_03940	PFKFB4	HUMAN	5	1to1	1to1	ENSMUSG00000025648	HQ_03940	Pfkfb4	MOUSE	5	1to1	1to1	97.4414	97.4414	100.0	100.0	1.0	0.4	0.4	1	1
ENSG00000010256	OG_02340	HQ_00785	UQCRC1	HUMAN	5	1to1	1to1	ENSMUSG00000025651	HQ_00785	Uqcrc1	MOUSE	5	1to1	1to1	88.75	88.75	100.0	100.0	1.0	0.2857142857142857	0.2857142857142857	1	1
ENSG00000183396	OG_13200	HQ_11427	TMEM89	HUMAN	5	1to1	1to1	ENSMUSG00000025652	HQ_11427	Tmem89	MOUSE	5	1to1	1to1	57.2327	53.8462	100.0	100.0	1.0	0.75	0.75	1	1
ENSG00000131089	OG_07057	HQ_14100	ARHGEF9	HUMAN	5	1to1	1to1	ENSMUSG00000025656	HQ_14100	Arhgef9	MOUSE	5	1to1	1to1	92.1429	98.6616	50.0	100.0	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSG00000149970	OG_09231	HQ_07626	CNKSR2	HUMAN	5	1to1	1to1	ENSMUSG00000025658	HQ_07626	Cnksr2	MOUSE	5	1to1	1to1	98.7403	98.5493	100.0	100.0	1.0	0.6	0.6	1	1
ENSG00000072133	OG_03099	HQ_01535	RPS6KA6	HUMAN	5	1to1	1to1	ENSMUSG00000025665	HQ_01535	Rps6ka6	MOUSE	5	1to1	1to1	76.0465	87.7852	100.0	100.0	1.0	0.25	0.25	1	1
ENSG00000147027	OG_08970	HQ_07373	TMEM47	HUMAN	5	1to1	1to1	ENSMUSG00000025666	HQ_07373	Tmem47	MOUSE	5	1to1	1to1	98.895	98.895	100.0	100.0	1.0	0.375	0.2222222222222222	1	1
ENSG00000012779	OG_02398	HQ_00841	ALOX5	HUMAN	5	1to1	1to1	ENSMUSG00000025701	HQ_00841	Alox5	MOUSE	5	1to1	1to1	93.4718	93.4718	100.0	100.0	1.0	0.5	0.5	1	1
ENSG00000165406	OG_10956	HQ_09275	MARCHF8	HUMAN	5	1to1	1to1	ENSMUSG00000025702	HQ_09275	Marchf8	MOUSE	5	1to1	1to1	82.0423	81.3264	75.0	100.0	1.0	0.5	0.5	1	1
ENSG00000095777	OG_15448	HQ_13538	MYO3A	HUMAN	4	1to1	1to1	ENSMUSG00000025716	HQ_13538	Myo3a	MOUSE	4	1to1	1to1	80.8168	80.5676	100.0	99.95	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSG00000177082	OG_12609	HQ_10872	WDR73	HUMAN	5	1to1	1to1	ENSMUSG00000025722	HQ_10872	Wdr73	MOUSE	5	1to1	1to1	78.0423	79.5148	50.0	100.0	1.0	1.0	1.0	1	1
ENSG00000197696	OG_16891	HQ_15630	NMB	HUMAN	4	1to1	1to1	ENSMUSG00000025723	HQ_15630	Nmb	MOUSE	4	1to1	1to1	66.1157	61.0687	100.0	100.0	1.0	0.6	0.6	1	1
ENSG00000140612	OG_08284	HQ_06697	SEC11A	HUMAN	5	1to1	1to1	ENSMUSG00000025724	HQ_06697	Sec11a	MOUSE	5	1to1	1to1	93.8548	68.0162	100.0	86.55	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSG00000156222	OG_16117	HQ_14558	SLC28A1	HUMAN	4	1to1	1to1	ENSMUSG00000025726	HQ_14558	Slc28a1	MOUSE	4	1to1	1to1	83.8213	83.9506	75.0	100.0	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSG00000161992	OG_10267	HQ_08610	PRR35	HUMAN	5	1to1	1to1	ENSMUSG00000025727	HQ_08610	A930017K11Rik	MOUSE	5	1to1	1to1	67.6007	67.6007	75.0	100.0	1.0	1.0	1.0	1	1
ENSG00000007541	OG_02290	HQ_00734	PIGQ	HUMAN	5	1to1	1to1	ENSMUSG00000025728	HQ_00734	Pigq	MOUSE	5	1to1	1to1	82.4441	74.727	100.0	100.0	1.0	0.2	0.2	1	1
ENSG00000197562	OG_14124	HQ_12284	RAB40C	HUMAN	5	1to1	1to1	ENSMUSG00000025730	HQ_12284	Rab40c	MOUSE	5	1to1	1to1	98.2206	98.2206	75.0	100.0	1.0	0.25	0.25	1	1
ENSG00000130731	OG_07011	HQ_05433	METTL26	HUMAN	5	1to1	1to1	ENSMUSG00000025731	HQ_05433	Mettl26	MOUSE	5	1to1	1to1	86.2745	86.2745	100.0	100.0	1.0	0.4	0.4	1	1
ENSG00000172366	OG_12071	HQ_10356	MCRIP2	HUMAN	5	1to1	1to1	ENSMUSG00000025732	HQ_10356	Mcrip2	MOUSE	5	1to1	1to1	82.5	82.5	100.0	100.0	1.0	0.75	0.75	1	1
ENSG00000140983	OG_08318	HQ_06731	RHOT2	HUMAN	5	1to1	1to1	ENSMUSG00000025733	HQ_06731	Rhot2	MOUSE	5	1to1	1to1	85.1133	84.8387	100.0	100.0	1.0	0.4	0.4	1	1
ENSG00000103269	OG_04346	HQ_02798	RHBDL1	HUMAN	5	1to1	1to1	ENSMUSG00000025735	HQ_02798	Rhbdl1	MOUSE	5	1to1	1to1	97.5871	97.5871	100.0	100.0	1.0	0.75	0.75	1	1
ENSG00000161999	OG_10269	HQ_08611	JMJD8	HUMAN	5	1to1	1to1	ENSMUSG00000025736	HQ_08611	Jmjd8	MOUSE	5	1to1	1to1	81.4394	79.3358	100.0	100.0	1.0	0.8	0.8	1	1
ENSG00000127580	OG_06738	HQ_05171	WDR24	HUMAN	5	1to1	1to1	ENSMUSG00000025737	HQ_05171	Wdr24	MOUSE	5	1to1	1to1	95.3165	95.3165	100.0	100.0	1.0	0.8	0.8	1	1
ENSG00000127585	OG_06739	HQ_05172	FBXL16	HUMAN	5	1to1	1to1	ENSMUSG00000025738	HQ_05172	Fbxl16	MOUSE	5	1to1	1to1	96.4509	96.4509	100.0	100.0	1.0	0.6	0.6	1	1
ENSG00000127588	OG_06741	HQ_14018	GNG13	HUMAN	5	1to1	1to1	ENSMUSG00000025739	HQ_14018	Gng13	MOUSE	5	1to1	1to1	95.5224	95.5224	100.0	100.0	1.0	1.0	1.0	1	1
ENSG00000101911	OG_04193	HQ_02641	PRPS2	HUMAN	5	1to1	1to1	ENSMUSG00000025742	HQ_02641	Prps2	MOUSE	5	1to1	1to1	98.7421	98.7421	100.0	100.0	1.0	0.6	0.6	1	1
ENSG00000162512	OG_10327	HQ_08667	SDC3	HUMAN	5	1to1	1to1	ENSMUSG00000025743	HQ_08667	Sdc3	MOUSE	5	1to1	1to1	80.9955	80.9955	100.0	100.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSG00000084754	OG_03481	HQ_01920	HADHA	HUMAN	5	1to1	1to1	ENSMUSG00000025745	HQ_01920	Hadha	MOUSE	5	1to1	1to1	86.5007	86.5007	50.0	100.0	1.0	0.4	0.4	1	1
ENSG00000136244	OG_07699	HQ_16429	IL6	HUMAN	5	1to1	1to1	ENSMUSG00000025746	HQ_SNG_008052	Il6	MOUSE	5	1to1	singleton	34.9057	35.0711	0.0	100.0	0.0	0.2	0.0	1	1
ENSG00000176890	OG_12578	HQ_10845	TYMS	HUMAN	5	1to1	1to1	ENSMUSG00000025747	HQ_10845	Tyms	MOUSE	5	1to1	1to1	90.5537	88.8179	0.0	100.0	1.0	0.14285714285714285	0.14285714285714285	1	1
ENSG00000273540	OG_15144	HQ_13213	AGBL1	HUMAN	5	1to1	1to1	ENSMUSG00000025754	HQ_13213	Agbl1	MOUSE	5	1to1	1to1	76.8064	76.738	75.0	99.95	1.0	0.75	0.75	1	1
ENSG00000164070	OG_10680	HQ_09004	HSPA4L	HUMAN	5	1to1	1to1	ENSMUSG00000025757	HQ_09004	Hspa4l	MOUSE	5	1to1	1to1	92.3719	92.4821	100.0	100.0	1.0	1.0	1.0	1	1
ENSG00000142731	OG_08488	HQ_06892	PLK4	HUMAN	5	1to1	1to1	ENSMUSG00000025758	HQ_06892	Plk4	MOUSE	5	1to1	1to1	78.3505	82.1622	100.0	100.0	1.0	1.0	1.0	1	1
ENSG00000164073	OG_10681	HQ_09005	MFSD8	HUMAN	5	1to1	1to1	ENSMUSG00000025759	HQ_09005	Mfsd8	MOUSE	5	1to1	1to1	81.6602	81.5029	100.0	96.81	1.0	0.5	0.5	1	1
ENSG00000138709	OG_01524	HQ_16446	LARP1B	HUMAN	5	multi_copy	1to1	ENSMUSG00000025762	HQ_18770	Larp1b	MOUSE	5	multi_copy	1to1	32.1663	54.3438	100.0	100.0	0.0	0.6666666666666666	0.25	1	1
ENSG00000077684	OG_03284	HQ_01723	JADE1	HUMAN	5	1to1	1to1	ENSMUSG00000025764	HQ_01723	Jade1	MOUSE	5	1to1	1to1	91.924	92.8058	100.0	100.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSG00000151470	OG_01611	HQ_07732	C4orf33	HUMAN	5	multi_copy	1to1	ENSMUSG00000025766	HQ_07732	D3Ertd751e	MOUSE	5	multi_copy	1to1	79.397	82.2917	100.0	100.0	1.0	0.6	0.6	1	1
ENSG00000124812	OG_06499	HQ_13964	CRISP1	HUMAN	5	1to1	1to1	ENSMUSG00000025774	HQ_13964	Crisp4	MOUSE	5	1to1	1to1	52.2184	61.4458	50.0	95.68	1.0	0.3	0.3	1	1
ENSG00000121005	OG_06149	HQ_04599	CRISPLD1	HUMAN	5	1to1	1to1	ENSMUSG00000025776	HQ_04599	Crispld1	MOUSE	5	1to1	1to1	94.4	94.4	50.0	100.0	1.0	0.25	0.25	1	1
ENSG00000104381	OG_04440	HQ_02896	GDAP1	HUMAN	5	1to1	1to1	ENSMUSG00000025777	HQ_02896	Gdap1	MOUSE	5	1to1	1to1	93.8548	93.8548	100.0	100.0	1.0	0.5	0.5	1	1
ENSG00000154589	OG_09621	HQ_08005	LY96	HUMAN	5	1to1	1to1	ENSMUSG00000025779	HQ_08005	Ly96	MOUSE	5	1to1	1to1	63.75	63.75	100.0	100.0	1.0	0.8333333333333334	0.8333333333333334	1	1
ENSG00000123243	OG_06335	HQ_04781	ITIH5	HUMAN	5	1to1	1to1	ENSMUSG00000025780	HQ_04781	Itih5	MOUSE	5	1to1	1to1	78.3439	77.521	100.0	100.0	1.0	0.8	0.8	1	1
ENSG00000165629	OG_16264	HQ_14796	ATP5F1C	HUMAN	4	1to1	1to1	ENSMUSG00000025781	HQ_14796	Atp5c1	MOUSE	4	1to1	1to1	87.2483	87.2483	100.0	100.0	1.0	0.5	0.5	1	1
ENSG00000165632	OG_10995	HQ_09314	TAF3	HUMAN	5	1to1	1to1	ENSMUSG00000025782	HQ_09314	Taf3	MOUSE	5	1to1	1to1	85.8988	85.6223	100.0	100.0	1.0	0.75	0.75	1	1
ENSG00000163815	OG_10619	HQ_08943	CLEC3B	HUMAN	5	1to1	1to1	ENSMUSG00000025784	HQ_08943	Clec3b	MOUSE	5	1to1	1to1	79.2079	79.2079	100.0	100.0	1.0	1.0	1.0	1	1
ENSG00000075914	OG_03227	HQ_01665	EXOSC7	HUMAN	5	1to1	1to1	ENSMUSG00000025785	HQ_01665	Exosc7	MOUSE	5	1to1	1to1	95.5326	95.5326	100.0	100.0	1.0	0.8333333333333334	0.8333333333333334	1	1
ENSG00000163812	OG_01693	HQ_14727	ZDHHC3	HUMAN	5	multi_copy	1to1	ENSMUSG00000025786	HQ_14727	Zdhhc3	MOUSE	5	multi_copy	1to1	83.2776	75.0	100.0	100.0	1.0	0.8	0.8	1	1
ENSG00000163810	OG_16222	HQ_14726	TGM4	HUMAN	4	1to1	1to1	ENSMUSG00000025787	HQ_14726	Tgm4	MOUSE	4	1to1	1to1	53.5088	54.6269	100.0	100.0	1.0	0.75	0.75	1	1
ENSG00000140557	OG_08278	HQ_06690	ST8SIA2	HUMAN	5	1to1	1to1	ENSMUSG00000025789	HQ_06690	St8sia2	MOUSE	5	1to1	1to1	97.8667	97.8667	100.0	100.0	1.0	0.75	0.75	1	1
ENSG00000176463	OG_12546	HQ_10814	SLCO3A1	HUMAN	5	1to1	1to1	ENSMUSG00000025790	HQ_10814	Slco3a1	MOUSE	5	1to1	1to1	97.8873	97.8873	75.0	100.0	1.0	0.6	0.6	1	1
ENSG00000079739	OG_17453	HQ_16207	PGM1	HUMAN	3	1to1	1to1	ENSMUSG00000025791	HQ_16207	Pgm1	MOUSE	3	1to1	1to1	91.2811	88.4483	100.0	100.0	1.0	0.6666666666666666	0.42857142857142855	1	1
ENSG00000183048	OG_16655	HQ_15328	SLC25A10	HUMAN	4	1to1	1to1	ENSMUSG00000025792	HQ_15328	Slc25a10	MOUSE	4	1to1	1to1	88.5017	88.5017	100.0	100.0	1.0	0.375	0.375	1	1
ENSG00000185359	OG_16732	HQ_15423	HGS	HUMAN	4	1to1	1to1	ENSMUSG00000025793	HQ_15423	Hgs	MOUSE	4	1to1	1to1	93.4363	93.5567	100.0	100.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSG00000188846	OG_00304	HQ_12022	RPL14	HUMAN	5	multi_copy	1to1	ENSMUSG00000025794	HQ_12022	Rpl14	MOUSE	5	multi_copy	1to1	85.5814	84.7926	100.0	100.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSG00000153179	OG_16087	HQ_14520	RASSF3	HUMAN	4	1to1	1to1	ENSMUSG00000025795	HQ_14520	Rassf3	MOUSE	4	1to1	1to1	91.1765	93.5345	100.0	100.0	1.0	0.6	0.6	1	1
ENSG00000163823	OG_01695	HQ_00435	CCR1	HUMAN	5	multi_copy	multi_copy	ENSMUSG00000025804	HQ_00435	Ccr1	MOUSE	5	multi_copy	multi_copy	80.0	80.0	100.0	100.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSG00000150093	OG_09236	HQ_07631	ITGB1	HUMAN	5	1to1	1to1	ENSMUSG00000025809	HQ_07631	Itgb1	MOUSE	5	1to1	1to1	92.4812	92.4812	50.0	100.0	1.0	0.5	0.5	1	1
ENSG00000099250	OG_03817	HQ_02258	NRP1	HUMAN	5	1to1	1to1	ENSMUSG00000025810	HQ_02258	Nrp1	MOUSE	5	1to1	1to1	93.1744	93.1744	25.0	100.0	1.0	0.5	0.5	1	1
ENSG00000148498	OG_09105	HQ_07500	PARD3	HUMAN	5	1to1	1to1	ENSMUSG00000025812	HQ_07500	Pard3	MOUSE	5	1to1	1to1	91.4543	90.17	50.0	99.61	1.0	0.2	0.2	1	1
ENSG00000103942	OG_04396	HQ_02849	HOMER2	HUMAN	5	1to1	1to1	ENSMUSG00000025813	HQ_02849	Homer2	MOUSE	5	1to1	1to1	94.4606	91.5254	100.0	100.0	1.0	0.8	0.8	1	1
ENSG00000181192	OG_12986	HQ_11224	DHTKD1	HUMAN	5	1to1	1to1	ENSMUSG00000025815	HQ_11224	Dhtkd1	MOUSE	5	1to1	1to1	88.0305	87.8393	100.0	100.0	1.0	0.75	0.75	1	1
ENSG00000065665	OG_15383	HQ_13429	SEC61A2	HUMAN	4	1to1	1to1	ENSMUSG00000025816	HQ_13429	Sec61a2	MOUSE	4	1to1	1to1	100.0	100.0	100.0	100.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSG00000165609	OG_10991	HQ_14793	NUDT5	HUMAN	5	1to1	1to1	ENSMUSG00000025817	HQ_14793	Nudt5	MOUSE	5	1to1	1to1	81.7352	82.1101	100.0	100.0	1.0	0.5	0.5	1	1
ENSG00000170265	OG_17709	HQ_16665	ZNF282	HUMAN	3	1to1	1to1	ENSMUSG00000025821	HQ_16665	Zfp282	MOUSE	3	1to1	1to1	88.3756	89.039	100.0	100.0	1.0	0.375	0.375	1	1
ENSG00000155660	OG_09699	HQ_08080	PDIA4	HUMAN	5	1to1	1to1	ENSMUSG00000025823	HQ_08080	Pdia4	MOUSE	5	1to1	1to1	88.3721	88.9236	100.0	100.0	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSG00000182330	OG_00001	HQ_00007	PRAMEF8	HUMAN	5	multi_copy	multi_copy	ENSMUSG00000025838	HQ_SNG_008055	Pramel6	MOUSE	5	multi_copy	singleton	39.4515	38.5567	0.0	0.0	0.0	0.2	0.0	86	1
ENSG00000237700	OG_00001	HQ_16912	PRAMEF33	HUMAN	5	multi_copy	multi_copy	ENSMUSG00000025838	HQ_SNG_008055	Pramel6	MOUSE	5	multi_copy	singleton	35.2321	34.433	0.0	0.0	0.0	0.2	0.0	86	2
ENSG00000204501	OG_00001	HQ_00007	PRAMEF15	HUMAN	5	multi_copy	multi_copy	ENSMUSG00000025838	HQ_SNG_008055	Pramel6	MOUSE	5	multi_copy	singleton	39.3305	38.7629	0.0	0.0	0.0	0.16666666666666666	0.0	86	3
ENSG00000232423	OG_00001	HQ_00007	PRAMEF6	HUMAN	5	multi_copy	multi_copy	ENSMUSG00000025838	HQ_SNG_008055	Pramel6	MOUSE	5	multi_copy	singleton	39.2857	38.5567	0.0	0.0	0.0	0.16666666666666666	0.0	86	4
ENSG00000270601	OG_00001	HQ_00007	PRAMEF5	HUMAN	5	multi_copy	multi_copy	ENSMUSG00000025838	HQ_SNG_008055	Pramel6	MOUSE	5	multi_copy	singleton	39.2857	38.5567	0.0	0.0	0.0	0.16666666666666666	0.0	86	5
ENSG00000204510	OG_00001	HQ_00007	PRAMEF7	HUMAN	5	multi_copy	multi_copy	ENSMUSG00000025838	HQ_SNG_008055	Pramel6	MOUSE	5	multi_copy	singleton	39.2405	38.3505	0.0	0.0	0.0	0.16666666666666666	0.0	86	6
ENSG00000229571	OG_00001	HQ_00007	PRAMEF25	HUMAN	5	multi_copy	multi_copy	ENSMUSG00000025838	HQ_SNG_008055	Pramel6	MOUSE	5	multi_copy	singleton	38.9121	38.3505	0.0	0.0	0.0	0.16666666666666666	0.0	86	7
ENSG00000243073	OG_00001	HQ_00007	PRAMEF4	HUMAN	5	multi_copy	multi_copy	ENSMUSG00000025838	HQ_SNG_008055	Pramel6	MOUSE	5	multi_copy	singleton	38.9121	38.3505	0.0	0.0	0.0	0.16666666666666666	0.0	86	8
ENSG00000280267	OG_00001	HQ_00007	PRAMEF26	HUMAN	5	multi_copy	multi_copy	ENSMUSG00000025838	HQ_SNG_008055	Pramel6	MOUSE	5	multi_copy	singleton	38.9121	38.3505	0.0	0.0	0.0	0.16666666666666666	0.0	86	9
ENSG00000204505	OG_00001	HQ_00007	PRAMEF9	HUMAN	5	multi_copy	multi_copy	ENSMUSG00000025838	HQ_SNG_008055	Pramel6	MOUSE	5	multi_copy	singleton	38.7029	38.1443	0.0	0.0	0.0	0.16666666666666666	0.0	86	10
ENSG00000274764	OG_00001	HQ_00007	PRAMEF27	HUMAN	5	multi_copy	multi_copy	ENSMUSG00000025838	HQ_SNG_008055	Pramel6	MOUSE	5	multi_copy	singleton	38.7029	38.1443	0.0	0.0	0.0	0.16666666666666666	0.0	86	11
ENSG00000279804	OG_00001	HQ_17017	PRAMEF18	HUMAN	5	multi_copy	multi_copy	ENSMUSG00000025838	HQ_SNG_008055	Pramel6	MOUSE	5	multi_copy	singleton	35.6994	35.2577	0.0	0.0	0.0	0.16666666666666666	0.0	86	12
ENSG00000187545	OG_00001	HQ_16912	PRAMEF10	HUMAN	5	multi_copy	multi_copy	ENSMUSG00000025838	HQ_SNG_008055	Pramel6	MOUSE	5	multi_copy	singleton	35.865	35.0515	0.0	0.0	0.0	0.16666666666666666	0.0	86	13
ENSG00000279169	OG_00001	HQ_13912	PRAMEF13	HUMAN	5	multi_copy	multi_copy	ENSMUSG00000025838	HQ_SNG_008055	Pramel6	MOUSE	5	multi_copy	singleton	35.654	34.8454	0.0	0.0	0.0	0.16666666666666666	0.0	86	14
ENSG00000204478	OG_00001	HQ_00007	PRAMEF20	HUMAN	5	multi_copy	multi_copy	ENSMUSG00000025838	HQ_SNG_008055	Pramel6	MOUSE	5	multi_copy	singleton	39.1579	38.3505	0.0	0.0	0.0	0.14285714285714285	0.0	86	15
ENSG00000204480	OG_00001	HQ_17017	PRAMEF19	HUMAN	5	multi_copy	multi_copy	ENSMUSG00000025838	HQ_SNG_008055	Pramel6	MOUSE	5	multi_copy	singleton	36.5344	36.0825	0.0	0.0	0.0	0.14285714285714285	0.0	85	16
ENSG00000204481	OG_00001	HQ_13912	PRAMEF14	HUMAN	5	multi_copy	multi_copy	ENSMUSG00000025838	HQ_SNG_008055	Pramel6	MOUSE	5	multi_copy	singleton	36.076	35.2577	0.0	0.0	0.0	0.14285714285714285	0.0	86	17
ENSG00000204479	OG_00001	HQ_18270	PRAMEF17	HUMAN	5	multi_copy	1to1	ENSMUSG00000025838	HQ_SNG_008055	Pramel6	MOUSE	5	multi_copy	singleton	35.865	35.0515	0.0	0.0	0.0	0.14285714285714285	0.0	86	18
ENSG00000120952	OG_00001	HQ_13912	PRAMEF2	HUMAN	5	multi_copy	multi_copy	ENSMUSG00000025838	HQ_SNG_008055	Pramel6	MOUSE	5	multi_copy	singleton	35.2321	34.433	0.0	0.0	0.0	0.14285714285714285	0.0	86	19
ENSG00000239810	OG_00001	HQ_00007	PRAMEF11	HUMAN	5	multi_copy	multi_copy	ENSMUSG00000025838	HQ_SNG_008055	Pramel6	MOUSE	5	multi_copy	singleton	38.4937	37.9381	0.0	0.0	0.0	0.125	0.0	86	20
ENSG00000116721	OG_00001	HQ_SNG_000044	PRAMEF1	HUMAN	5	multi_copy	singleton	ENSMUSG00000025838	HQ_SNG_008055	Pramel6	MOUSE	5	multi_copy	singleton	36.076	35.2577	0.0	0.0	0.0	0.1111111111111111	0.0	86	21
ENSG00000116726	OG_00001	HQ_00007	PRAMEF12	HUMAN	5	multi_copy	multi_copy	ENSMUSG00000025838	HQ_SNG_008055	Pramel6	MOUSE	5	multi_copy	singleton	37.06	36.9072	0.0	0.0	0.0	0.1	0.0	86	22
ENSG00000182330	OG_00001	HQ_00007	PRAMEF8	HUMAN	5	multi_copy	multi_copy	ENSMUSG00000025839	HQ_SNG_008056	Pramel7	MOUSE	5	multi_copy	singleton	35.443	35.0731	0.0	0.0	0.0	0.16666666666666666	0.0	88	1
ENSG00000237700	OG_00001	HQ_16912	PRAMEF33	HUMAN	5	multi_copy	multi_copy	ENSMUSG00000025839	HQ_SNG_008056	Pramel7	MOUSE	5	multi_copy	singleton	33.1224	32.7766	0.0	0.0	0.0	0.16666666666666666	0.0	88	2
ENSG00000243073	OG_00001	HQ_00007	PRAMEF4	HUMAN	5	multi_copy	multi_copy	ENSMUSG00000025839	HQ_SNG_008056	Pramel7	MOUSE	5	multi_copy	singleton	35.1464	35.0731	0.0	2.38	0.0	0.14285714285714285	0.0	88	3
