ensembl_id_MACFA	ens_orthogroup_id	ens_hqorthogroup_id_MACFA	gene_symbol_MACFA	species_code_MACFA	n_species_MACFA	ens_orthogroup_status_MACFA	ens_hqorthogroup_status_MACFA	ensembl_id_PIGXX	ens_hqorthogroup_id_PIGXX	gene_symbol_PIGXX	species_code_PIGXX	n_species_PIGXX	ens_orthogroup_status_PIGXX	ens_hqorthogroup_status_PIGXX	ens_identity	ens_homology_identity	ens_goc_score	ens_wga_coverage	ens_is_high_confidence	atlas_goc_score_pairwise	atlas_hq_goc_score_pairwise	ortholog_rank_MACFA	ortholog_rank_PIGXX
ENSMFAG00000042834	OG_02785	HQ_01222	USP13	MACFA	5	1to1	1to1	ENSSSCG00000011765	HQ_01222	USP13	PIGXX	5	1to1	1to1	98.3778	98.3778	100.0	94.84	1.0	0.5	0.5	1	1
ENSMFAG00000036976	OG_05533	HQ_03986	PEX5L	MACFA	5	1to1	1to1	ENSSSCG00000011766	HQ_03986	PEX5L	PIGXX	5	1to1	1to1	97.9233	97.9233	100.0	100.0	1.0	0.4	0.4	1	1
ENSMFAG00000046249	OG_10600	HQ_08925	TTC14	MACFA	5	1to1	1to1	ENSSSCG00000011767	HQ_08925	TTC14	PIGXX	5	1to1	1to1	91.8394	91.9585	100.0	70.99	1.0	0.8	0.8	1	1
ENSMFAG00000002267	OG_15219	HQ_13282	CCDC39	MACFA	5	1to1	1to1	ENSSSCG00000011768	HQ_13282	CCDC39	PIGXX	5	1to1	1to1	85.9873	79.1789	100.0	61.79	1.0	0.75	0.75	1	1
ENSMFAG00000040264	OG_05502	HQ_03955	FXR1	MACFA	5	1to1	1to1	ENSSSCG00000011769	HQ_03955	FXR1	PIGXX	5	1to1	1to1	95.1256	80.9045	100.0	29.58	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSMFAG00000034041	OG_02032	HQ_12726	DNAJC19	MACFA	5	multi_copy	1to1	ENSSSCG00000011770	HQ_12726	DNAJC19	PIGXX	5	multi_copy	1to1	70.4348	69.8276	100.0	96.59	1.0	0.3	0.3	1	1
ENSMFAG00000045407	OG_02032	HQ_SNG_003089		MACFA	5	multi_copy	singleton	ENSSSCG00000011770	HQ_12726	DNAJC19	PIGXX	5	multi_copy	1to1	40.0	80.7018	0.0	0.0	0.0	0.07142857142857142	0.0	1	2
ENSMFAG00000035388	OG_02786	HQ_01223	ATP11B	MACFA	5	1to1	1to1	ENSSSCG00000011772	HQ_01223	ATP11B	PIGXX	5	1to1	1to1	88.7175	92.8632	100.0	78.67	1.0	0.5	0.5	1	1
ENSMFAG00000045323	OG_10629	HQ_08951	YEATS2	MACFA	5	1to1	1to1	ENSSSCG00000011776	HQ_08951	YEATS2	PIGXX	5	1to1	1to1	93.2452	87.7678	100.0	10.22	1.0	0.375	0.375	1	1
ENSMFAG00000038091	OG_05535	HQ_03988	ABCC5	MACFA	5	1to1	1to1	ENSSSCG00000011782	HQ_03988	ABCC5	PIGXX	5	1to1	1to1	94.5151	82.7418	100.0	43.07	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSMFAG00000045589	OG_08788	HQ_07196	EIF2B5	MACFA	5	1to1	1to1	ENSSSCG00000011783	HQ_07196	EIF2B5	PIGXX	5	1to1	1to1	91.7379	89.5688	100.0	0.0	1.0	0.4444444444444444	0.4444444444444444	1	1
ENSMFAG00000044357	OG_09808	HQ_08186	VPS8	MACFA	5	1to1	1to1	ENSSSCG00000011788	HQ_08186	VPS8	PIGXX	5	1to1	1to1	96.2859	96.2185	100.0	44.05	1.0	0.5	0.5	1	1
ENSMFAG00000043040	OG_03155	HQ_01590	MAP3K13	MACFA	5	1to1	1to1	ENSSSCG00000011791	HQ_01590	MAP3K13	PIGXX	5	1to1	1to1	94.3123	94.4099	100.0	91.13	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSMFAG00000002524	OG_10636	HQ_08959	LIPH	MACFA	5	1to1	1to1	ENSSSCG00000011793	HQ_08959	LIPH	PIGXX	5	1to1	1to1	87.5831	87.5831	100.0	0.0	1.0	0.8333333333333334	0.8333333333333334	1	1
ENSMFAG00000002841	OG_00123	HQ_08961	SENP2	MACFA	5	multi_copy	1to1	ENSSSCG00000011794	HQ_08961	SENP2	PIGXX	5	multi_copy	1to1	92.8187	77.9789	100.0	0.0	1.0	0.8	0.8	1	1
ENSMFAG00000039540	OG_03154	HQ_01589	IGF2BP2	MACFA	5	1to1	1to1	ENSSSCG00000011795	HQ_01589	IGF2BP2	PIGXX	5	1to1	1to1	98.3471	98.3471	100.0	32.36	1.0	0.4	0.4	1	1
ENSMFAG00000034221	OG_05464	HQ_03915	TBCCD1	MACFA	5	1to1	1to1	ENSSSCG00000011797	HQ_03915	TBCCD1	PIGXX	5	1to1	1to1	92.1005	92.1005	100.0	100.0	1.0	0.8571428571428571	0.8571428571428571	1	1
ENSMFAG00000036164	OG_03670	HQ_02105	DNAJB11	MACFA	5	1to1	1to1	ENSSSCG00000011798	HQ_02105	DNAJB11	PIGXX	5	1to1	1to1	99.162	99.162	100.0	81.38	1.0	0.75	0.75	1	1
ENSMFAG00000003344	OG_08789	HQ_14386	AHSG	MACFA	5	1to1	1to1	ENSSSCG00000011799	HQ_14386	AHSG	PIGXX	5	1to1	1to1	53.2995	57.2207	100.0	0.0	1.0	1.0	1.0	1	1
ENSMFAG00000045631	OG_03669	HQ_02104	FETUB	MACFA	5	1to1	1to1	ENSSSCG00000011800	HQ_02104	FETUB	PIGXX	5	1to1	1to1	60.7427	59.9476	75.0	0.0	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSMFAG00000032718	OG_01336	HQ_00338	HRG	MACFA	5	multi_copy	multi_copy	ENSSSCG00000011801	HQ_00338	HRG	PIGXX	5	multi_copy	multi_copy	60.0362	63.2381	50.0	0.0	0.0	0.2857142857142857	0.2857142857142857	1	1
ENSMFAG00000041180	OG_00814	HQ_03918	KNG1	MACFA	5	multi_copy	1to1	ENSSSCG00000011802	HQ_03918	KNG1	PIGXX	5	multi_copy	1to1	74.6434	73.1366	50.0	0.0	0.0	0.14285714285714285	0.14285714285714285	1	1
ENSMFAG00000001129	OG_19007	HQ_SNG_001624		MACFA	2	1to1	singleton	ENSSSCG00000011803	HQ_SNG_017506		PIGXX	2	1to1	singleton	16.5746	67.4157	0.0	0.0	0.0	0.14285714285714285	0.0	1	1
ENSMFAG00000030286	OG_10640	HQ_08965	RFC4	MACFA	5	1to1	1to1	ENSSSCG00000011804	HQ_08965	RFC4	PIGXX	5	1to1	1to1	95.3297	95.5923	75.0	0.0	1.0	0.5	0.5	1	1
ENSMFAG00000040221	OG_06708	HQ_05142	MASP1	MACFA	5	1to1	1to1	ENSSSCG00000011806	HQ_05142	MASP1	PIGXX	5	1to1	1to1	88.7715	92.3077	100.0	100.0	1.0	0.2727272727272727	0.2727272727272727	1	1
ENSMFAG00000043246	OG_14245	HQ_12411	RTP2	MACFA	5	1to1	1to1	ENSSSCG00000011809	HQ_12411	RTP2	PIGXX	5	1to1	1to1	89.2377	88.0531	100.0	0.0	1.0	0.5454545454545454	0.4166666666666667	1	1
ENSMFAG00000001360	OG_05467	HQ_03919	BCL6	MACFA	5	1to1	1to1	ENSSSCG00000011810	HQ_03919	BCL6	PIGXX	5	1to1	1to1	95.0425	94.6403	100.0	0.0	1.0	0.45454545454545453	0.3333333333333333	1	1
ENSMFAG00000041519	OG_08776	HQ_07183	LPP	MACFA	5	1to1	1to1	ENSSSCG00000011811	HQ_07183	LPP	PIGXX	5	1to1	1to1	72.7407	85.9895	100.0	80.64	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSMFAG00000056922	OG_13738	HQ_11923	TPRG1	MACFA	5	1to1	1to1	ENSSSCG00000011812	HQ_11923	TPRG1	PIGXX	5	1to1	1to1	84.9462	84.9462	100.0	53.84	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSMFAG00000036104	OG_03671	HQ_02106	P3H2	MACFA	5	1to1	1to1	ENSSSCG00000011813	HQ_02106	P3H2	PIGXX	5	1to1	1to1	71.3881	95.6357	100.0	60.12	1.0	0.8571428571428571	0.8571428571428571	1	1
ENSMFAG00000032253	OG_12938	HQ_11173	MB21D2	MACFA	5	1to1	1to1	ENSSSCG00000011819	HQ_11173	MB21D2	PIGXX	5	1to1	1to1	100.0	100.0	100.0	16.65	1.0	0.625	0.625	1	1
ENSMFAG00000033333	OG_06709	HQ_05143	ATP13A4	MACFA	5	1to1	1to1	ENSSSCG00000011821	HQ_05143	ATP13A4	PIGXX	5	1to1	1to1	90.9699	87.9547	100.0	88.97	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSMFAG00000038307	OG_14328	HQ_12491	OPA1	MACFA	5	1to1	1to1	ENSSSCG00000011822	HQ_12491	OPA1	PIGXX	5	1to1	1to1	95.4902	87.9061	100.0	85.01	1.0	0.14285714285714285	0.14285714285714285	1	1
ENSMFAG00000039232	OG_01475	HQ_05740	ATP13A3	MACFA	5	multi_copy	1to1	ENSSSCG00000011825	HQ_05740	ATP13A3	PIGXX	5	multi_copy	1to1	87.5762	91.4809	100.0	14.9	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSMFAG00000029965	OG_08777	HQ_07184	TMEM44	MACFA	5	1to1	1to1	ENSSSCG00000011826	HQ_07184	TMEM44	PIGXX	5	1to1	1to1	81.3212	83.4112	100.0	0.0	1.0	0.4	0.4	1	1
ENSMFAG00000039903	OG_02614	HQ_01054	LSG1	MACFA	5	1to1	1to1	ENSSSCG00000011827	HQ_01054	LSG1	PIGXX	5	1to1	1to1	87.0968	79.0795	100.0	46.5	1.0	0.4	0.4	1	1
ENSMFAG00000002871	OG_13868	HQ_12050	APOD	MACFA	5	1to1	1to1	ENSSSCG00000011831	HQ_12050	APOD	PIGXX	5	1to1	1to1	54.8246	64.433	100.0	0.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSMFAG00000042848	OG_03221	HQ_01659	DLG1	MACFA	5	1to1	1to1	ENSSSCG00000011833	HQ_01659	DLG1	PIGXX	5	1to1	1to1	97.6571	97.7612	100.0	0.4	1.0	0.1111111111111111	0.1111111111111111	1	1
ENSMFAG00000038521	OG_10655	HQ_08981	MELTF	MACFA	5	1to1	1to1	ENSSSCG00000011837	HQ_08981	MELTF	PIGXX	5	1to1	1to1	85.8887	88.0389	100.0	99.51	1.0	0.375	0.375	1	1
ENSMFAG00000002045	OG_00824	HQ_04418	SENP5	MACFA	5	multi_copy	1to1	ENSSSCG00000011841	HQ_04418	SENP5	PIGXX	5	multi_copy	1to1	86.5691	84.0	100.0	99.49	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSMFAG00000000467	OG_12920	HQ_11157	PAK2	MACFA	5	1to1	1to1	ENSSSCG00000011843	HQ_11157	PAK2	PIGXX	5	1to1	1to1	97.7099	97.7099	75.0	100.0	1.0	0.5	0.5	1	1
ENSMFAG00000045428	OG_10216	HQ_08564	PCYT1A	MACFA	5	1to1	1to1	ENSSSCG00000011845	HQ_08564	PCYT1A	PIGXX	5	1to1	1to1	95.4545	88.4211	100.0	0.0	1.0	0.5555555555555556	0.2727272727272727	1	1
ENSMFAG00000001755	OG_10653	HQ_08978	SLC51A	MACFA	5	1to1	1to1	ENSSSCG00000011846	HQ_08978	SLC51A	PIGXX	5	1to1	1to1	82.9412	82.9412	100.0	0.0	1.0	0.5	0.25	1	1
ENSMFAG00000001569	OG_10652	HQ_SNG_001649		MACFA	5	1to1	singleton	ENSSSCG00000011847	HQ_14734	ZDHHC19	PIGXX	5	1to1	1to1	53.3898	36.0687	100.0	0.0	0.0	0.5	0.36363636363636365	1	1
ENSMFAG00000000711	OG_03107	HQ_01542	TFRC	MACFA	5	1to1	1to1	ENSSSCG00000011848	HQ_01542	TFRC	PIGXX	5	1to1	1to1	72.1662	78.2787	100.0	0.0	1.0	0.36363636363636365	0.25	1	1
ENSMFAG00000046083	OG_02832	HQ_01265	TNK2	MACFA	5	1to1	1to1	ENSSSCG00000011849	HQ_01265	TNK2	PIGXX	5	1to1	1to1	86.1878	93.6937	100.0	100.0	1.0	0.625	0.4444444444444444	1	1
ENSMFAG00000001838	OG_16006	HQ_18593		MACFA	4	1to1	1to1	ENSSSCG00000011850	HQ_18593		PIGXX	4	1to1	1to1	65.339	69.9003	100.0	0.0	1.0	0.5714285714285714	0.375	1	1
ENSMFAG00000033975	OG_12592	HQ_18008	MUC20	MACFA	5	1to1	1to1	ENSSSCG00000011851	HQ_SNG_017507		PIGXX	5	1to1	singleton	43.058	45.709	100.0	0.0	0.0	0.5714285714285714	0.375	1	1
ENSMFAG00000001615	OG_08778	HQ_07185	RUBCN	MACFA	5	1to1	1to1	ENSSSCG00000011853	HQ_07185	RUBCN	PIGXX	5	1to1	1to1	91.1765	90.1705	100.0	97.26	1.0	0.8333333333333334	0.5714285714285714	1	1
ENSMFAG00000045169	OG_13533	HQ_11734	LRCH3	MACFA	5	1to1	1to1	ENSSSCG00000011854	HQ_11734	LRCH3	PIGXX	5	1to1	1to1	79.224	78.9277	100.0	53.51	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSMFAG00000034341	OG_05507	HQ_03960	IQCG	MACFA	5	1to1	1to1	ENSSSCG00000011855	HQ_03960	IQCG	PIGXX	5	1to1	1to1	73.4554	72.4605	100.0	0.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSMFAG00000031579	OG_13479	HQ_11687	LMLN	MACFA	5	1to1	1to1	ENSSSCG00000011857	HQ_11687	LMLN	PIGXX	5	1to1	1to1	91.4986	85.5795	50.0	0.0	0.0	0.3333333333333333	0.3333333333333333	1	1
ENSMFAG00000032538	OG_10626	HQ_08949	ZNF148	MACFA	5	1to1	1to1	ENSSSCG00000011858	HQ_08949	ZNF148	PIGXX	5	1to1	1to1	98.8665	98.8665	100.0	26.65	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSMFAG00000002554	OG_12247	HQ_10523	HEG1	MACFA	5	1to1	1to1	ENSSSCG00000011859	HQ_10523	HEG1	PIGXX	5	1to1	1to1	62.098	58.3453	100.0	19.23	1.0	0.75	0.5555555555555556	1	1
ENSMFAG00000036324	OG_14802	HQ_12904	SLC12A8	MACFA	5	1to1	1to1	ENSSSCG00000011860	HQ_12904	SLC12A8	PIGXX	5	1to1	1to1	86.7133	86.9565	100.0	100.0	1.0	0.5714285714285714	0.375	1	1
ENSMFAG00000038825	OG_12245	HQ_17990	MUC13	MACFA	5	1to1	1to1	ENSSSCG00000011862	HQ_SNG_017508		PIGXX	5	1to1	singleton	24.3243	45.9184	100.0	0.0	0.0	0.5555555555555556	0.4	1	1
ENSMFAG00000002273	OG_05510	HQ_03963	UMPS	MACFA	5	1to1	1to1	ENSSSCG00000011864	HQ_03963	UMPS	PIGXX	5	1to1	1to1	82.5581	88.75	100.0	0.0	1.0	0.5714285714285714	0.2	1	1
ENSMFAG00000040304	OG_02901	HQ_01338	MYLK	MACFA	5	1to1	1to1	ENSSSCG00000011867	HQ_01338	MYLK	PIGXX	5	1to1	1to1	85.5028	87.5131	100.0	100.0	1.0	0.5	0.5	1	1
ENSMFAG00000030776	OG_02899	HQ_01335	PDIA5	MACFA	5	1to1	1to1	ENSSSCG00000011870	HQ_01335	PDIA5	PIGXX	5	1to1	1to1	81.0954	86.2782	100.0	47.33	1.0	0.5	0.5	1	1
ENSMFAG00000002408	OG_03434	HQ_01871	SEMA5B	MACFA	5	1to1	1to1	ENSSSCG00000011872	HQ_01871	SEMA5B	PIGXX	5	1to1	1to1	91.3082	93.4006	100.0	100.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSMFAG00000045898	OG_11606	HQ_09906	HSPBAP1	MACFA	5	1to1	1to1	ENSSSCG00000011873	HQ_09906	HSPBAP1	PIGXX	5	1to1	1to1	76.6932	78.8934	100.0	0.0	1.0	0.625	0.625	1	1
ENSMFAG00000038097	OG_12177	HQ_10456	PARP14	MACFA	5	1to1	1to1	ENSSSCG00000011874	HQ_10456	PARP14	PIGXX	5	1to1	1to1	69.7309	69.1111	75.0	0.0	1.0	0.5555555555555556	0.5555555555555556	1	1
ENSMFAG00000026206	OG_17735	HQ_16724	PARP15	MACFA	3	1to1	1to1	ENSSSCG00000011875	HQ_16724		PIGXX	3	1to1	1to1	60.7547	52.3577	100.0	0.0	1.0	0.8571428571428571	0.8571428571428571	1	1
ENSMFAG00000031102	OG_10625	HQ_08948	DTX3L	MACFA	5	1to1	1to1	ENSSSCG00000011876	HQ_08948	DTX3L	PIGXX	5	1to1	1to1	55.6309	62.2155	75.0	0.0	1.0	0.625	0.625	1	1
ENSMFAG00000001459	OG_05472	HQ_16302	CD86	MACFA	5	1to1	1to1	ENSSSCG00000011877	HQ_16302	CD86	PIGXX	5	1to1	1to1	56.6766	50.7979	100.0	0.0	1.0	0.5	0.5	1	1
ENSMFAG00000039832	OG_02576	HQ_01017	CASR	MACFA	5	1to1	1to1	ENSSSCG00000011878	HQ_01017	CASR	PIGXX	5	1to1	1to1	94.2149	94.3015	100.0	0.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSMFAG00000046362	OG_08784	HQ_07192	EAF2	MACFA	5	1to1	1to1	ENSSSCG00000011880	HQ_07192	EAF2	PIGXX	5	1to1	1to1	76.5568	79.4677	100.0	0.0	1.0	0.8333333333333334	0.8333333333333334	1	1
ENSMFAG00000025425	OG_12182	HQ_10463	IQCB1	MACFA	5	1to1	1to1	ENSSSCG00000011881	HQ_10463	IQCB1	PIGXX	5	1to1	1to1	88.0	88.2943	100.0	0.0	1.0	1.0	1.0	1	1
ENSMFAG00000031026	OG_12184	HQ_10465	GOLGB1	MACFA	5	1to1	1to1	ENSSSCG00000011882	HQ_10465	GOLGB1	PIGXX	5	1to1	1to1	85.5702	85.5179	100.0	98.38	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSMFAG00000039904	OG_12917	HQ_11154	HCLS1	MACFA	5	1to1	1to1	ENSSSCG00000011884	HQ_11154	HCLS1	PIGXX	5	1to1	1to1	80.7252	76.7695	100.0	0.0	1.0	0.5	0.5	1	1
ENSMFAG00000043265	OG_10624	HQ_08947	FBXO40	MACFA	5	1to1	1to1	ENSSSCG00000011885	HQ_08947	FBXO40	PIGXX	5	1to1	1to1	89.8017	89.4217	100.0	0.0	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSMFAG00000000407	OG_12472	HQ_10744	GPR156	MACFA	5	1to1	1to1	ENSSSCG00000011888	HQ_10744	GPR156	PIGXX	5	1to1	1to1	79.0898	79.0898	100.0	87.42	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSMFAG00000002620	OG_03435	HQ_01872	GSK3B	MACFA	5	1to1	1to1	ENSSSCG00000011889	HQ_01872	GSK3B	PIGXX	5	1to1	1to1	96.0739	88.5106	100.0	79.17	1.0	0.4	0.4	1	1
ENSMFAG00000041037	OG_08765	HQ_07172	NR1I2	MACFA	5	1to1	1to1	ENSSSCG00000011890	HQ_07172	NR1I2	PIGXX	5	1to1	1to1	83.2952	83.871	100.0	0.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSMFAG00000024362	OG_13262	HQ_11482	CFAP91	MACFA	5	1to1	1to1	ENSSSCG00000011892	HQ_11482	CFAP91	PIGXX	5	1to1	1to1	82.5916	82.2686	100.0	45.07	1.0	0.7142857142857143	0.7142857142857143	1	1
ENSMFAG00000039368	OG_15931	HQ_14270	COX17	MACFA	4	1to1	1to1	ENSSSCG00000011893	HQ_14270	COX17	PIGXX	4	1to1	1to1	90.4762	58.7629	100.0	0.0	1.0	0.8571428571428571	0.8571428571428571	1	1
ENSMFAG00000039734	OG_06185	HQ_04635	POPDC2	MACFA	5	1to1	1to1	ENSSSCG00000011894	HQ_04635	POPDC2	PIGXX	5	1to1	1to1	76.087	76.9231	100.0	74.72	1.0	0.8571428571428571	0.8571428571428571	1	1
ENSMFAG00000044493	OG_08760	HQ_07167	PLA1A	MACFA	5	1to1	1to1	ENSSSCG00000011895	HQ_07167	PLA1A	PIGXX	5	1to1	1to1	78.9474	78.9474	100.0	98.42	1.0	0.75	0.75	1	1
ENSMFAG00000039321	OG_08762	HQ_07169	ADPRH	MACFA	5	1to1	1to1	ENSSSCG00000011896	HQ_07169	ADPRH	PIGXX	5	1to1	1to1	85.7542	56.9573	100.0	100.0	1.0	0.75	0.75	1	1
ENSMFAG00000032987	OG_06188	HQ_16341	CD80	MACFA	5	1to1	1to1	ENSSSCG00000011899	HQ_16341	CD80	PIGXX	5	1to1	1to1	54.5455	56.25	100.0	0.0	1.0	0.7142857142857143	0.7142857142857143	1	1
ENSMFAG00000046062	OG_12511	HQ_10781	TMEM39A	MACFA	5	1to1	1to1	ENSSSCG00000011901	HQ_10781	TMEM39A	PIGXX	5	1to1	1to1	100.0	100.0	100.0	100.0	1.0	0.5	0.5	1	1
ENSMFAG00000003907	OG_06186	HQ_04636	B4GALT4	MACFA	5	1to1	1to1	ENSSSCG00000011903	HQ_04636	B4GALT4	PIGXX	5	1to1	1to1	84.8837	69.6897	100.0	0.0	1.0	0.5555555555555556	0.4	1	1
ENSMFAG00000001715	OG_05519	HQ_03972	UPK1B	MACFA	5	1to1	1to1	ENSSSCG00000011904	HQ_03972	UPK1B	PIGXX	5	1to1	1to1	94.9807	94.6154	100.0	0.0	1.0	0.5555555555555556	0.4	1	1
ENSMFAG00000047751	OG_10513	HQ_17881	TEX55	MACFA	5	1to1	1to1	ENSSSCG00000011905	HQ_SNG_017509		PIGXX	5	1to1	singleton	47.1491	33.5938	100.0	0.0	0.0	0.3076923076923077	0.21428571428571427	1	1
ENSMFAG00000029911	OG_08763	HQ_07170	IGSF11	MACFA	5	1to1	1to1	ENSSSCG00000011906	HQ_07170	IGSF11	PIGXX	5	1to1	1to1	80.8853	93.2715	100.0	98.6	1.0	0.14285714285714285	0.06666666666666667	1	1
ENSMFAG00000037060	OG_09347	HQ_07745	DRD3	MACFA	5	1to1	1to1	ENSSSCG00000011911	HQ_07745	DRD3	PIGXX	5	1to1	1to1	91.5	85.9155	100.0	0.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSMFAG00000039762	OG_09346	HQ_07744	QTRT2	MACFA	5	1to1	1to1	ENSSSCG00000011912	HQ_07744	QTRT2	PIGXX	5	1to1	1to1	78.4232	88.5246	100.0	28.92	1.0	0.75	0.75	1	1
ENSMFAG00000034408	OG_10566	HQ_08891	CCDC191	MACFA	5	1to1	1to1	ENSSSCG00000011913	HQ_08891	CCDC191	PIGXX	5	1to1	1to1	78.7356	73.262	100.0	59.28	1.0	0.7142857142857143	0.7142857142857143	1	1
ENSMFAG00000040621	OG_13313	HQ_11533	ZDHHC23	MACFA	5	1to1	1to1	ENSSSCG00000011914	HQ_11533	ZDHHC23	PIGXX	5	1to1	1to1	89.7196	89.7196	100.0	0.0	1.0	0.5	0.5	1	1
ENSMFAG00000032955	OG_12706	HQ_10964	GRAMD1C	MACFA	5	1to1	1to1	ENSSSCG00000011915	HQ_10964	GRAMD1C	PIGXX	5	1to1	1to1	83.7104	81.7378	100.0	0.0	1.0	0.4444444444444444	0.4444444444444444	1	1
ENSMFAG00000000045	OG_01342	HQ_00341		MACFA	5	multi_copy	multi_copy	ENSSSCG00000011916	HQ_00341	ATP6V1A	PIGXX	5	multi_copy	multi_copy	98.3819	93.6826	100.0	0.0	1.0	0.375	0.375	1	1
ENSMFAG00000049217	OG_01342	HQ_00341		MACFA	5	multi_copy	multi_copy	ENSSSCG00000011916	HQ_00341	ATP6V1A	PIGXX	5	multi_copy	multi_copy	71.3592	98.2183	0.0	0.0	0.0	0.08333333333333333	0.08333333333333333	1	2
ENSMFAG00000041301	OG_06187	HQ_04637	NAA50	MACFA	5	1to1	1to1	ENSSSCG00000011917	HQ_04637	NAA50	PIGXX	5	1to1	1to1	98.8095	95.4023	100.0	0.0	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSMFAG00000032462	OG_12552	HQ_10820	USF3	MACFA	5	1to1	1to1	ENSSSCG00000011918	HQ_10820	USF3	PIGXX	5	1to1	1to1	88.1596	87.6157	100.0	69.8	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSMFAG00000000372	OG_10564	HQ_08889	NEPRO	MACFA	5	1to1	1to1	ENSSSCG00000011923	HQ_08889	NEPRO	PIGXX	5	1to1	1to1	79.4276	78.3069	100.0	0.0	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSMFAG00000038452	OG_00293	HQ_16586	CD200R1	MACFA	5	multi_copy	1to1	ENSSSCG00000011925	HQ_16586		PIGXX	5	multi_copy	1to1	56.3536	58.4527	75.0	0.0	1.0	1.0	1.0	1	1
ENSMFAG00000002937	OG_00293	HQ_17051	CD200R1L	MACFA	5	multi_copy	1to1	ENSSSCG00000011925	HQ_16586		PIGXX	5	multi_copy	1to1	38.3978	50.5455	75.0	50.55	0.0	0.75	0.8	2	2
ENSMFAG00000001224	OG_03720	HQ_02157	CCDC80	MACFA	5	1to1	1to1	ENSSSCG00000011928	HQ_02157	CCDC80	PIGXX	5	1to1	1to1	88.725	88.6316	100.0	99.51	1.0	0.6	0.6666666666666666	1	1
ENSMFAG00000042127	OG_01522	HQ_06426		MACFA	5	multi_copy	1to1	ENSSSCG00000011929	HQ_06426	SLC35A5	PIGXX	5	multi_copy	1to1	0.0	0.0	0.0	0.0	0.0	0.5	0.42857142857142855	1	1
ENSMFAG00000002936	OG_01522	HQ_SNG_001743		MACFA	5	multi_copy	singleton	ENSSSCG00000011929	HQ_06426	SLC35A5	PIGXX	5	multi_copy	1to1	39.9527	75.4464	0.0	0.0	0.0	0.1	0.0	1	2
ENSMFAG00000034247	OG_08764	HQ_07171	ATG3	MACFA	5	1to1	1to1	ENSSSCG00000011930	HQ_07171	ATG3	PIGXX	5	1to1	1to1	92.233	90.7643	100.0	0.0	1.0	0.5	0.5	1	1
ENSMFAG00000001084	OG_12683	HQ_10939	NECTIN3	MACFA	5	1to1	1to1	ENSSSCG00000011933	HQ_10939	NECTIN3	PIGXX	5	1to1	1to1	58.0328	64.4809	25.0	85.95	1.0	0.15384615384615385	0.15384615384615385	1	1
ENSMFAG00000062900	OG_17767	HQ_16775	ZBED2	MACFA	3	1to1	1to1	ENSSSCG00000011936	HQ_16775	ZBED2	PIGXX	3	1to1	1to1	84.7926	84.4037	100.0	100.0	1.0	0.375	0.375	1	1
ENSMFAG00000003460	OG_05509	HQ_03962	MORC1	MACFA	5	1to1	1to1	ENSSSCG00000011937	HQ_03962	MORC1	PIGXX	5	1to1	1to1	77.3834	77.4619	100.0	56.84	1.0	0.45454545454545453	0.45454545454545453	1	1
ENSMFAG00000048833	OG_00489	HQ_00221	RETNLB	MACFA	5	multi_copy	multi_copy	ENSSSCG00000011939	HQ_00221	RETNLB	PIGXX	5	multi_copy	multi_copy	68.4685	68.4685	75.0	0.0	1.0	0.36363636363636365	0.3333333333333333	1	1
ENSMFAG00000046238	OG_14361	HQ_12524	DZIP3	MACFA	5	1to1	1to1	ENSSSCG00000011940	HQ_12524	DZIP3	PIGXX	5	1to1	1to1	84.2149	84.4242	75.0	92.18	1.0	0.36363636363636365	0.3333333333333333	1	1
ENSMFAG00000034173	OG_05505	HQ_03958	IFT57	MACFA	5	1to1	1to1	ENSSSCG00000011941	HQ_03958	IFT57	PIGXX	5	1to1	1to1	93.2243	90.8884	100.0	100.0	1.0	0.8	0.8	1	1
ENSMFAG00000039536	OG_01980	HQ_12183	CD47	MACFA	5	multi_copy	1to1	ENSSSCG00000011942	HQ_12183	CD47	PIGXX	5	multi_copy	1to1	63.2353	59.7222	100.0	56.45	1.0	1.0	1.0	1	1
