ensembl_id_MOUSE	ens_orthogroup_id	ens_hqorthogroup_id_MOUSE	gene_symbol_MOUSE	species_code_MOUSE	n_species_MOUSE	ens_orthogroup_status_MOUSE	ens_hqorthogroup_status_MOUSE	ensembl_id_RATNO	ens_hqorthogroup_id_RATNO	gene_symbol_RATNO	species_code_RATNO	n_species_RATNO	ens_orthogroup_status_RATNO	ens_hqorthogroup_status_RATNO	ens_identity	ens_homology_identity	ens_goc_score	ens_wga_coverage	ens_is_high_confidence	atlas_goc_score_pairwise	atlas_hq_goc_score_pairwise	ortholog_rank_MOUSE	ortholog_rank_RATNO
ENSMUSG00000062694	OG_13103	HQ_11332	Cav3	MOUSE	5	1to1	1to1	ENSRNOG00000005798	HQ_11332	Cav3	RATNO	5	1to1	1to1	98.6755	98.6755	100.0	100.0	1.0	0.5555555555555556	0.5555555555555556	1	1
ENSMUSG00000046845	OG_15885	HQ_14209	Il1f10	MOUSE	4	1to1	1to1	ENSRNOG00000005800	HQ_14209	Il1f10	RATNO	4	1to1	1to1	92.7632	92.7632	100.0	100.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSMUSG00000061455	OG_07782	HQ_06200	Stx17	MOUSE	5	1to1	1to1	ENSRNOG00000005801	HQ_06200	Stx17	RATNO	5	1to1	1to1	96.0133	96.0133	100.0	100.0	1.0	0.5	0.5	1	1
ENSMUSG00000028514	OG_10307	HQ_08649	Usp24	MOUSE	5	1to1	1to1	ENSRNOG00000005802	HQ_08649	Usp24	RATNO	5	1to1	1to1	98.6249	98.7003	100.0	100.0	1.0	0.6	0.45454545454545453	1	1
ENSMUSG00000016554	OG_03955	HQ_02394	Eif3d	MOUSE	5	1to1	1to1	ENSRNOG00000005804	HQ_02394	Eif3d	RATNO	5	1to1	1to1	100.0	100.0	100.0	100.0	1.0	0.8571428571428571	0.8571428571428571	1	1
ENSMUSG00000049112	OG_12963	HQ_11201	Oxtr	MOUSE	5	1to1	1to1	ENSRNOG00000005806	HQ_11201	Oxtr	RATNO	5	1to1	1to1	97.6804	97.6804	100.0	100.0	1.0	0.7142857142857143	0.7142857142857143	1	1
ENSMUSG00000031506	OG_08646	HQ_07051	Ptpn7	MOUSE	5	1to1	1to1	ENSRNOG00000005807	HQ_07051	Ptpn7	RATNO	5	1to1	1to1	98.0501	98.0501	100.0	100.0	1.0	0.75	0.75	1	1
ENSMUSG00000030220	OG_05188	HQ_03641	Arhgdib	MOUSE	5	1to1	1to1	ENSRNOG00000005809	HQ_03641	Arhgdib	RATNO	5	1to1	1to1	95.5	78.6008	100.0	100.0	0.0	0.5714285714285714	0.5714285714285714	1	1
ENSMUSG00000039193	OG_15437	HQ_13522	Nlrc4	MOUSE	4	1to1	1to1	ENSRNOG00000005810	HQ_13522	Nlrc4	RATNO	4	1to1	1to1	82.6255	83.6755	100.0	100.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSMUSG00000027132	OG_07381	HQ_05791	Katnbl1	MOUSE	5	1to1	1to1	ENSRNOG00000005814	HQ_05791	NEWGENE_1582771	RATNO	5	1to1	1to1	95.6522	95.6522	100.0	100.0	1.0	0.75	0.75	1	1
ENSMUSG00000056004	OG_10815	HQ_09137	Elapor2	MOUSE	5	1to1	1to1	ENSRNOG00000005818	HQ_09137	Elapor2	RATNO	5	1to1	1to1	98.0545	98.1499	100.0	100.0	1.0	0.3333333333333333	0.25	1	1
ENSMUSG00000003955	OG_01337	HQ_03926	Fam162a	MOUSE	5	multi_copy	1to1	ENSRNOG00000005821	HQ_SNG_011703	RGD1306484	RATNO	5	multi_copy	singleton	77.4194	72.2892	0.0	0.0	0.0	0.1111111111111111	0.0	2	1
ENSMUSG00000004356	OG_06126	HQ_04579	Utp20	MOUSE	5	1to1	1to1	ENSRNOG00000005823	HQ_04579	Utp20	RATNO	5	1to1	1to1	94.4783	94.2755	100.0	100.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSMUSG00000069515	OG_00575	HQ_00121	Lyz1	MOUSE	5	multi_copy	multi_copy	ENSRNOG00000005825	HQ_00121	Lyz2	RATNO	5	multi_copy	multi_copy	83.7838	64.5833	100.0	100.0	0.0	0.5	0.5	1	1
ENSMUSG00000069516	OG_00575	HQ_00121	Lyz2	MOUSE	5	multi_copy	multi_copy	ENSRNOG00000005825	HQ_00121	Lyz2	RATNO	5	multi_copy	multi_copy	87.8378	67.7083	100.0	100.0	0.0	0.42857142857142855	0.42857142857142855	1	2
ENSMUSG00000020177	OG_00575	HQ_00121	9530003J23Rik	MOUSE	5	multi_copy	multi_copy	ENSRNOG00000005825	HQ_00121	Lyz2	RATNO	5	multi_copy	multi_copy	0.0	0.0	0.0	0.0	0.0	0.375	0.375	2	3
ENSMUSG00000036309	OG_01334	HQ_13806	Skp1	MOUSE	5	multi_copy	1to1	ENSRNOG00000005828	HQ_13806	Skp1	RATNO	5	multi_copy	1to1	100.0	98.7879	75.0	100.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSMUSG00000046500	OG_10501	HQ_08828	Tafa4	MOUSE	5	1to1	1to1	ENSRNOG00000005830	HQ_08828	Tafa4	RATNO	5	1to1	1to1	94.0741	94.0741	100.0	100.0	1.0	0.7142857142857143	0.7142857142857143	1	1
ENSMUSG00000015488	OG_10138	HQ_14617	Cacfd1	MOUSE	5	1to1	1to1	ENSRNOG00000005840	HQ_14617	ENSRNOG00000005840	RATNO	5	1to1	1to1	63.7427	82.5758	100.0	100.0	0.0	0.3	0.3	1	1
ENSMUSG00000028343	OG_02487	HQ_00928	Erp44	MOUSE	5	1to1	1to1	ENSRNOG00000005841	HQ_00928	Erp44	RATNO	5	1to1	1to1	97.7832	97.7832	100.0	100.0	1.0	0.5	0.5	1	1
ENSMUSG00000028405	OG_06287	HQ_04738	Aco1	MOUSE	5	1to1	1to1	ENSRNOG00000005849	HQ_04738	Aco1	RATNO	5	1to1	1to1	95.7255	95.7255	100.0	100.0	1.0	0.7142857142857143	0.7142857142857143	1	1
ENSMUSG00000025777	OG_04440	HQ_02896	Gdap1	MOUSE	5	1to1	1to1	ENSRNOG00000005850	HQ_02896	Gdap1	RATNO	5	1to1	1to1	96.0894	81.5166	100.0	100.0	1.0	0.45454545454545453	0.45454545454545453	1	1
ENSMUSG00000030043	OG_05607	HQ_04060	Tacr1	MOUSE	5	1to1	1to1	ENSRNOG00000005853	HQ_04060	Tacr1	RATNO	5	1to1	1to1	99.0172	99.0172	100.0	100.0	1.0	0.625	0.625	1	1
ENSMUSG00000022309	OG_09588	HQ_07973	Angpt1	MOUSE	5	1to1	1to1	ENSRNOG00000005854	HQ_07973	Angpt1	RATNO	5	1to1	1to1	98.7952	98.7952	100.0	100.0	1.0	0.5555555555555556	0.5555555555555556	1	1
ENSMUSG00000024069	OG_09461	HQ_07847	Slc30a6	MOUSE	5	1to1	1to1	ENSRNOG00000005856	HQ_07847	Slc30a6	RATNO	5	1to1	1to1	97.6344	97.6344	100.0	100.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSMUSG00000045201	OG_12860	HQ_11101	Lrrc3b	MOUSE	5	1to1	1to1	ENSRNOG00000005857	HQ_11101	Lrrc3b	RATNO	5	1to1	1to1	100.0	100.0	100.0	100.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSMUSG00000032758	OG_19250	HQ_SNG_008209	Kap	MOUSE	2	1to1	singleton	ENSRNOG00000005858	HQ_SNG_011705	Kap	RATNO	2	1to1	singleton	52.8926	53.3333	100.0	100.0	0.0	0.4	0.16666666666666666	1	1
ENSMUSG00000027007	OG_08008	HQ_06419	Itprid2	MOUSE	5	1to1	1to1	ENSRNOG00000005865	HQ_06419	Itprid2	RATNO	5	1to1	1to1	92.7316	92.51	100.0	100.0	1.0	1.0	1.0	1	1
ENSMUSG00000034848	OG_06372	HQ_04816	Ttc21b	MOUSE	5	1to1	1to1	ENSRNOG00000005868	HQ_04816	Ttc21b	RATNO	5	1to1	1to1	98.327	97.218	100.0	100.0	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSMUSG00000033813	OG_01954	HQ_11902	Tcea1	MOUSE	5	multi_copy	1to1	ENSRNOG00000005869	HQ_SNG_011707	AABR07017110.1	RATNO	5	multi_copy	singleton	88.4615	91.6944	0.0	0.0	0.0	0.16666666666666666	0.0	2	1
ENSMUSG00000026981	OG_15881	HQ_14206	Il1rn	MOUSE	4	1to1	1to1	ENSRNOG00000005871	HQ_14206	Il1rn	RATNO	4	1to1	1to1	78.0899	85.8025	100.0	100.0	0.0	0.8	0.8	1	1
ENSMUSG00000000782	OG_15421	HQ_13489	Tcf7	MOUSE	4	1to1	1to1	ENSRNOG00000005872	HQ_13489	Tcf7	RATNO	4	1to1	1to1	86.1575	74.433	50.0	100.0	0.0	1.0	1.0	1	1
ENSMUSG00000034771	OG_02910	HQ_01348	Tle2	MOUSE	5	1to1	1to1	ENSRNOG00000005874	HQ_01348	Tle2	RATNO	5	1to1	1to1	96.8709	96.8709	100.0	100.0	1.0	0.3333333333333333	0.14285714285714285	1	1
ENSMUSG00000024120	OG_07964	HQ_06376	Lrpprc	MOUSE	5	1to1	1to1	ENSRNOG00000005877	HQ_06376	Lrpprc	RATNO	5	1to1	1to1	90.3017	89.9142	100.0	100.0	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSMUSG00000031925	OG_13324	HQ_11543	Maml2	MOUSE	5	1to1	1to1	ENSRNOG00000005879	HQ_11543	Maml2	RATNO	5	1to1	1to1	90.8547	93.0009	100.0	100.0	1.0	0.375	0.375	1	1
ENSMUSG00000008305	OG_14014	HQ_12184	Tle1	MOUSE	5	1to1	1to1	ENSRNOG00000005882	HQ_12184	Tle1	RATNO	5	1to1	1to1	98.5897	95.6468	50.0	100.0	1.0	0.16666666666666666	0.125	1	1
ENSMUSG00000042567	OG_10532	HQ_08855	Nek10	MOUSE	5	1to1	1to1	ENSRNOG00000005883	HQ_08855	Nek10	RATNO	5	1to1	1to1	87.8924	95.5166	100.0	100.0	1.0	0.6	0.6	1	1
ENSMUSG00000055943	OG_07382	HQ_05792	Emc7	MOUSE	5	1to1	1to1	ENSRNOG00000005884	HQ_05792	Emc7	RATNO	5	1to1	1to1	98.3402	98.3402	100.0	100.0	1.0	0.75	0.75	1	1
ENSMUSG00000061894	OG_06215	HQ_04665	Zscan20	MOUSE	5	1to1	1to1	ENSRNOG00000005886	HQ_04665	Zscan20	RATNO	5	1to1	1to1	86.5049	86.421	100.0	100.0	1.0	0.5	0.36363636363636365	1	1
ENSMUSG00000027344	OG_09261	HQ_07656	Fsip1	MOUSE	5	1to1	1to1	ENSRNOG00000005888	HQ_07656	Fsip1	RATNO	5	1to1	1to1	83.4739	78.9474	100.0	100.0	0.0	0.8333333333333334	0.8333333333333334	1	1
ENSMUSG00000036371	OG_08494	HQ_06898	Serbp1	MOUSE	5	1to1	1to1	ENSRNOG00000005890	HQ_06898	Serbp1	RATNO	5	1to1	1to1	96.0688	92.435	100.0	100.0	1.0	0.5	0.5	1	1
ENSMUSG00000036067	OG_10139	HQ_08498	Slc2a6	MOUSE	5	1to1	1to1	ENSRNOG00000005900	HQ_08498	Slc2a6	RATNO	5	1to1	1to1	60.3622	93.4579	100.0	100.0	0.0	0.45454545454545453	0.45454545454545453	1	1
ENSMUSG00000027160	OG_05055	HQ_03508	Ccdc34	MOUSE	5	1to1	1to1	ENSRNOG00000005902	HQ_03508	Ccdc34	RATNO	5	1to1	1to1	88.5559	78.6925	100.0	100.0	0.0	0.75	0.75	1	1
ENSMUSG00000031995	OG_09181	HQ_07579	St14	MOUSE	5	1to1	1to1	ENSRNOG00000005903	HQ_07579	St14	RATNO	5	1to1	1to1	94.7368	94.7368	100.0	100.0	1.0	0.8	0.8	1	1
ENSMUSG00000020687	OG_15312	HQ_13323	Cdc27	MOUSE	4	1to1	1to1	ENSRNOG00000005904	HQ_13323	Cdc27	RATNO	4	1to1	1to1	96.9916	95.6109	100.0	100.0	1.0	0.6	0.6	1	1
ENSMUSG00000028525	OG_13352	HQ_11568	Pde4b	MOUSE	5	1to1	1to1	ENSRNOG00000005905	HQ_11568	Pde4b	RATNO	5	1to1	1to1	99.3207	99.3207	100.0	100.0	1.0	1.0	1.0	1	1
ENSMUSG00000002944	OG_01488	HQ_00379	Cd36	MOUSE	5	multi_copy	multi_copy	ENSRNOG00000005906	HQ_00379	RGD1565355	RATNO	5	multi_copy	multi_copy	94.7034	94.7034	100.0	100.0	1.0	0.125	0.125	1	1
ENSMUSG00000030254	OG_03066	HQ_01501	Rad18	MOUSE	5	1to1	1to1	ENSRNOG00000005907	HQ_01501	Rad18	RATNO	5	1to1	1to1	81.8345	92.1053	100.0	99.33	1.0	0.5	0.5	1	1
ENSMUSG00000042508	OG_00622	HQ_05927	Dmtf1	MOUSE	5	multi_copy	1to1	ENSRNOG00000005908	HQ_05927	Dmtf1	RATNO	5	multi_copy	1to1	98.4231	98.5526	100.0	100.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSMUSG00000058670	OG_00622	HQ_SNG_008830	Dmtf1l	MOUSE	5	multi_copy	singleton	ENSRNOG00000005908	HQ_05927	Dmtf1	RATNO	5	multi_copy	1to1	0.0	0.0	0.0	0.0	0.0	0.07142857142857142	0.0	3	2
ENSMUSG00000045232	OG_11908	HQ_10194	Rln3	MOUSE	5	1to1	1to1	ENSRNOG00000005911	HQ_10194	Rln3	RATNO	5	1to1	1to1	93.617	94.2857	100.0	100.0	1.0	0.75	0.75	1	1
ENSMUSG00000021096	OG_04011	HQ_02459	Ppm1a	MOUSE	5	1to1	1to1	ENSRNOG00000005916	HQ_02459	Ppm1a	RATNO	5	1to1	1to1	98.4293	79.661	75.0	100.0	0.0	0.375	0.375	1	1
ENSMUSG00000035873	OG_12644	HQ_10905	Pawr	MOUSE	5	1to1	1to1	ENSRNOG00000005917	HQ_10905	Pawr	RATNO	5	1to1	1to1	92.1922	76.1787	100.0	100.0	0.0	0.8333333333333334	0.8333333333333334	1	1
ENSMUSG00000042293	OG_12925	HQ_11161	Gm5617	MOUSE	5	1to1	1to1	ENSRNOG00000005918	HQ_11161	RGD1563941	RATNO	5	1to1	1to1	98.2906	98.2906	100.0	100.0	1.0	1.0	1.0	1	1
ENSMUSG00000095687	OG_00750	HQ_00950	Rnaset2a	MOUSE	5	multi_copy	multi_copy	ENSRNOG00000005920	HQ_SNG_011708	AABR07054266.1	RATNO	5	multi_copy	singleton	72.973	94.5	0.0	0.0	0.0	0.07692307692307693	0.0	2	1
ENSMUSG00000094724	OG_00750	HQ_00950	Rnaset2b	MOUSE	5	multi_copy	multi_copy	ENSRNOG00000005920	HQ_SNG_011708	AABR07054266.1	RATNO	5	multi_copy	singleton	72.973	94.5	0.0	0.0	0.0	0.07142857142857142	0.0	2	2
ENSMUSG00000062793	OG_18364	HQ_SNG_008979	Or9m2	MOUSE	2	multi_copy	singleton	ENSRNOG00000005921	HQ_SNG_011709	Olr606	RATNO	2	multi_copy	singleton	88.8179	88.8179	50.0	0.0	0.0	0.5	0.3333333333333333	1	1
ENSMUSG00000075141	OG_18364	HQ_SNG_009520	Or9m1b	MOUSE	2	multi_copy	singleton	ENSRNOG00000005921	HQ_SNG_011709	Olr606	RATNO	2	multi_copy	singleton	90.9091	92.6518	0.0	2.4	0.0	0.5	0.3333333333333333	1	2
ENSMUSG00000031918	OG_03545	HQ_01980	Mtmr2	MOUSE	5	1to1	1to1	ENSRNOG00000005923	HQ_01980	Mtmr2	RATNO	5	1to1	1to1	98.9114	98.9114	100.0	100.0	1.0	0.4	0.4	1	1
ENSMUSG00000015932	OG_06599	HQ_05037	Dstn	MOUSE	5	1to1	1to1	ENSRNOG00000005924	HQ_05037	Dstn	RATNO	5	1to1	1to1	98.7879	98.7879	100.0	100.0	1.0	0.75	0.75	1	1
ENSMUSG00000055531	OG_15600	HQ_13775	Cpsf6	MOUSE	4	1to1	1to1	ENSRNOG00000005927	HQ_13775	Cpsf6	RATNO	4	1to1	1to1	99.8299	99.8299	100.0	100.0	1.0	0.5	0.5	1	1
ENSMUSG00000056665	OG_06938	HQ_05366	Them6	MOUSE	5	1to1	1to1	ENSRNOG00000005929	HQ_05366	Them6	RATNO	5	1to1	1to1	97.1014	97.1014	100.0	100.0	1.0	0.75	0.45454545454545453	1	1
ENSMUSG00000032271	OG_11205	HQ_09526	Nnmt	MOUSE	5	1to1	1to1	ENSRNOG00000005930	HQ_09526	Nnmt	RATNO	5	1to1	1to1	95.4545	95.4545	100.0	100.0	1.0	1.0	1.0	1	1
ENSMUSG00000039007	OG_04427	HQ_02882	Cpq	MOUSE	5	1to1	1to1	ENSRNOG00000005931	HQ_02882	Cpq	RATNO	5	1to1	1to1	92.766	92.3729	50.0	100.0	1.0	0.5	0.5	1	1
ENSMUSG00000039270	OG_04773	HQ_03215	Megf9	MOUSE	5	1to1	1to1	ENSRNOG00000005932	HQ_03215	Megf9	RATNO	5	1to1	1to1	93.0	93.1553	100.0	100.0	1.0	0.8	0.5	1	1
ENSMUSG00000053110	OG_07888	HQ_06301	Yap1	MOUSE	5	1to1	1to1	ENSRNOG00000005933	HQ_06301	Yap1	RATNO	5	1to1	1to1	98.1557	97.955	100.0	100.0	1.0	0.6	0.6	1	1
ENSMUSG00000032355	OG_16018	HQ_14407	Mlip	MOUSE	4	1to1	1to1	ENSRNOG00000005934	HQ_14407	Mlip	RATNO	4	1to1	1to1	89.5553	89.648	100.0	100.0	1.0	1.0	1.0	1	1
ENSMUSG00000028794	OG_16697	HQ_15380	A3galt2	MOUSE	4	1to1	1to1	ENSRNOG00000005935	HQ_15380	A3galt2	RATNO	4	1to1	1to1	82.1622	78.553	100.0	100.0	0.0	0.5	0.5	1	1
ENSMUSG00000001517	OG_05164	HQ_03619	Foxm1	MOUSE	5	1to1	1to1	ENSRNOG00000005936	HQ_03619	Foxm1	RATNO	5	1to1	1to1	93.395	91.6991	100.0	100.0	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSMUSG00000022596	OG_01428	HQ_05078	Slurp1	MOUSE	5	multi_copy	multi_copy	ENSRNOG00000005944	HQ_05078	Slurp1	RATNO	5	multi_copy	multi_copy	93.6364	93.6364	100.0	100.0	1.0	0.875	0.5454545454545454	1	1
ENSMUSG00000064330	OG_08089	HQ_06498	Pde6h	MOUSE	5	1to1	1to1	ENSRNOG00000005947	HQ_06498	Pde6h	RATNO	5	1to1	1to1	56.6265	55.9524	100.0	100.0	0.0	0.5	0.5	1	1
ENSMUSG00000075136	OG_19482	HQ_19371	Or5d37	MOUSE	2	1to1	1to1	ENSRNOG00000005950	HQ_19371	Olr608	RATNO	2	1to1	1to1	92.0245	92.0245	75.0	100.0	1.0	0.5714285714285714	0.4444444444444444	1	1
ENSMUSG00000005364	OG_03699	HQ_02137	Il5ra	MOUSE	5	1to1	1to1	ENSRNOG00000005954	HQ_02137	Il5ra	RATNO	5	1to1	1to1	86.0241	79.6875	100.0	100.0	0.0	0.5	0.5	1	1
ENSMUSG00000043943	OG_03283	HQ_01722	Naalad2	MOUSE	5	1to1	1to1	ENSRNOG00000005955	HQ_01722	Naalad2	RATNO	5	1to1	1to1	95.1157	95.1157	0.0	100.0	1.0	0.5	0.1	1	1
ENSMUSG00000044726	OG_16513	HQ_16773	Erich5	MOUSE	4	1to1	1to1	ENSRNOG00000005956	HQ_SNG_011711	Erich5	RATNO	4	1to1	singleton	78.7293	77.027	100.0	100.0	0.0	0.5	0.3333333333333333	1	1
ENSMUSG00000021733	OG_02552	HQ_00993	Slc4a7	MOUSE	5	1to1	1to1	ENSRNOG00000005957	HQ_00993	Slc4a7	RATNO	5	1to1	1to1	97.0494	97.516	100.0	100.0	1.0	0.5	0.5	1	1
ENSMUSG00000027422	OG_06591	HQ_05029	Rrbp1	MOUSE	5	1to1	1to1	ENSRNOG00000005958	HQ_05029	Rrbp1	RATNO	5	1to1	1to1	91.5984	92.2918	100.0	100.0	1.0	0.7142857142857143	0.5	1	1
ENSMUSG00000038112	OG_00807	HQ_03520	AW551984	MOUSE	5	multi_copy	1to1	ENSRNOG00000005960	HQ_03520	RGD1311744	RATNO	5	multi_copy	1to1	80.8458	71.0383	100.0	100.0	0.0	0.6666666666666666	0.6666666666666666	1	1
ENSMUSG00000023186	OG_00807	HQ_18746	Vwa5a	MOUSE	5	multi_copy	1to1	ENSRNOG00000005960	HQ_03520	RGD1311744	RATNO	5	multi_copy	1to1	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	0.0	2	2
ENSMUSG00000047187	OG_04441	HQ_02897	Rab2a	MOUSE	5	1to1	1to1	ENSRNOG00000005963	HQ_02897	Rab2a	RATNO	5	1to1	1to1	99.5283	99.5283	100.0	100.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSMUSG00000028341	OG_05982	HQ_04441	Nr4a3	MOUSE	5	1to1	1to1	ENSRNOG00000005964	HQ_04441	Nr4a3	RATNO	5	1to1	1to1	94.9772	99.3631	100.0	100.0	1.0	0.5555555555555556	0.5555555555555556	1	1
ENSMUSG00000059883	OG_14191	HQ_12354	Irak4	MOUSE	5	1to1	1to1	ENSRNOG00000005965	HQ_12354	Irak4	RATNO	5	1to1	1to1	92.1569	91.757	100.0	100.0	1.0	0.6	0.6	1	1
ENSMUSG00000014704	OG_04678	HQ_03118	Hoxa2	MOUSE	5	1to1	1to1	ENSRNOG00000005968	HQ_03118	Hoxa2	RATNO	5	1to1	1to1	98.6559	98.6559	100.0	100.0	1.0	0.875	0.875	1	1
ENSMUSG00000032352	OG_15901	HQ_14235	Lrrc1	MOUSE	4	1to1	1to1	ENSRNOG00000005970	HQ_14235	Lrrc1	RATNO	4	1to1	1to1	95.229	80.6139	100.0	100.0	1.0	1.0	1.0	1	1
ENSMUSG00000040133	OG_11078	HQ_09397	Gpr176	MOUSE	5	1to1	1to1	ENSRNOG00000005971	HQ_09397	Gpr176	RATNO	5	1to1	1to1	96.3107	96.6862	100.0	100.0	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSMUSG00000029780	OG_06279	HQ_04729	Nt5c3	MOUSE	5	1to1	1to1	ENSRNOG00000005981	HQ_04729	Nt5c3a	RATNO	5	1to1	1to1	100.0	100.0	100.0	100.0	1.0	0.6	0.2	1	1
ENSMUSG00000000581	OG_00698	HQ_12242	C1d	MOUSE	5	multi_copy	1to1	ENSRNOG00000005982	HQ_12242	C1d	RATNO	5	multi_copy	1to1	97.1631	97.1631	100.0	100.0	1.0	0.625	0.625	1	1
ENSMUSG00000030199	OG_08091	HQ_06500	Etv6	MOUSE	5	1to1	1to1	ENSRNOG00000005984	HQ_06500	Etv6	RATNO	5	1to1	1to1	85.7732	92.0354	100.0	100.0	1.0	0.36363636363636365	0.25	1	1
ENSMUSG00000063142	OG_09740	HQ_08120	Kcnma1	MOUSE	5	1to1	1to1	ENSRNOG00000005985	HQ_08120	Kcnma1	RATNO	5	1to1	1to1	99.5169	99.5169	75.0	100.0	1.0	0.2	0.2	1	1
ENSMUSG00000049858	OG_08147	HQ_06558	Suox	MOUSE	5	1to1	1to1	ENSRNOG00000005987	HQ_06558	Suox	RATNO	5	1to1	1to1	91.0256	90.3636	100.0	100.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSMUSG00000026426	OG_08648	HQ_07053	Arl8a	MOUSE	5	1to1	1to1	ENSRNOG00000005988	HQ_07053	Arl8a	RATNO	5	1to1	1to1	100.0	100.0	100.0	100.0	1.0	0.75	0.75	1	1
ENSMUSG00000026988	OG_13919	HQ_12095	Wdsub1	MOUSE	5	1to1	1to1	ENSRNOG00000005990	HQ_12095	Wdsub1	RATNO	5	1to1	1to1	92.4051	92.2105	100.0	100.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSMUSG00000021786	OG_09298	HQ_07691	Oxsm	MOUSE	5	1to1	1to1	ENSRNOG00000005993	HQ_07691	Oxsm	RATNO	5	1to1	1to1	90.1961	90.7895	100.0	100.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSMUSG00000026890	OG_04783	HQ_03225	Lhx6	MOUSE	5	1to1	1to1	ENSRNOG00000005996	HQ_03225	Lhx6	RATNO	5	1to1	1to1	99.2347	99.2347	100.0	100.0	1.0	0.6	0.6	1	1
ENSMUSG00000021136	OG_14295	HQ_12456	Smoc1	MOUSE	5	1to1	1to1	ENSRNOG00000005998	HQ_12456	Smoc1	RATNO	5	1to1	1to1	99.1361	99.1361	100.0	100.0	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSMUSG00000003119	OG_11308	HQ_09623	Cdk12	MOUSE	5	1to1	1to1	ENSRNOG00000006000	HQ_09623	Cdk12	RATNO	5	1to1	1to1	97.1698	97.2353	100.0	100.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSMUSG00000029823	OG_08966	HQ_07369	Luc7l2	MOUSE	5	1to1	1to1	ENSRNOG00000006001	HQ_07369	Luc7l2	RATNO	5	1to1	1to1	94.6429	94.8849	100.0	100.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSMUSG00000037885	OG_06587	HQ_05025	Stk35	MOUSE	5	1to1	1to1	ENSRNOG00000006002	HQ_05025	Stk35	RATNO	5	1to1	1to1	95.7328	85.4305	100.0	100.0	1.0	0.75	0.5555555555555556	1	1
ENSMUSG00000063063	OG_02920	HQ_01357	Ctnna2	MOUSE	5	1to1	1to1	ENSRNOG00000006003	HQ_01357	Ctnna2	RATNO	5	1to1	1to1	99.8965	99.8965	100.0	100.0	1.0	0.42857142857142855	0.5	1	1
ENSMUSG00000028796	OG_07453	HQ_05863	Phc2	MOUSE	5	1to1	1to1	ENSRNOG00000006004	HQ_05863	Phc2	RATNO	5	1to1	1to1	92.7059	92.7059	100.0	100.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSMUSG00000025243	OG_00926	HQ_00222	Slc6a20b	MOUSE	5	multi_copy	multi_copy	ENSRNOG00000006010	HQ_00222	RGD1566368	RATNO	5	multi_copy	multi_copy	93.2283	93.5229	100.0	100.0	1.0	0.6	0.6	1	1
ENSMUSG00000036814	OG_00926	HQ_00222	Slc6a20a	MOUSE	5	multi_copy	multi_copy	ENSRNOG00000006010	HQ_00222	RGD1566368	RATNO	5	multi_copy	multi_copy	0.0	0.0	0.0	0.0	0.0	0.4	0.4	2	2
ENSMUSG00000009633	OG_06379	HQ_04823	G0s2	MOUSE	5	1to1	1to1	ENSRNOG00000006019	HQ_04823	G0s2	RATNO	5	1to1	1to1	92.233	92.233	100.0	100.0	1.0	0.375	0.375	1	1
ENSMUSG00000026639	OG_14029	HQ_12195	Lamb3	MOUSE	5	1to1	1to1	ENSRNOG00000006025	HQ_12195	Lamb3	RATNO	5	1to1	1to1	94.4349	94.1126	100.0	100.0	1.0	0.4444444444444444	0.4444444444444444	1	1
ENSMUSG00000005102	OG_06837	HQ_05267	Eif2ak4	MOUSE	5	1to1	1to1	ENSRNOG00000006027	HQ_05267	Eif2ak4	RATNO	5	1to1	1to1	96.1772	96.1189	100.0	100.0	1.0	0.5	0.5	1	1
ENSMUSG00000051786	OG_15754	HQ_14024	Tubgcp6	MOUSE	4	1to1	1to1	ENSRNOG00000006028	HQ_14024	Tubgcp6	RATNO	4	1to1	1to1	92.0294	92.3426	100.0	100.0	1.0	0.375	0.375	1	1
ENSMUSG00000068748	OG_04714	HQ_03153	Ptprz1	MOUSE	5	1to1	1to1	ENSRNOG00000006030	HQ_03153	Ptprz1	RATNO	5	1to1	1to1	92.5173	92.3575	100.0	100.0	1.0	0.4444444444444444	0.4444444444444444	1	1
ENSMUSG00000037307	OG_06607	HQ_13986	Banf2	MOUSE	5	1to1	1to1	ENSRNOG00000006032	HQ_SNG_011713	Banf2	RATNO	5	1to1	singleton	95.5556	53.0864	100.0	100.0	0.0	0.5714285714285714	0.375	1	1
