ensembl_id_HUMAN	ens_orthogroup_id	ens_hqorthogroup_id_HUMAN	gene_symbol_HUMAN	species_code_HUMAN	n_species_HUMAN	ens_orthogroup_status_HUMAN	ens_hqorthogroup_status_HUMAN	ensembl_id_RATNO	ens_hqorthogroup_id_RATNO	gene_symbol_RATNO	species_code_RATNO	n_species_RATNO	ens_orthogroup_status_RATNO	ens_hqorthogroup_status_RATNO	ens_identity	ens_homology_identity	ens_goc_score	ens_wga_coverage	ens_is_high_confidence	atlas_goc_score_pairwise	atlas_hq_goc_score_pairwise	ortholog_rank_HUMAN	ortholog_rank_RATNO
ENSG00000178860	OG_12773	HQ_11023	MSC	HUMAN	5	1to1	1to1	ENSRNOG00000007540	HQ_11023	Msc	RATNO	5	1to1	1to1	76.699	77.0732	100.0	0.0	1.0	0.3	0.3	1	1
ENSG00000183386	OG_13197	HQ_11424	FHL3	HUMAN	5	1to1	1to1	ENSRNOG00000007541	HQ_11424	Fhl3	RATNO	5	1to1	1to1	97.8571	92.5676	100.0	0.0	1.0	0.625	0.625	1	1
ENSG00000166922	OG_01743	HQ_09568	SCG5	HUMAN	5	multi_copy	1to1	ENSRNOG00000007542	HQ_09568	Scg5	RATNO	5	multi_copy	1to1	91.9811	92.8571	75.0	0.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSG00000162594	OG_10341	HQ_08676	IL23R	HUMAN	5	1to1	1to1	ENSRNOG00000007544	HQ_08676	Il23r	RATNO	5	1to1	1to1	70.2703	69.1706	50.0	89.3	1.0	0.2857142857142857	0.25	1	1
ENSG00000167772	OG_11393	HQ_09703	ANGPTL4	HUMAN	5	1to1	1to1	ENSRNOG00000007545	HQ_09703	Angptl4	RATNO	5	1to1	1to1	76.601	76.7901	50.0	0.0	0.0	0.25	0.25	1	1
ENSG00000070669	OG_03055	HQ_01489	ASNS	HUMAN	5	1to1	1to1	ENSRNOG00000007546	HQ_01489	Asns	RATNO	5	1to1	1to1	93.5829	93.5829	50.0	0.0	0.0	0.07142857142857142	0.07142857142857142	1	1
ENSG00000132664	OG_07222	HQ_05639	POLR3F	HUMAN	5	1to1	1to1	ENSRNOG00000007548	HQ_05639	Polr3f	RATNO	5	1to1	1to1	99.0506	84.3666	100.0	0.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSG00000132849	OG_07253	HQ_05668	PATJ	HUMAN	5	1to1	1to1	ENSRNOG00000007551	HQ_05668	Patj	RATNO	5	1to1	1to1	76.9394	77.9333	100.0	49.86	1.0	0.5	0.2857142857142857	1	1
ENSG00000147256	OG_08999	HQ_14429	ARHGAP36	HUMAN	5	1to1	1to1	ENSRNOG00000007552	HQ_14429	Arhgap36	RATNO	5	1to1	1to1	78.7934	75.3496	75.0	0.0	1.0	0.16666666666666666	0.16666666666666666	1	1
ENSG00000180424	OG_12924	HQ_11160	DEFB123	HUMAN	5	1to1	1to1	ENSRNOG00000007558	HQ_11160	ENSRNOG00000007558	RATNO	5	1to1	1to1	58.209	50.0	100.0	0.0	1.0	0.6	0.3333333333333333	1	1
ENSG00000149328	OG_09179	HQ_07576	GLB1L2	HUMAN	5	1to1	1to1	ENSRNOG00000007561	HQ_07576	Glb1l2	RATNO	5	1to1	1to1	77.044	70.5036	75.0	0.0	1.0	0.5	0.5	1	1
ENSG00000072840	OG_03125	HQ_01561	EVC	HUMAN	5	1to1	1to1	ENSRNOG00000007564	HQ_01561	Evc	RATNO	5	1to1	1to1	68.0444	68.1818	100.0	42.65	1.0	0.5714285714285714	0.375	1	1
ENSG00000088320	OG_03584	HQ_02019	REM1	HUMAN	5	1to1	1to1	ENSRNOG00000007567	HQ_02019	Rem1	RATNO	5	1to1	1to1	90.2685	90.5724	100.0	0.0	1.0	0.625	0.4444444444444444	1	1
ENSG00000132122	OG_15828	HQ_14124	SPATA6	HUMAN	4	1to1	1to1	ENSRNOG00000007568	HQ_14124	Spata6	RATNO	4	1to1	1to1	87.9098	89.375	100.0	0.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSG00000023697	OG_02491	HQ_00932	DERA	HUMAN	5	1to1	1to1	ENSRNOG00000007570	HQ_00932	Dera	RATNO	5	1to1	1to1	88.6792	88.959	100.0	19.91	1.0	0.6	0.6	1	1
ENSG00000170689	OG_11844	HQ_10138	HOXB9	HUMAN	5	1to1	1to1	ENSRNOG00000007573	HQ_10138	Hoxb9	RATNO	5	1to1	1to1	96.8	96.8	100.0	0.0	1.0	0.46153846153846156	0.46153846153846156	1	1
ENSG00000117115	OG_05801	HQ_04258	PADI2	HUMAN	5	1to1	1to1	ENSRNOG00000007574	HQ_04258	Padi2	RATNO	5	1to1	1to1	93.5338	92.422	100.0	0.0	1.0	0.625	0.625	1	1
ENSG00000148123	OG_09069	HQ_07465	PLPPR1	HUMAN	5	1to1	1to1	ENSRNOG00000007575	HQ_07465	Plppr1	RATNO	5	1to1	1to1	96.3077	96.3077	100.0	27.94	1.0	0.5	0.42857142857142855	1	1
ENSG00000167981	OG_16311	HQ_14871	ZNF597	HUMAN	4	1to1	1to1	ENSRNOG00000007576	HQ_14871	Zfp597	RATNO	4	1to1	1to1	60.8491	61.5752	100.0	0.0	1.0	0.6	0.6	1	1
ENSG00000198783	OG_14310	HQ_12471	ZNF830	HUMAN	5	1to1	1to1	ENSRNOG00000007578	HQ_12471	Zfp830	RATNO	5	1to1	1to1	83.6021	84.0541	100.0	0.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSG00000179520	OG_12835	HQ_11081	SLC17A8	HUMAN	5	1to1	1to1	ENSRNOG00000007581	HQ_11081	Slc17a8	RATNO	5	1to1	1to1	91.6808	91.8367	100.0	92.01	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSG00000100994	OG_04057	HQ_02511	PYGB	HUMAN	5	1to1	1to1	ENSRNOG00000007583	HQ_02511	Pygb	RATNO	5	1to1	1to1	91.5777	91.253	100.0	0.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSG00000103966	OG_04397	HQ_02850	EHD4	HUMAN	5	1to1	1to1	ENSRNOG00000007584	HQ_02850	Ehd4	RATNO	5	1to1	1to1	96.6728	96.6728	100.0	92.55	1.0	0.4	0.4	1	1
ENSG00000120068	OG_06056	HQ_04516	HOXB8	HUMAN	5	1to1	1to1	ENSRNOG00000007585	HQ_04516	Hoxb8	RATNO	5	1to1	1to1	98.3539	98.3539	100.0	0.0	1.0	0.38461538461538464	0.38461538461538464	1	1
ENSG00000166046	OG_11075	HQ_09394	TCP11L2	HUMAN	5	1to1	1to1	ENSRNOG00000007587	HQ_09394	Tcp11l2	RATNO	5	1to1	1to1	79.1908	79.4971	100.0	0.0	1.0	0.375	0.375	1	1
ENSG00000104313	OG_04424	HQ_02879	EYA1	HUMAN	5	1to1	1to1	ENSRNOG00000007590	HQ_02879	Eya1	RATNO	5	1to1	1to1	96.9595	96.9595	100.0	84.1	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSG00000158715	OG_09980	HQ_08353	SLC45A3	HUMAN	5	1to1	1to1	ENSRNOG00000007591	HQ_08353	Slc45a3	RATNO	5	1to1	1to1	91.6817	89.8936	100.0	99.5	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSG00000092871	OG_03745	HQ_13532	RFFL	HUMAN	5	1to1	1to1	ENSRNOG00000007596	HQ_13532	Rad51d	RATNO	5	1to1	1to1	90.3581	82.6196	100.0	0.0	1.0	0.125	0.125	1	1
ENSG00000158106	OG_09922	HQ_08297	RHPN1	HUMAN	5	1to1	1to1	ENSRNOG00000007597	HQ_08297	Rhpn1	RATNO	5	1to1	1to1	70.4478	71.407	100.0	0.0	1.0	0.8333333333333334	0.8333333333333334	1	1
ENSG00000147255	OG_08998	HQ_07398	IGSF1	HUMAN	5	1to1	1to1	ENSRNOG00000007600	HQ_07398	Igsf1	RATNO	5	1to1	1to1	85.0299	86.2566	100.0	0.0	1.0	0.1111111111111111	0.1111111111111111	1	1
ENSG00000139269	OG_08118	HQ_06527	INHBE	HUMAN	5	1to1	1to1	ENSRNOG00000007601	HQ_06527	Inhbe	RATNO	5	1to1	1to1	79.7143	79.7143	100.0	0.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSG00000146276	OG_16023	HQ_14413	GABRR1	HUMAN	4	1to1	1to1	ENSRNOG00000007603	HQ_14413	Gabrr1	RATNO	4	1to1	1to1	94.572	94.375	100.0	45.81	1.0	0.4	0.4	1	1
ENSG00000162729	OG_10381	HQ_08714	IGSF8	HUMAN	5	1to1	1to1	ENSRNOG00000007604	HQ_08714	Igsf8	RATNO	5	1to1	1to1	88.4176	81.997	100.0	57.19	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSG00000108375	OG_04902	HQ_03346	RNF43	HUMAN	5	1to1	1to1	ENSRNOG00000007606	HQ_03346	Rnf43	RATNO	5	1to1	1to1	83.014	83.1202	100.0	54.9	1.0	0.6	0.6	1	1
ENSG00000123358	OG_06344	HQ_04791	NR4A1	HUMAN	5	1to1	1to1	ENSRNOG00000007607	HQ_04791	Nr4a1	RATNO	5	1to1	1to1	91.1371	91.2898	100.0	0.0	1.0	0.25	0.25	1	1
ENSG00000128610	OG_06819	HQ_05248	FEZF1	HUMAN	5	1to1	1to1	ENSRNOG00000007608	HQ_05248	Fezf1	RATNO	5	1to1	1to1	94.5263	94.5263	100.0	0.0	1.0	0.5	0.5	1	1
ENSG00000135414	OG_15867	HQ_14189	GDF11	HUMAN	4	1to1	1to1	ENSRNOG00000007610	HQ_14189	Gdf11	RATNO	4	1to1	1to1	99.2629	99.7531	100.0	0.0	1.0	0.6	0.6	1	1
ENSG00000260027	OG_15064	HQ_13141	HOXB7	HUMAN	5	1to1	1to1	ENSRNOG00000007611	HQ_13141	Hoxb7	RATNO	5	1to1	1to1	93.0876	92.2374	100.0	0.0	1.0	0.5833333333333334	0.5833333333333334	1	1
ENSG00000223953	OG_14811	HQ_12916	C1QTNF5	HUMAN	5	1to1	1to1	ENSRNOG00000007613	HQ_12916	C1qtnf5	RATNO	5	1to1	1to1	95.0617	95.0617	100.0	0.0	1.0	0.7142857142857143	0.7142857142857143	1	1
ENSG00000197070	OG_14056	HQ_12221	ARRDC1	HUMAN	5	1to1	1to1	ENSRNOG00000007622	HQ_12221	Arrdc1	RATNO	5	1to1	1to1	85.2194	85.023	100.0	0.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSG00000113520	OG_15620	HQ_17686	IL4	HUMAN	4	1to1	1to1	ENSRNOG00000007624	HQ_SNG_011753	Il4	RATNO	4	1to1	singleton	43.7908	45.5782	100.0	0.0	0.0	0.6666666666666666	0.42857142857142855	1	1
ENSG00000172318	OG_12061	HQ_10345	B3GALT1	HUMAN	5	1to1	1to1	ENSRNOG00000007625	HQ_10345	B3galt1	RATNO	5	1to1	1to1	100.0	100.0	100.0	98.34	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSG00000184489	OG_13338	HQ_15384	PTP4A3	HUMAN	5	1to1	1to1	ENSRNOG00000007628	HQ_15384	Ptp4a3	RATNO	5	1to1	1to1	96.5318	96.5318	100.0	0.0	1.0	0.375	0.375	1	1
ENSG00000183431	OG_13205	HQ_11431	SF3A3	HUMAN	5	1to1	1to1	ENSRNOG00000007629	HQ_11431	Sf3a3	RATNO	5	1to1	1to1	99.2016	99.2016	100.0	0.0	1.0	0.3	0.3	1	1
ENSG00000166343	OG_11140	HQ_09457	MSS51	HUMAN	5	1to1	1to1	ENSRNOG00000007632	HQ_09457	Mss51	RATNO	5	1to1	1to1	76.087	74.9465	100.0	0.0	1.0	1.0	1.0	1	1
ENSG00000081803	OG_03407	HQ_01845	CADPS2	HUMAN	5	1to1	1to1	ENSRNOG00000007636	HQ_01845	Cadps2	RATNO	5	1to1	1to1	96.142	95.3328	100.0	97.19	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSG00000177076	OG_12608	HQ_10871	ACER2	HUMAN	5	1to1	1to1	ENSRNOG00000007637	HQ_10871	Acer2	RATNO	5	1to1	1to1	95.6364	95.6364	100.0	0.0	1.0	0.5	0.5	1	1
ENSG00000021852	OG_02474	HQ_00917	C8B	HUMAN	5	1to1	1to1	ENSRNOG00000007639	HQ_00917	C8b	RATNO	5	1to1	1to1	78.511	78.7776	100.0	0.0	1.0	0.5	0.5	1	1
ENSG00000288611	OG_17256	HQ_16060	NPBWR1	HUMAN	4	1to1	1to1	ENSRNOG00000007640	HQ_16060	Npbwr1	RATNO	4	1to1	1to1	85.9756	85.7143	100.0	0.0	1.0	0.5	0.5	1	1
ENSG00000012174	OG_15335	HQ_13356	MBTPS2	HUMAN	4	1to1	1to1	ENSRNOG00000007644	HQ_13356	Mbtps2	RATNO	4	1to1	1to1	97.8805	95.3096	100.0	69.29	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSG00000162728	OG_10380	HQ_14683	KCNJ9	HUMAN	5	1to1	1to1	ENSRNOG00000007645	HQ_14683	Kcnj9	RATNO	5	1to1	1to1	98.9822	94.6472	75.0	0.0	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSG00000197555	OG_14123	HQ_12283	SIPA1L1	HUMAN	5	1to1	1to1	ENSRNOG00000007646	HQ_12283	Sipa1l1	RATNO	5	1to1	1to1	95.9058	94.6844	100.0	61.11	1.0	0.5	0.5	1	1
ENSG00000082556	OG_03432	HQ_01869	OPRK1	HUMAN	5	1to1	1to1	ENSRNOG00000007647	HQ_01869	Oprk1	RATNO	5	1to1	1to1	94.2105	94.2105	100.0	100.0	1.0	0.6	0.6	1	1
ENSG00000079805	OG_03352	HQ_01789	DNM2	HUMAN	5	1to1	1to1	ENSRNOG00000007649	HQ_01789	Dnm2	RATNO	5	1to1	1to1	96.2069	95.5479	100.0	0.0	1.0	0.5	0.5	1	1
ENSG00000135404	OG_07551	HQ_05963	CD63	HUMAN	5	1to1	1to1	ENSRNOG00000007650	HQ_05963	Cd63	RATNO	5	1to1	1to1	78.1513	70.9924	100.0	0.0	1.0	0.4	0.4	1	1
ENSG00000169194	OG_16340	HQ_14914	IL13	HUMAN	4	1to1	1to1	ENSRNOG00000007652	HQ_14914	Il13	RATNO	4	1to1	1to1	56.1644	62.5954	100.0	0.0	1.0	0.5	0.3333333333333333	1	1
ENSG00000139263	OG_08116	HQ_06525	LRIG3	HUMAN	5	1to1	1to1	ENSRNOG00000007654	HQ_06525	Lrig3	RATNO	5	1to1	1to1	86.8633	87.0968	100.0	71.85	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSG00000103343	OG_04351	HQ_02803	ZNF174	HUMAN	5	1to1	1to1	ENSRNOG00000007655	HQ_02803	Zfp174	RATNO	5	1to1	1to1	75.6757	75.8621	100.0	20.98	1.0	0.5	0.5	1	1
ENSG00000196739	OG_14011	HQ_12180	COL27A1	HUMAN	5	1to1	1to1	ENSRNOG00000007657	HQ_12180	Col27a1	RATNO	5	1to1	1to1	79.7312	80.3359	100.0	0.0	1.0	0.6666666666666666	0.42857142857142855	1	1
ENSG00000257365	OG_15046	HQ_13126	FNTB	HUMAN	5	1to1	1to1	ENSRNOG00000007660	HQ_13126	Churc1	RATNO	5	1to1	1to1	88.5583	82.1656	75.0	96.09	1.0	0.6	0.6	1	1
ENSG00000048405	OG_02662	HQ_01105	ZNF800	HUMAN	5	1to1	1to1	ENSRNOG00000007662	HQ_01105	Zfp800	RATNO	5	1to1	1to1	94.5783	94.4361	100.0	99.99	1.0	0.3	0.3	1	1
ENSG00000159958	OG_10087	HQ_08454	TNFRSF13C	HUMAN	5	1to1	1to1	ENSRNOG00000007664	HQ_08454	Tnfrsf13c	RATNO	5	1to1	1to1	52.1739	54.8571	100.0	0.0	1.0	0.5	0.5	1	1
ENSG00000124207	OG_06424	HQ_04863	CSE1L	HUMAN	5	1to1	1to1	ENSRNOG00000007665	HQ_04863	Cse1l	RATNO	5	1to1	1to1	98.3522	98.3522	100.0	92.63	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSG00000182389	OG_13089	HQ_11318	CACNB4	HUMAN	5	1to1	1to1	ENSRNOG00000007666	HQ_11318	Cacnb4	RATNO	5	1to1	1to1	98.4615	98.6513	75.0	29.77	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSG00000182759	OG_16643	HQ_15316	MAFA	HUMAN	4	1to1	1to1	ENSRNOG00000007668	HQ_15316	Mafa	RATNO	4	1to1	1to1	92.068	90.0277	100.0	0.0	1.0	0.7142857142857143	0.7142857142857143	1	1
ENSG00000122692	OG_06284	HQ_04735	SMU1	HUMAN	5	1to1	1to1	ENSRNOG00000007671	HQ_04735	Smu1	RATNO	5	1to1	1to1	100.0	100.0	100.0	0.0	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSG00000138398	OG_15928	HQ_14267	PPIG	HUMAN	4	1to1	1to1	ENSRNOG00000007673	HQ_14267	Ppig	RATNO	4	1to1	1to1	93.2361	93.484	100.0	0.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSG00000112218	OG_05294	HQ_03746	GPR63	HUMAN	5	1to1	1to1	ENSRNOG00000007675	HQ_03746	Gpr63	RATNO	5	1to1	1to1	92.1241	90.8235	100.0	0.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSG00000006194	OG_01108	HQ_00690	ZNF263	HUMAN	5	multi_copy	1to1	ENSRNOG00000007678	HQ_00690	Zfp263	RATNO	5	multi_copy	1to1	83.6018	83.9706	75.0	0.0	1.0	0.14285714285714285	0.125	1	1
ENSG00000290183	OG_01108	HQ_SNG_001549		HUMAN	5	multi_copy	singleton	ENSRNOG00000007678	HQ_00690	Zfp263	RATNO	5	multi_copy	1to1	86.4048	42.0588	75.0	0.0	0.0	0.14285714285714285	0.125	1	2
ENSG00000100055	OG_03875	HQ_02318	CYTH4	HUMAN	5	1to1	1to1	ENSRNOG00000007679	HQ_02318	Cyth4	RATNO	5	1to1	1to1	92.132	91.4358	100.0	0.0	1.0	0.8	0.8	1	1
ENSG00000112214	OG_05293	HQ_03745	FHL5	HUMAN	5	1to1	1to1	ENSRNOG00000007680	HQ_03745	Fhl5	RATNO	5	1to1	1to1	86.6197	78.0952	100.0	38.44	1.0	0.625	0.625	1	1
ENSG00000169925	OG_11732	HQ_10029	BRD3	HUMAN	5	1to1	1to1	ENSRNOG00000007681	HQ_10029	Brd3	RATNO	5	1to1	1to1	95.1791	93.1267	100.0	0.0	1.0	0.6	0.6	1	1
ENSG00000125675	OG_06557	HQ_04996	GRIA3	HUMAN	5	1to1	1to1	ENSRNOG00000007682	HQ_04996	Gria3	RATNO	5	1to1	1to1	98.9933	99.6622	75.0	0.0	1.0	0.25	0.25	1	1
ENSG00000112238	OG_05297	HQ_03749	PRDM13	HUMAN	5	1to1	1to1	ENSRNOG00000007683	HQ_03749	Prdm13	RATNO	5	1to1	1to1	83.0269	77.9548	50.0	0.0	0.0	0.2	0.2	1	1
ENSG00000014164	OG_02424	HQ_00866	ZC3H3	HUMAN	5	1to1	1to1	ENSRNOG00000007684	HQ_00866	Zc3h3	RATNO	5	1to1	1to1	68.8819	68.5924	100.0	68.07	1.0	0.7142857142857143	0.7142857142857143	1	1
ENSG00000100167	OG_03906	HQ_13562	SEPTIN3	HUMAN	5	1to1	1to1	ENSRNOG00000007686	HQ_13562	Septin3	RATNO	5	1to1	1to1	67.757	69.1299	100.0	0.0	1.0	0.5	0.5	1	1
ENSG00000138623	OG_08030	HQ_06442	SEMA7A	HUMAN	5	1to1	1to1	ENSRNOG00000007687	HQ_06442	Sema7a	RATNO	5	1to1	1to1	88.8889	88.8889	100.0	0.0	1.0	0.6	0.6	1	1
ENSG00000102172	OG_00788	HQ_02676	SMS	HUMAN	5	multi_copy	1to1	ENSRNOG00000007688	HQ_02676	Sms	RATNO	5	multi_copy	1to1	96.1749	91.906	100.0	0.0	1.0	0.5	0.5	1	1
ENSG00000134326	OG_15854	HQ_14164	CMPK2	HUMAN	4	1to1	1to1	ENSRNOG00000007690	HQ_14164	Cmpk2	RATNO	4	1to1	1to1	72.1604	72.4832	100.0	0.0	1.0	0.4	0.4	1	1
ENSG00000101052	OG_04066	HQ_02519	IFT52	HUMAN	5	1to1	1to1	ENSRNOG00000007692	HQ_02519	Ift52	RATNO	5	1to1	1to1	88.7872	87.5846	100.0	0.0	1.0	1.0	1.0	1	1
ENSG00000157131	OG_09831	HQ_08207	C8A	HUMAN	5	1to1	1to1	ENSRNOG00000007697	HQ_08207	C8a	RATNO	5	1to1	1to1	72.774	71.7905	100.0	28.42	1.0	0.5	0.5	1	1
ENSG00000066455	OG_02936	HQ_01374	GOLGA5	HUMAN	5	1to1	1to1	ENSRNOG00000007699	HQ_01374	Golga5	RATNO	5	1to1	1to1	85.2257	85.4595	100.0	0.0	1.0	0.8	0.8	1	1
ENSG00000175189	OG_16461	HQ_15090	INHBC	HUMAN	4	1to1	1to1	ENSRNOG00000007700	HQ_15090	Inhbc	RATNO	4	1to1	1to1	75.5682	75.7835	100.0	0.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSG00000163634	OG_10575	HQ_08900	THOC7	HUMAN	5	1to1	1to1	ENSRNOG00000007701	HQ_08900	Thoc7	RATNO	5	1to1	1to1	96.0784	74.5247	100.0	80.3	1.0	0.6	0.6	1	1
ENSG00000162409	OG_10310	HQ_08652	PRKAA2	HUMAN	5	1to1	1to1	ENSRNOG00000007706	HQ_08652	Prkaa2	RATNO	5	1to1	1to1	93.4783	98.0989	100.0	99.55	1.0	0.5	0.5	1	1
ENSG00000181444	OG_16606	HQ_15270	ZNF467	HUMAN	4	1to1	1to1	ENSRNOG00000007707	HQ_15270	Zfp467	RATNO	4	1to1	1to1	84.0336	84.1751	100.0	0.0	1.0	0.5	0.5	1	1
ENSG00000136878	OG_07785	HQ_06203	USP20	HUMAN	5	1to1	1to1	ENSRNOG00000007710	HQ_06203	Usp20	RATNO	5	1to1	1to1	92.1225	92.0219	100.0	0.0	1.0	0.75	0.75	1	1
ENSG00000057704	OG_02782	HQ_01219	TMCC3	HUMAN	5	1to1	1to1	ENSRNOG00000007713	HQ_01219	Tmcc3	RATNO	5	1to1	1to1	90.9853	89.4845	100.0	0.0	1.0	0.4	0.4	1	1
ENSG00000188991	OG_13857	HQ_12039	SLC15A5	HUMAN	5	1to1	1to1	ENSRNOG00000007717	HQ_12039	Slc15a5	RATNO	5	1to1	1to1	62.5216	63.3975	100.0	0.0	1.0	0.6	0.6	1	1
ENSG00000112237	OG_05296	HQ_03748	CCNC	HUMAN	5	1to1	1to1	ENSRNOG00000007719	HQ_03748	Ccnc	RATNO	5	1to1	1to1	89.0459	86.5979	75.0	0.0	1.0	0.2857142857142857	0.2857142857142857	1	1
ENSG00000167695	OG_11375	HQ_09686	TLCD3A	HUMAN	5	1to1	1to1	ENSRNOG00000007722	HQ_09686	Tlcd3a	RATNO	5	1to1	1to1	77.4319	77.4319	100.0	0.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSG00000076706	OG_03248	HQ_01686	MCAM	HUMAN	5	1to1	1to1	ENSRNOG00000007726	HQ_01686	Mcam	RATNO	5	1to1	1to1	75.2322	75.0	100.0	0.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSG00000104518	OG_04456	HQ_02913	GSDMD	HUMAN	5	1to1	1to1	ENSRNOG00000007728	HQ_02913	Gsdmd	RATNO	5	1to1	1to1	58.2645	57.7869	100.0	0.0	1.0	0.2857142857142857	0.2857142857142857	1	1
ENSG00000181830	OG_13035	HQ_11269	SLC35C1	HUMAN	5	1to1	1to1	ENSRNOG00000007732	HQ_11269	Slc35c1	RATNO	5	1to1	1to1	87.9121	88.1543	100.0	0.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSG00000131089	OG_07057	HQ_14100	ARHGEF9	HUMAN	5	1to1	1to1	ENSRNOG00000007733	HQ_14100	Arhgef9	RATNO	5	1to1	1to1	96.7495	98.062	50.0	97.86	1.0	0.4444444444444444	0.4444444444444444	1	1
ENSG00000143315	OG_15985	HQ_14354	PIGM	HUMAN	4	1to1	1to1	ENSRNOG00000007735	HQ_14354	Pigm	RATNO	4	1to1	1to1	91.0165	91.0165	100.0	0.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSG00000101294	OG_04116	HQ_02568	HM13	HUMAN	5	1to1	1to1	ENSRNOG00000007738	HQ_02568	Hm13	RATNO	5	1to1	1to1	88.7324	95.9391	100.0	0.0	1.0	0.8	0.8	1	1
ENSG00000113643	OG_05443	HQ_03891	RARS1	HUMAN	5	1to1	1to1	ENSRNOG00000007739	HQ_03891	Rars1	RATNO	5	1to1	1to1	91.5152	91.5152	100.0	0.0	1.0	0.5	0.5	1	1
ENSG00000184292	OG_16693	HQ_15376	TACSTD2	HUMAN	4	1to1	1to1	ENSRNOG00000007740	HQ_15376	Tacstd2	RATNO	4	1to1	1to1	79.5666	81.0726	0.0	0.0	0.0	0.1111111111111111	0.09090909090909091	1	1
ENSG00000008394	OG_02314	HQ_00759	MGST1	HUMAN	5	1to1	1to1	ENSRNOG00000007743	HQ_00759	Mgst1	RATNO	5	1to1	1to1	83.2258	57.0796	100.0	0.0	1.0	0.2857142857142857	0.2857142857142857	1	1
ENSG00000013016	OG_02403	HQ_00846	EHD3	HUMAN	5	1to1	1to1	ENSRNOG00000007744	HQ_00846	Ehd3	RATNO	5	1to1	1to1	97.1963	90.9091	100.0	0.0	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSG00000133863	OG_07345	HQ_16416	TEX15	HUMAN	5	1to1	1to1	ENSRNOG00000007748	HQ_16416	Tex15	RATNO	5	1to1	1to1	51.1349	52.9546	100.0	0.0	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSG00000165724	OG_11017	HQ_14799	ZMYND19	HUMAN	5	1to1	1to1	ENSRNOG00000007752	HQ_14799	Zmynd19	RATNO	5	1to1	1to1	100.0	100.0	100.0	0.0	1.0	1.0	1.0	1	1
ENSG00000137055	OG_07810	HQ_06228	PLAA	HUMAN	5	1to1	1to1	ENSRNOG00000007753	HQ_06228	Plaa	RATNO	5	1to1	1to1	94.5912	94.5912	100.0	0.0	1.0	0.375	0.375	1	1
ENSG00000146281	OG_16024	HQ_14414	PM20D2	HUMAN	4	1to1	1to1	ENSRNOG00000007755	HQ_14414	Pm20d2	RATNO	4	1to1	1to1	80.9633	81.9025	100.0	0.0	1.0	0.5	0.3333333333333333	1	1
ENSG00000123395	OG_06350	HQ_04795	ATG101	HUMAN	5	1to1	1to1	ENSRNOG00000007756	HQ_04795	Atg101	RATNO	5	1to1	1to1	98.1651	81.3688	100.0	0.0	1.0	0.4444444444444444	0.4444444444444444	1	1
ENSG00000186564	OG_16770	HQ_15465	FOXD2	HUMAN	4	1to1	1to1	ENSRNOG00000007759	HQ_15465	Foxd2	RATNO	4	1to1	1to1	93.3333	93.5223	100.0	0.0	1.0	0.5	0.4444444444444444	1	1
ENSG00000083444	OG_03448	HQ_01885	PLOD1	HUMAN	5	1to1	1to1	ENSRNOG00000007763	HQ_01885	Plod1	RATNO	5	1to1	1to1	91.3343	91.2088	100.0	99.47	1.0	0.6	0.6	1	1
ENSG00000114541	OG_05514	HQ_03967	FRMD4B	HUMAN	5	1to1	1to1	ENSRNOG00000007764	HQ_03967	Frmd4b	RATNO	5	1to1	1to1	93.8104	93.7198	100.0	37.85	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSG00000162998	OG_10441	HQ_08765	FRZB	HUMAN	5	1to1	1to1	ENSRNOG00000007765	HQ_08765	Frzb	RATNO	5	1to1	1to1	89.8462	90.4025	100.0	0.0	1.0	0.8	0.8	1	1
