ensembl_id_MOUSE	ens_orthogroup_id	ens_hqorthogroup_id_MOUSE	gene_symbol_MOUSE	species_code_MOUSE	n_species_MOUSE	ens_orthogroup_status_MOUSE	ens_hqorthogroup_status_MOUSE	ensembl_id_PIGXX	ens_hqorthogroup_id_PIGXX	gene_symbol_PIGXX	species_code_PIGXX	n_species_PIGXX	ens_orthogroup_status_PIGXX	ens_hqorthogroup_status_PIGXX	ens_identity	ens_homology_identity	ens_goc_score	ens_wga_coverage	ens_is_high_confidence	atlas_goc_score_pairwise	atlas_hq_goc_score_pairwise	ortholog_rank_MOUSE	ortholog_rank_PIGXX
ENSMUSG00000035781	OG_14341	HQ_12503	R3hdm4	MOUSE	5	1to1	1to1	ENSSSCG00000013419	HQ_12503	R3HDM4	PIGXX	5	1to1	1to1	79.771	76.0	100.0	70.65	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSMUSG00000035773	OG_15641	HQ_13839	Kiss1r	MOUSE	4	1to1	1to1	ENSSSCG00000013420	HQ_13839	KISS1R	PIGXX	4	1to1	1to1	82.3232	81.7043	100.0	100.0	1.0	0.5	0.5	1	1
ENSMUSG00000006498	OG_00564	HQ_00819	Ptbp1	MOUSE	5	multi_copy	1to1	ENSSSCG00000013421	HQ_00819	PTBP1	PIGXX	5	multi_copy	1to1	95.3153	81.762	100.0	0.0	1.0	0.25	0.25	1	1
ENSMUSG00000035754	OG_15381	HQ_13427	Wdr18	MOUSE	4	1to1	1to1	ENSSSCG00000013423	HQ_13427	WDR18	PIGXX	4	1to1	1to1	85.6149	85.4167	100.0	0.0	1.0	0.8333333333333334	0.8333333333333334	1	1
ENSMUSG00000035852	OG_03835	HQ_02278	Misp	MOUSE	5	1to1	1to1	ENSSSCG00000013425	HQ_02278	MISP	PIGXX	5	1to1	1to1	57.8704	57.6923	100.0	0.0	1.0	0.6	0.6	1	1
ENSMUSG00000020156	OG_10193	HQ_08543	Pwwp3a	MOUSE	5	1to1	1to1	ENSSSCG00000013426	HQ_08543	PWWP3A	PIGXX	5	1to1	1to1	56.5982	61.1727	100.0	0.0	1.0	0.7142857142857143	0.5	1	1
ENSMUSG00000069565	OG_01148	HQ_01521	Dazap1	MOUSE	5	multi_copy	1to1	ENSSSCG00000013427	HQ_01521	DAZAP1	PIGXX	5	multi_copy	1to1	97.7832	95.2038	100.0	0.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSMUSG00000003068	OG_05877	HQ_04337	Stk11	MOUSE	5	1to1	1to1	ENSSSCG00000013429	HQ_04337	STK11	PIGXX	5	1to1	1to1	87.3853	86.9863	100.0	0.0	1.0	0.5	0.5	1	1
ENSMUSG00000035621	OG_11334	HQ_09646	Midn	MOUSE	5	1to1	1to1	ENSSSCG00000013432	HQ_09646	MIDN	PIGXX	5	1to1	1to1	90.3543	91.2525	100.0	0.0	1.0	0.25	0.25	1	1
ENSMUSG00000043822	OG_13502	HQ_15439	Adamtsl5	MOUSE	5	1to1	1to1	ENSSSCG00000013433	HQ_15439	ADAMTSL5	PIGXX	5	1to1	1to1	75.8763	76.0331	100.0	0.0	1.0	0.6666666666666666	0.42857142857142855	1	1
ENSMUSG00000035486	OG_13531	HQ_11732	Plk5	MOUSE	5	1to1	1to1	ENSSSCG00000013434	HQ_11732		PIGXX	5	1to1	1to1	67.4457	72.6619	100.0	0.0	1.0	0.8333333333333334	0.5714285714285714	1	1
ENSMUSG00000035478	OG_03085	HQ_01522	Mbd3	MOUSE	5	1to1	1to1	ENSSSCG00000013435	HQ_01522	MBD3	PIGXX	5	1to1	1to1	93.6842	91.7526	100.0	100.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSMUSG00000020163	OG_06735	HQ_16376	Uqcr11	MOUSE	4	multi_copy	1to1	ENSSSCG00000013436	HQ_16376	UQCR11	PIGXX	4	multi_copy	1to1	94.6429	94.6429	100.0	0.0	1.0	0.6	0.6	1	1
ENSMUSG00000020167	OG_03083	HQ_01519	Tcf3	MOUSE	5	1to1	1to1	ENSSSCG00000013437	HQ_01519	TCF3	PIGXX	5	1to1	1to1	75.4977	76.3158	100.0	1.97	1.0	0.125	0.125	1	1
ENSMUSG00000045518	OG_16996	HQ_15774	Onecut3	MOUSE	4	1to1	1to1	ENSSSCG00000013439	HQ_15774	ONECUT3	PIGXX	4	1to1	1to1	91.6327	91.2602	100.0	0.0	1.0	1.0	1.0	1	1
ENSMUSG00000003341	OG_06947	HQ_05375	Atp8b3	MOUSE	5	1to1	1to1	ENSSSCG00000013440	HQ_05375	ATP8B3	PIGXX	5	1to1	1to1	69.2135	64.1221	100.0	0.0	1.0	1.0	1.0	1	1
ENSMUSG00000003346	OG_15775	HQ_14056	Abhd17a	MOUSE	4	1to1	1to1	ENSSSCG00000013442	HQ_14056	ABHD17A	PIGXX	4	1to1	1to1	93.5484	93.5484	75.0	0.0	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSMUSG00000003344	OG_07304	HQ_05716	Btbd2	MOUSE	5	1to1	1to1	ENSSSCG00000013444	HQ_05716	BTBD2	PIGXX	5	1to1	1to1	93.7008	92.4272	100.0	0.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSMUSG00000003345	OG_15846	HQ_14150	Csnk1g2	MOUSE	4	1to1	1to1	ENSSSCG00000013445	HQ_14150	CSNK1G2	PIGXX	4	1to1	1to1	88.009	93.9613	75.0	0.0	1.0	0.5	0.5	1	1
ENSMUSG00000113949	OG_14830	HQ_12930	Scamp4	MOUSE	5	1to1	1to1	ENSSSCG00000013446	HQ_12930	SCAMP4	PIGXX	5	1to1	1to1	83.0435	83.0435	100.0	27.33	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSMUSG00000020190	OG_03844	HQ_02287	Mknk2	MOUSE	5	1to1	1to1	ENSSSCG00000013448	HQ_02287	MKNK2	PIGXX	5	1to1	1to1	95.4248	94.6004	100.0	0.0	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSMUSG00000035278	OG_15530	HQ_13664	Plekhj1	MOUSE	4	1to1	1to1	ENSSSCG00000013453	HQ_13664	PLEKHJ1	PIGXX	4	1to1	1to1	76.8293	84.5638	50.0	0.0	0.0	0.5555555555555556	0.5555555555555556	1	1
ENSMUSG00000055862	OG_03839	HQ_02282	Izumo4	MOUSE	5	1to1	1to1	ENSSSCG00000013455	HQ_02282	IZUMO4	PIGXX	5	1to1	1to1	79.2952	78.6026	75.0	0.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSMUSG00000061589	OG_04493	HQ_13663	Dot1l	MOUSE	5	1to1	1to1	ENSSSCG00000013457	HQ_13663	DOT1L	PIGXX	5	1to1	1to1	82.2078	82.9077	50.0	0.0	0.0	0.3333333333333333	0.3333333333333333	1	1
ENSMUSG00000035242	OG_04499	HQ_02953	Oaz1	MOUSE	5	1to1	1to1	ENSSSCG00000013460	HQ_02953	OAZ1	PIGXX	5	1to1	1to1	59.9119	56.9038	50.0	0.0	0.0	0.375	0.375	1	1
ENSMUSG00000051067	OG_17056	HQ_15849	Lingo3	MOUSE	4	1to1	1to1	ENSSSCG00000013462	HQ_15849	LINGO3	PIGXX	4	1to1	1to1	89.1341	88.6824	75.0	0.0	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSMUSG00000035215	OG_06958	HQ_05383	Lsm7	MOUSE	5	1to1	1to1	ENSSSCG00000013463	HQ_05383	LSM7	PIGXX	5	1to1	1to1	95.1456	65.3333	100.0	0.0	1.0	0.5	0.5	1	1
ENSMUSG00000035206	OG_02214	HQ_00658	Sppl2b	MOUSE	5	1to1	1to1	ENSSSCG00000013464	HQ_00658	SPPL2B	PIGXX	5	1to1	1to1	71.2803	73.703	100.0	0.0	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSMUSG00000004937	OG_04510	HQ_02962	Sgta	MOUSE	5	1to1	1to1	ENSSSCG00000013467	HQ_02962	SGTA	PIGXX	5	1to1	1to1	69.5238	54.6135	75.0	100.0	1.0	0.1111111111111111	0.1111111111111111	1	1
ENSMUSG00000004929	OG_12024	HQ_10307	Thop1	MOUSE	5	1to1	1to1	ENSSSCG00000013468	HQ_10307	THOP1	PIGXX	5	1to1	1to1	84.7162	78.8618	50.0	38.22	0.0	0.4	0.4	1	1
ENSMUSG00000055150	OG_00018	HQ_SNG_008700	Zfp78	MOUSE	4	multi_copy	singleton	ENSSSCG00000013469	HQ_16894	ZNF555	PIGXX	4	multi_copy	1to1	38.8672	31.5372	0.0	0.0	0.0	0.16666666666666666	0.0	3	1
ENSMUSG00000029918	OG_03658	HQ_02094	Mrps33	MOUSE	5	1to1	1to1	ENSSSCG00000013470	HQ_02094	MRPS33	PIGXX	5	1to1	1to1	90.566	64.8649	100.0	0.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSMUSG00000074862	OG_12471	HQ_SNG_009500	BC025920	MOUSE	4	multi_copy	singleton	ENSSSCG00000013471	HQ_SNG_017575		PIGXX	4	multi_copy	singleton	39.0625	9.86193	0.0	0.0	0.0	0.25	0.0	1	1
ENSMUSG00000034792	OG_02814	HQ_13411	Gna15	MOUSE	5	1to1	1to1	ENSSSCG00000013473	HQ_13411	GNA15	PIGXX	5	1to1	1to1	85.8289	85.8289	100.0	0.0	1.0	0.8571428571428571	0.8571428571428571	1	1
ENSMUSG00000044199	OG_06612	HQ_05049	S1pr4	MOUSE	5	1to1	1to1	ENSSSCG00000013474	HQ_05049	S1PR4	PIGXX	5	1to1	1to1	80.5699	71.167	100.0	0.0	1.0	0.75	0.75	1	1
ENSMUSG00000020238	OG_06613	HQ_05050	Ncln	MOUSE	5	1to1	1to1	ENSSSCG00000013475	HQ_05050	NCLN	PIGXX	5	1to1	1to1	91.8295	73.1259	100.0	0.0	1.0	0.7142857142857143	0.7142857142857143	1	1
ENSMUSG00000034818	OG_16165	HQ_14643	Celf5	MOUSE	4	1to1	1to1	ENSSSCG00000013476	HQ_14643	CELF5	PIGXX	4	1to1	1to1	96.4126	88.6598	100.0	0.0	1.0	0.8	0.8	1	1
ENSMUSG00000078440	OG_15773	HQ_14054	Dohh	MOUSE	4	1to1	1to1	ENSSSCG00000013478	HQ_14054	DOHH	PIGXX	4	1to1	1to1	66.5563	65.9016	100.0	0.0	1.0	0.6666666666666666	0.42857142857142855	1	1
ENSMUSG00000020235	OG_04553	HQ_02999	Fzr1	MOUSE	5	1to1	1to1	ENSSSCG00000013481	HQ_02999	FZR1	PIGXX	5	1to1	1to1	99.1886	98.5887	100.0	11.83	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSMUSG00000034902	OG_16753	HQ_15453	Pip5k1c	MOUSE	4	1to1	1to1	ENSSSCG00000013490	HQ_15453	PIP5K1C	PIGXX	4	1to1	1to1	86.3173	84.4729	100.0	100.0	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSMUSG00000034917	OG_15539	HQ_13680	Tjp3	MOUSE	4	1to1	1to1	ENSSSCG00000013491	HQ_13680	TJP3	PIGXX	4	1to1	1to1	78.0973	68.9453	100.0	2.8	1.0	0.5	0.5	1	1
ENSMUSG00000004931	OG_02367	HQ_00811	Apba3	MOUSE	5	1to1	1to1	ENSSSCG00000013492	HQ_00811	APBA3	PIGXX	5	1to1	1to1	75.8319	73.7649	100.0	0.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSMUSG00000004933	OG_02279	HQ_00724	Matk	MOUSE	5	1to1	1to1	ENSSSCG00000013494	HQ_00724	MATK	PIGXX	5	1to1	1to1	85.5446	89.0722	100.0	0.0	1.0	0.5	0.5	1	1
ENSMUSG00000034949	OG_04547	HQ_18854	Zfr2	MOUSE	5	1to1	1to1	ENSSSCG00000013495	HQ_16266	ZFR2	PIGXX	5	1to1	1to1	51.8307	45.0746	100.0	0.0	0.0	0.6666666666666666	0.42857142857142855	1	1
ENSMUSG00000034748	OG_03278	HQ_01717	Sirt6	MOUSE	5	1to1	1to1	ENSSSCG00000013496	HQ_01717	SIRT6	PIGXX	5	1to1	1to1	86.2275	80.4469	25.0	0.0	0.0	0.2857142857142857	0.2857142857142857	1	1
ENSMUSG00000054708	OG_03647	HQ_02084	Ankrd24	MOUSE	5	1to1	1to1	ENSSSCG00000013497	HQ_02084	ANKRD24	PIGXX	5	1to1	1to1	56.7513	52.5376	25.0	0.0	0.0	0.125	0.125	1	1
ENSMUSG00000003206	OG_04542	HQ_02988	Ebi3	MOUSE	5	1to1	1to1	ENSSSCG00000013498	HQ_02988	EBI3	PIGXX	5	1to1	1to1	63.1579	63.1579	50.0	0.0	0.0	0.3333333333333333	0.3	1	1
ENSMUSG00000003208	OG_01279	HQ_02989	Yju2	MOUSE	5	multi_copy	1to1	ENSSSCG00000013499	HQ_02989	YJU2	PIGXX	5	multi_copy	1to1	79.2994	66.0477	75.0	0.0	1.0	0.4444444444444444	0.4	1	1
ENSMUSG00000035041	OG_02815	HQ_01247	Creb3l3	MOUSE	5	1to1	1to1	ENSSSCG00000013501	HQ_01247	CREB3L3	PIGXX	5	1to1	1to1	67.6409	65.7201	50.0	0.0	0.0	0.4	0.4	1	1
ENSMUSG00000039154	OG_04543	HQ_02990	Shd	MOUSE	5	1to1	1to1	ENSSSCG00000013503	HQ_02990	SHD	PIGXX	5	1to1	1to1	74.4186	75.2941	100.0	0.0	1.0	0.5555555555555556	0.5555555555555556	1	1
ENSMUSG00000011589	OG_04545	HQ_02992	Fsd1	MOUSE	5	1to1	1to1	ENSSSCG00000013505	HQ_02992	FSD1	PIGXX	5	1to1	1to1	91.9355	91.9355	100.0	0.0	1.0	0.8333333333333334	0.8333333333333334	1	1
ENSMUSG00000038781	OG_12707	HQ_10965	Stap2	MOUSE	5	1to1	1to1	ENSSSCG00000013506	HQ_10965	STAP2	PIGXX	5	1to1	1to1	69.8297	62.1212	100.0	0.0	1.0	0.8333333333333334	0.8333333333333334	1	1
ENSMUSG00000003199	OG_02313	HQ_00758	Mpnd	MOUSE	5	1to1	1to1	ENSSSCG00000013507	HQ_00758	MPND	PIGXX	5	1to1	1to1	83.5729	83.0612	100.0	0.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSMUSG00000003200	OG_08431	HQ_06839	Sh3gl1	MOUSE	5	1to1	1to1	ENSSSCG00000013508	HQ_06839	SH3GL1	PIGXX	5	1to1	1to1	94.2935	85.679	100.0	0.0	1.0	0.8333333333333334	0.8333333333333334	1	1
ENSMUSG00000002835	OG_11369	HQ_09681	Chaf1a	MOUSE	5	1to1	1to1	ENSSSCG00000013509	HQ_09681	CHAF1A	PIGXX	5	1to1	1to1	68.2766	65.0628	100.0	0.0	1.0	0.8333333333333334	0.8333333333333334	1	1
ENSMUSG00000019578	OG_11370	HQ_09682	Ubxn6	MOUSE	5	1to1	1to1	ENSSSCG00000013510	HQ_09682	UBXN6	PIGXX	5	1to1	1to1	82.5792	65.6475	100.0	0.0	1.0	0.8333333333333334	0.5714285714285714	1	1
ENSMUSG00000002833	OG_11371	HQ_09683	Hdgfl2	MOUSE	5	1to1	1to1	ENSSSCG00000013511	HQ_09683	HDGFL2	PIGXX	5	1to1	1to1	77.8761	79.1604	100.0	0.0	1.0	0.8333333333333334	0.5714285714285714	1	1
ENSMUSG00000002831	OG_11372	HQ_SNG_007847	Plin4	MOUSE	5	1to1	singleton	ENSSSCG00000013512	HQ_14858	PLIN4	PIGXX	5	1to1	1to1	38.2886	37.0393	100.0	0.0	0.0	0.375	0.2222222222222222	1	1
ENSMUSG00000011305	OG_14724	HQ_12847	Plin5	MOUSE	5	1to1	1to1	ENSSSCG00000013513	HQ_12847	PLIN5	PIGXX	5	1to1	1to1	70.1944	44.1576	100.0	29.09	0.0	0.5	0.3333333333333333	1	1
ENSMUSG00000001228	OG_15171	HQ_13240	Uhrf1	MOUSE	5	1to1	1to1	ENSSSCG00000013517	HQ_13240	UHRF1	PIGXX	5	1to1	1to1	72.3785	69.0244	100.0	100.0	1.0	0.6	0.6	1	1
ENSMUSG00000071054	OG_16158	HQ_14627	Safb	MOUSE	4	1to1	1to1	ENSSSCG00000013522	HQ_14627	SAFB	PIGXX	4	1to1	1to1	84.6645	80.7107	100.0	0.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSMUSG00000042625	OG_06946	HQ_05373	Safb2	MOUSE	5	1to1	1to1	ENSSSCG00000013523	HQ_05373	SAFB2	PIGXX	5	1to1	1to1	67.8103	68.8525	100.0	0.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSMUSG00000049760	OG_01841	HQ_10649	Micos13	MOUSE	5	multi_copy	1to1	ENSSSCG00000013524	HQ_10649	MICOS13	PIGXX	5	multi_copy	1to1	82.3529	83.0508	100.0	0.0	1.0	0.7142857142857143	0.7142857142857143	1	1
ENSMUSG00000040828	OG_12375	HQ_SNG_008339	Catsperd	MOUSE	5	1to1	singleton	ENSSSCG00000013527	HQ_16740	CATSPERD	PIGXX	5	1to1	1to1	49.5652	50.3153	50.0	0.0	0.0	0.3333333333333333	0.2	1	1
ENSMUSG00000002372	OG_02539	HQ_00978	Ranbp3	MOUSE	5	1to1	1to1	ENSSSCG00000013533	HQ_00978	RANBP3	PIGXX	5	1to1	1to1	76.1649	68.7702	50.0	0.0	0.0	0.42857142857142855	0.42857142857142855	1	1
ENSMUSG00000024212	OG_06964	HQ_05390	Mllt1	MOUSE	5	1to1	1to1	ENSSSCG00000013534	HQ_05390	MLLT1	PIGXX	5	1to1	1to1	86.8373	85.4317	75.0	54.79	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSMUSG00000024207	OG_06963	HQ_05389	Acsbg2	MOUSE	5	1to1	1to1	ENSSSCG00000013536	HQ_05389	ACSBG2	PIGXX	5	1to1	1to1	68.066	67.359	0.0	0.0	0.0	0.6	0.6	1	1
ENSMUSG00000007670	OG_01182	HQ_02016	Khsrp	MOUSE	5	multi_copy	1to1	ENSSSCG00000013538	HQ_02016	KHSRP	PIGXX	5	multi_copy	1to1	97.9947	93.4949	100.0	0.0	1.0	0.375	0.375	1	1
ENSMUSG00000002658	OG_06554	HQ_04993	Gtf2f1	MOUSE	5	1to1	1to1	ENSSSCG00000013539	HQ_04993	GTF2F1	PIGXX	5	1to1	1to1	92.126	90.5222	75.0	100.0	1.0	0.625	0.625	1	1
ENSMUSG00000002664	OG_15723	HQ_13977	Pspn	MOUSE	4	1to1	1to1	ENSSSCG00000013540	HQ_13977	PSPN	PIGXX	4	1to1	1to1	61.5385	62.7451	100.0	0.0	1.0	0.75	0.75	1	1
ENSMUSG00000062591	OG_04484	HQ_02940	Tubb4a	MOUSE	5	1to1	1to1	ENSSSCG00000013545	HQ_02940	TUBB4A	PIGXX	5	1to1	1to1	99.7748	94.6581	100.0	100.0	1.0	0.375	0.375	1	1
ENSMUSG00000002668	OG_14589	HQ_12715	Dennd1c	MOUSE	5	1to1	1to1	ENSSSCG00000013546	HQ_12715	DENND1C	PIGXX	5	1to1	1to1	69.9746	67.2372	100.0	0.0	1.0	0.375	0.375	1	1
ENSMUSG00000046329	OG_06553	HQ_04992	Slc25a23	MOUSE	5	1to1	1to1	ENSSSCG00000013550	HQ_04992	SLC25A23	PIGXX	5	1to1	1to1	92.9336	92.5373	100.0	100.0	1.0	0.6	0.6	1	1
ENSMUSG00000024164	OG_06561	HQ_13978	C3	MOUSE	5	1to1	1to1	ENSSSCG00000013551	HQ_13978	C3	PIGXX	5	1to1	1to1	76.9092	76.8168	100.0	0.0	1.0	0.25	0.25	1	1
ENSMUSG00000005823	OG_06563	HQ_05003	Gpr108	MOUSE	5	1to1	1to1	ENSSSCG00000013552	HQ_05003	GPR108	PIGXX	5	1to1	1to1	81.7223	85.0091	100.0	0.0	1.0	0.5	0.5	1	1
ENSMUSG00000034116	OG_08428	HQ_06836	Vav1	MOUSE	5	1to1	1to1	ENSSSCG00000013553	HQ_06836	VAV1	PIGXX	5	1to1	1to1	94.3195	94.3195	75.0	99.9	1.0	0.6	0.3333333333333333	1	1
ENSMUSG00000019487	OG_06562	HQ_05002	Trip10	MOUSE	5	1to1	1to1	ENSSSCG00000013554	HQ_05002	TRIP10	PIGXX	5	1to1	1to1	91.5423	91.6944	100.0	0.0	1.0	0.5	0.5	1	1
ENSMUSG00000004730	OG_12368	HQ_15083	Adgre1	MOUSE	5	1to1	1to1	ENSSSCG00000013556	HQ_SNG_017577		PIGXX	5	1to1	singleton	63.8024	36.1314	50.0	36.06	0.0	0.5	0.2	1	1
ENSMUSG00000005534	OG_11898	HQ_10186	Insr	MOUSE	5	1to1	1to1	ENSSSCG00000013566	HQ_10186	INSR	PIGXX	5	1to1	1to1	93.6589	92.9812	50.0	67.87	0.0	0.2222222222222222	0.2	1	1
ENSMUSG00000004568	OG_15529	HQ_13661	Arhgef18	MOUSE	4	1to1	1to1	ENSSSCG00000013568	HQ_13661	ARHGEF18	PIGXX	4	1to1	1to1	70.7473	74.3456	75.0	0.0	1.0	0.375	0.375	1	1
ENSMUSG00000069633	OG_04491	HQ_02946	Pex11g	MOUSE	5	1to1	1to1	ENSSSCG00000013569	HQ_02946	PEX11G	PIGXX	5	1to1	1to1	71.7842	72.0833	100.0	0.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSMUSG00000004567	OG_03677	HQ_02114	Mcoln1	MOUSE	5	1to1	1to1	ENSSSCG00000013570	HQ_02114	MCOLN1	PIGXX	5	1to1	1to1	89.8276	73.3803	100.0	0.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSMUSG00000040340	OG_14290	HQ_12453	Tex45	MOUSE	5	1to1	1to1	ENSSSCG00000013571	HQ_12453	TEX45	PIGXX	5	1to1	1to1	53.8	50.0	100.0	0.0	1.0	0.8333333333333334	0.8333333333333334	1	1
ENSMUSG00000004565	OG_01122	HQ_00981	Pnpla6	MOUSE	5	multi_copy	1to1	ENSSSCG00000013572	HQ_00981	PNPLA6	PIGXX	5	multi_copy	1to1	93.0112	91.7828	100.0	0.0	1.0	0.4	0.4	1	1
ENSMUSG00000040236	OG_12975	HQ_11215	Trappc5	MOUSE	5	1to1	1to1	ENSSSCG00000013573	HQ_11215	TRAPPC5	PIGXX	5	1to1	1to1	99.4681	99.4681	100.0	0.0	1.0	0.5	0.2	1	1
ENSMUSG00000012705	OG_15533	HQ_13668	Retn	MOUSE	4	1to1	1to1	ENSSSCG00000013575	HQ_13668	RETN	PIGXX	4	1to1	1to1	54.386	56.8807	50.0	0.0	0.0	0.7142857142857143	0.3333333333333333	1	1
ENSMUSG00000004626	OG_03254	HQ_01692	Stxbp2	MOUSE	5	1to1	1to1	ENSSSCG00000013576	HQ_01692	STXBP2	PIGXX	5	1to1	1to1	91.0624	77.0328	100.0	0.0	1.0	0.125	0.125	1	1
ENSMUSG00000051906	OG_01276	HQ_17428	Cd209f	MOUSE	4	multi_copy	1to1	ENSSSCG00000013579	HQ_17428	CD209	PIGXX	4	multi_copy	1to1	47.4453	54.1667	100.0	0.0	0.0	0.3333333333333333	0.25	1	1
ENSMUSG00000079168	OG_01276	HQ_SNG_009858	Cd209g	MOUSE	4	multi_copy	singleton	ENSSSCG00000013579	HQ_17428	CD209	PIGXX	4	multi_copy	1to1	55.1546	44.5833	0.0	0.0	0.0	0.3333333333333333	0.25	1	2
ENSMUSG00000019470	OG_03252	HQ_01690	Xab2	MOUSE	5	1to1	1to1	ENSSSCG00000013582	HQ_01690	XAB2	PIGXX	5	1to1	1to1	97.076	96.7366	100.0	0.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSMUSG00000044433	OG_15412	HQ_13478	Camsap3	MOUSE	4	1to1	1to1	ENSSSCG00000013583	HQ_13478	CAMSAP3	PIGXX	4	1to1	1to1	90.1486	91.2184	100.0	0.0	1.0	0.6	0.6	1	1
ENSMUSG00000064125	OG_16662	HQ_19258	Prr36	MOUSE	4	1to1	1to1	ENSSSCG00000013584	HQ_SNG_017578		PIGXX	4	1to1	singleton	35.6102	56.9141	100.0	0.0	0.0	0.5714285714285714	0.375	1	1
ENSMUSG00000011832	OG_08462	HQ_06870	Evi5l	MOUSE	5	1to1	1to1	ENSSSCG00000013585	HQ_06870	EVI5L	PIGXX	5	1to1	1to1	96.6584	93.9832	100.0	0.0	1.0	0.5	0.2857142857142857	1	1
ENSMUSG00000046589	OG_11887	HQ_10179	Lrrc8e	MOUSE	5	1to1	1to1	ENSSSCG00000013586	HQ_10179	LRRC8E	PIGXX	5	1to1	1to1	92.4528	92.2208	100.0	0.0	1.0	0.42857142857142855	0.25	1	1
ENSMUSG00000002948	OG_03255	HQ_01693	Map2k7	MOUSE	5	1to1	1to1	ENSSSCG00000013588	HQ_01693	MAP2K7	PIGXX	5	1to1	1to1	91.8803	98.8506	100.0	0.0	1.0	0.375	0.375	1	1
ENSMUSG00000011837	OG_04512	HQ_02964	Snapc2	MOUSE	5	1to1	1to1	ENSSSCG00000013589	HQ_02964	SNAPC2	PIGXX	5	1to1	1to1	60.7242	65.861	100.0	0.0	1.0	0.5555555555555556	0.5555555555555556	1	1
ENSMUSG00000002949	OG_04514	HQ_02965	Timm44	MOUSE	5	1to1	1to1	ENSSSCG00000013591	HQ_02965	TIMM44	PIGXX	5	1to1	1to1	81.8584	78.2241	100.0	0.0	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSMUSG00000040028	OG_02921	HQ_01358	Elavl1	MOUSE	5	1to1	1to1	ENSSSCG00000013592	HQ_01358	ELAVL1	PIGXX	5	1to1	1to1	98.1595	98.1595	75.0	0.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSMUSG00000008206	OG_03676	HQ_02113	Cers4	MOUSE	5	1to1	1to1	ENSSSCG00000013595	HQ_02113	CERS4	PIGXX	5	1to1	1to1	66.4122	66.4122	50.0	0.0	0.0	0.1	0.1	1	1
ENSMUSG00000067288	OG_00719	HQ_15892	Rps28	MOUSE	5	multi_copy	1to1	ENSSSCG00000013597	HQ_15892	RPS28	PIGXX	5	multi_copy	1to1	100.0	100.0	100.0	0.0	1.0	0.5	0.5	1	1
ENSMUSG00000042099	OG_16781	HQ_15481	Kank3	MOUSE	4	1to1	1to1	ENSSSCG00000013598	HQ_15481	KANK3	PIGXX	4	1to1	1to1	75.9798	71.293	100.0	0.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSMUSG00000002289	OG_11393	HQ_09703	Angptl4	MOUSE	5	1to1	1to1	ENSSSCG00000013599	HQ_09703	ANGPTL4	PIGXX	5	1to1	1to1	78.7805	78.3981	100.0	0.0	1.0	0.2222222222222222	0.2222222222222222	1	1
ENSMUSG00000079557	OG_03833	HQ_02276	Marchf2	MOUSE	5	1to1	1to1	ENSSSCG00000013601	HQ_02276	MARCHF2	PIGXX	5	1to1	1to1	75.6098	91.1765	100.0	0.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSMUSG00000059208	OG_01210	HQ_02275	Hnrnpm	MOUSE	5	multi_copy	1to1	ENSSSCG00000013602	HQ_02275	HNRNPM	PIGXX	5	multi_copy	1to1	91.4952	81.941	100.0	0.0	1.0	0.5	0.5	1	1
ENSMUSG00000024300	OG_08459	HQ_06867	Myo1f	MOUSE	5	1to1	1to1	ENSSSCG00000013604	HQ_06867	MYO1F	PIGXX	5	1to1	1to1	94.5355	92.9275	100.0	0.0	1.0	0.8	0.8	1	1
ENSMUSG00000092519	OG_01895	HQ_11261	Actl9	MOUSE	5	multi_copy	1to1	ENSSSCG00000013605	HQ_11261	ACTL9	PIGXX	5	multi_copy	1to1	78.0723	77.8846	75.0	0.0	1.0	0.4444444444444444	0.2727272727272727	1	1
ENSMUSG00000053720	OG_00041	HQ_SNG_008659	Vmn2r43	MOUSE	3	multi_copy	singleton	ENSSSCG00000013610	HQ_SNG_017581		PIGXX	3	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.1	0.0	1	1
