ensembl_id_MOUSE	ens_orthogroup_id	ens_hqorthogroup_id_MOUSE	gene_symbol_MOUSE	species_code_MOUSE	n_species_MOUSE	ens_orthogroup_status_MOUSE	ens_hqorthogroup_status_MOUSE	ensembl_id_MACFA	ens_hqorthogroup_id_MACFA	gene_symbol_MACFA	species_code_MACFA	n_species_MACFA	ens_orthogroup_status_MACFA	ens_hqorthogroup_status_MACFA	ens_identity	ens_homology_identity	ens_goc_score	ens_wga_coverage	ens_is_high_confidence	atlas_goc_score_pairwise	atlas_hq_goc_score_pairwise	ortholog_rank_MOUSE	ortholog_rank_MACFA
ENSMUSG00000047583	OG_10353	HQ_08688	Tyw3	MOUSE	5	1to1	1to1	ENSMFAG00000003496	HQ_08688	TYW3	MACFA	5	1to1	1to1	70.0389	69.7674	100.0	0.0	1.0	0.5	0.5	1	1
ENSMUSG00000031545	OG_09976	HQ_08348	Gpat4	MOUSE	5	1to1	1to1	ENSMFAG00000003498	HQ_08348	GPAT4	MACFA	5	1to1	1to1	98.0263	98.0263	100.0	0.0	1.0	0.7142857142857143	0.5	1	1
ENSMUSG00000006589	OG_14365	HQ_12528	Aprt	MOUSE	5	1to1	1to1	ENSMFAG00000003499	HQ_12528	APRT	MACFA	5	1to1	1to1	83.8889	84.8315	100.0	100.0	1.0	0.5	0.5	1	1
ENSMUSG00000049560	OG_13529	HQ_SNG_008564	Defb20	MOUSE	5	1to1	singleton	ENSMFAG00000003500	HQ_16885	DEFB128	MACFA	5	1to1	1to1	46.875	48.3871	50.0	0.0	0.0	0.6363636363636364	0.05555555555555555	1	1
ENSMUSG00000059839	OG_00055	HQ_17452	Zfp874b	MOUSE	5	multi_copy	multi_copy	ENSMFAG00000003501	HQ_SNG_001790		MACFA	5	multi_copy	singleton	42.953	29.8137	0.0	0.0	0.0	0.25	0.0	1	1
ENSMUSG00000069206	OG_00055	HQ_17452	Zfp874a	MOUSE	5	multi_copy	multi_copy	ENSMFAG00000003501	HQ_SNG_001790		MACFA	5	multi_copy	singleton	42.5056	29.5031	0.0	0.0	0.0	0.25	0.0	1	2
ENSMUSG00000030446	OG_00055	HQ_SNG_008152	Zfp273	MOUSE	5	multi_copy	singleton	ENSMFAG00000003501	HQ_SNG_001790		MACFA	5	multi_copy	singleton	48.503	37.7329	0.0	0.0	0.0	0.2	0.0	2	3
ENSMUSG00000058331	OG_00055	HQ_19165	Zfp85	MOUSE	5	multi_copy	1to1	ENSMFAG00000003501	HQ_SNG_001790		MACFA	5	multi_copy	singleton	49.8943	36.646	0.0	0.0	0.0	0.2	0.0	1	4
ENSMUSG00000071291	OG_00055	HQ_SNG_009292	Zfp58	MOUSE	5	multi_copy	singleton	ENSMFAG00000003501	HQ_SNG_001790		MACFA	5	multi_copy	singleton	43.1493	32.764	0.0	0.0	0.0	0.2	0.0	1	5
ENSMUSG00000078994	OG_00055	HQ_SNG_009825	Zfp429	MOUSE	5	multi_copy	singleton	ENSMFAG00000003501	HQ_SNG_001790		MACFA	5	multi_copy	singleton	39.3814	29.6584	0.0	0.0	0.0	0.2	0.0	1	6
ENSMUSG00000058900	OG_00055	HQ_SNG_008837	Rsl1	MOUSE	5	multi_copy	singleton	ENSMFAG00000003501	HQ_SNG_001790		MACFA	5	multi_copy	singleton	39.1753	29.5031	0.0	0.0	0.0	0.2	0.0	1	7
ENSMUSG00000097333	OG_00055	HQ_19536	Zfp87	MOUSE	5	multi_copy	1to1	ENSMFAG00000003501	HQ_SNG_001790		MACFA	5	multi_copy	singleton	41.8519	35.0932	0.0	0.0	0.0	0.16666666666666666	0.0	1	8
ENSMUSG00000090659	OG_00055	HQ_SNG_010085	Zfp493	MOUSE	5	multi_copy	singleton	ENSMFAG00000003501	HQ_SNG_001790		MACFA	5	multi_copy	singleton	52.8646	31.5217	0.0	0.0	0.0	0.16666666666666666	0.0	2	9
ENSMUSG00000051037	OG_00055	HQ_SNG_008604	Zfp455	MOUSE	5	multi_copy	singleton	ENSMFAG00000003501	HQ_SNG_001790		MACFA	5	multi_copy	singleton	39.2625	28.1056	0.0	0.0	0.0	0.16666666666666666	0.0	1	10
ENSMUSG00000078995	OG_00055	HQ_SNG_009826	Zfp456	MOUSE	5	multi_copy	singleton	ENSMFAG00000003501	HQ_SNG_001790		MACFA	5	multi_copy	singleton	38.8646	27.6398	0.0	0.0	0.0	0.16666666666666666	0.0	1	11
ENSMUSG00000074824	OG_00055	HQ_SNG_009494	Rslcan18	MOUSE	5	multi_copy	singleton	ENSMFAG00000003501	HQ_SNG_001790		MACFA	5	multi_copy	singleton	37.8261	27.0186	0.0	0.0	0.0	0.16666666666666666	0.0	1	12
ENSMUSG00000058883	OG_00055	HQ_SNG_008836	Zfp708	MOUSE	5	multi_copy	singleton	ENSMFAG00000003501	HQ_SNG_001790		MACFA	5	multi_copy	singleton	31.0536	26.087	0.0	0.0	0.0	0.16666666666666666	0.0	1	13
ENSMUSG00000069184	OG_00055	HQ_SNG_009163	Zfp72	MOUSE	5	multi_copy	singleton	ENSMFAG00000003501	HQ_SNG_001790		MACFA	5	multi_copy	singleton	49.1954	33.2298	0.0	0.0	0.0	0.125	0.0	1	14
ENSMUSG00000060314	OG_00055	HQ_SNG_008888	Zfp941	MOUSE	5	multi_copy	singleton	ENSMFAG00000003501	HQ_SNG_001790		MACFA	5	multi_copy	singleton	31.3056	32.764	0.0	0.0	0.0	0.125	0.0	1	15
ENSMUSG00000042662	OG_09205	HQ_07604	Dusp15	MOUSE	5	1to1	1to1	ENSMFAG00000003502	HQ_07604	DUSP15	MACFA	5	1to1	1to1	66.8085	62.5498	100.0	49.97	1.0	0.8	0.8	1	1
ENSMUSG00000021704	OG_12603	HQ_10867	Mtx3	MOUSE	5	1to1	1to1	ENSMFAG00000003503	HQ_10867	MTX3	MACFA	5	1to1	1to1	89.7436	89.7436	100.0	0.0	1.0	0.625	0.625	1	1
ENSMUSG00000005506	OG_09161	HQ_07558	Celf1	MOUSE	5	1to1	1to1	ENSMFAG00000003505	HQ_07558	CELF1	MACFA	5	1to1	1to1	99.6101	99.4163	75.0	69.88	1.0	0.75	0.75	1	1
ENSMUSG00000004508	OG_02549	HQ_00990	Gab2	MOUSE	5	1to1	1to1	ENSMFAG00000003506	HQ_00990	GAB2	MACFA	5	1to1	1to1	92.6426	91.1374	100.0	0.0	1.0	0.4444444444444444	0.4444444444444444	1	1
ENSMUSG00000030031	OG_10500	HQ_08827	Kbtbd8	MOUSE	5	1to1	1to1	ENSMFAG00000003507	HQ_08827	KBTBD8	MACFA	5	1to1	1to1	97.1619	96.8386	100.0	0.0	1.0	0.6	0.6	1	1
ENSMUSG00000030922	OG_04286	HQ_16255	Lyrm1	MOUSE	5	1to1	1to1	ENSMFAG00000003508	HQ_SNG_001792		MACFA	5	1to1	singleton	86.8852	42.7419	100.0	0.0	0.0	0.2857142857142857	0.125	1	1
ENSMUSG00000041852	OG_01216	HQ_02350	Tcf20	MOUSE	5	multi_copy	1to1	ENSMFAG00000003509	HQ_02350	TCF20	MACFA	5	multi_copy	1to1	90.6895	87.3485	100.0	15.83	1.0	0.6	0.3333333333333333	1	1
ENSMUSG00000071262	OG_01216	HQ_SNG_009287	Zfp957	MOUSE	5	multi_copy	singleton	ENSMFAG00000003509	HQ_02350	TCF20	MACFA	5	multi_copy	1to1	56.9665	15.6568	0.0	0.0	0.0	0.1	0.0	1	2
ENSMUSG00000042359	OG_03332	HQ_01772	Osbpl6	MOUSE	5	1to1	1to1	ENSMFAG00000003510	HQ_01772	OSBPL6	MACFA	5	1to1	1to1	97.8283	97.8283	100.0	67.21	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSMUSG00000036123	OG_02928	HQ_01365	Slc9a3	MOUSE	5	1to1	1to1	ENSMFAG00000003512	HQ_01365	SLC9A3	MACFA	5	1to1	1to1	69.1415	81.8681	100.0	0.0	1.0	0.5	0.5	1	1
ENSMUSG00000032192	OG_03027	HQ_01463	Gnb5	MOUSE	5	1to1	1to1	ENSMFAG00000003513	HQ_01463	GNB5	MACFA	5	1to1	1to1	98.2279	98.2279	100.0	0.0	1.0	0.3	0.18181818181818182	1	1
ENSMUSG00000004264	OG_02051	HQ_00549	Phb2	MOUSE	5	multi_copy	multi_copy	ENSMFAG00000003514	HQ_00549		MACFA	5	multi_copy	multi_copy	79.2642	87.7778	0.0	0.0	0.0	0.08333333333333333	0.08333333333333333	2	1
ENSMUSG00000031533	OG_04267	HQ_02717	Mrps31	MOUSE	5	1to1	1to1	ENSMFAG00000003515	HQ_02717	MRPS31	MACFA	5	1to1	1to1	66.6667	61.0979	25.0	0.0	0.0	0.2	0.2	1	1
ENSMUSG00000029173	OG_05026	HQ_03480	Sepsecs	MOUSE	5	1to1	1to1	ENSMFAG00000003516	HQ_03480	SEPSECS	MACFA	5	1to1	1to1	86.9048	76.7075	100.0	0.0	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSMUSG00000002289	OG_11393	HQ_09703	Angptl4	MOUSE	5	1to1	1to1	ENSMFAG00000003517	HQ_09703	ANGPTL4	MACFA	5	1to1	1to1	75.1219	62.9857	100.0	0.0	1.0	0.125	0.125	1	1
ENSMUSG00000066880	OG_00015	HQ_SNG_009080	Zfp617	MOUSE	5	multi_copy	singleton	ENSMFAG00000003518	HQ_18481	ZNF878	MACFA	5	multi_copy	1to1	42.3971	47.1173	25.0	0.0	0.0	0.25	0.0	1	1
ENSMUSG00000089857	OG_00015	HQ_SNG_010026	Zfp882	MOUSE	5	multi_copy	singleton	ENSMFAG00000003518	HQ_18481	ZNF878	MACFA	5	multi_copy	1to1	41.982	46.3221	25.0	0.0	0.0	0.25	0.0	1	2
ENSMUSG00000056019	OG_00015	HQ_19129	Zfp709	MOUSE	5	multi_copy	1to1	ENSMFAG00000003518	HQ_18481	ZNF878	MACFA	5	multi_copy	1to1	35.4883	51.2922	25.0	0.0	0.0	0.2	0.0	1	3
ENSMUSG00000095253	OG_00015	HQ_19503	Zfp799	MOUSE	5	multi_copy	1to1	ENSMFAG00000003518	HQ_18481	ZNF878	MACFA	5	multi_copy	1to1	40.5864	52.2863	0.0	0.0	0.0	0.2	0.0	3	4
ENSMUSG00000055202	OG_00015	HQ_SNG_008701	Zfp811	MOUSE	5	multi_copy	singleton	ENSMFAG00000003518	HQ_18481	ZNF878	MACFA	5	multi_copy	1to1	40.3986	44.334	0.0	0.0	0.0	0.2	0.0	3	5
ENSMUSG00000095325	OG_00015	HQ_19507	Zfp870	MOUSE	5	multi_copy	1to1	ENSMFAG00000003518	HQ_18481	ZNF878	MACFA	5	multi_copy	1to1	39.0374	43.5388	0.0	0.0	0.0	0.2	0.0	3	6
ENSMUSG00000024298	OG_00015	HQ_18754	Zfp871	MOUSE	5	multi_copy	1to1	ENSMFAG00000003518	HQ_18481	ZNF878	MACFA	5	multi_copy	1to1	36.748	44.9304	0.0	0.0	0.0	0.2	0.0	3	7
ENSMUSG00000054648	OG_00015	HQ_19114	Zfp869	MOUSE	5	multi_copy	1to1	ENSMFAG00000003518	HQ_18481	ZNF878	MACFA	5	multi_copy	1to1	0.0	0.0	0.0	0.0	0.0	0.2	0.0	3	8
ENSMUSG00000053600	OG_00015	HQ_19101	Zfp472	MOUSE	5	multi_copy	1to1	ENSMFAG00000003518	HQ_18481	ZNF878	MACFA	5	multi_copy	1to1	42.3221	44.9304	0.0	0.0	0.0	0.16666666666666666	0.0	3	9
ENSMUSG00000094441	OG_00015	HQ_SNG_010446	Zfp955a	MOUSE	5	multi_copy	singleton	ENSMFAG00000003518	HQ_18481	ZNF878	MACFA	5	multi_copy	1to1	33.945	36.7793	0.0	0.0	0.0	0.16666666666666666	0.0	3	10
ENSMUSG00000096910	OG_00015	HQ_SNG_011040	Zfp955b	MOUSE	5	multi_copy	singleton	ENSMFAG00000003518	HQ_18481	ZNF878	MACFA	5	multi_copy	1to1	33.945	36.7793	0.0	0.0	0.0	0.16666666666666666	0.0	3	11
ENSMUSG00000052446	OG_00015	HQ_19091	Zfp961	MOUSE	5	multi_copy	1to1	ENSMFAG00000003518	HQ_18481	ZNF878	MACFA	5	multi_copy	1to1	0.0	0.0	0.0	0.0	0.0	0.16666666666666666	0.0	4	12
ENSMUSG00000060427	OG_00015	HQ_19195	Zfp868	MOUSE	5	multi_copy	1to1	ENSMFAG00000003518	HQ_18481	ZNF878	MACFA	5	multi_copy	1to1	0.0	0.0	0.0	0.0	0.0	0.16666666666666666	0.0	3	13
ENSMUSG00000091764	OG_00015	HQ_19470	Zfp964	MOUSE	5	multi_copy	1to1	ENSMFAG00000003518	HQ_18481	ZNF878	MACFA	5	multi_copy	1to1	0.0	0.0	0.0	0.0	0.0	0.16666666666666666	0.0	3	14
ENSMUSG00000092260	OG_00015	HQ_19479	Zfp963	MOUSE	5	multi_copy	1to1	ENSMFAG00000003518	HQ_18481	ZNF878	MACFA	5	multi_copy	1to1	0.0	0.0	0.0	0.0	0.0	0.16666666666666666	0.0	4	15
ENSMUSG00000067424	OG_00015	HQ_19274	Zfp563	MOUSE	5	multi_copy	1to1	ENSMFAG00000003518	HQ_18481	ZNF878	MACFA	5	multi_copy	1to1	47.7679	42.5447	0.0	0.0	0.0	0.14285714285714285	0.0	3	16
ENSMUSG00000053390	OG_00015	HQ_19100	Zfp952	MOUSE	5	multi_copy	1to1	ENSMFAG00000003518	HQ_18481	ZNF878	MACFA	5	multi_copy	1to1	41.8651	41.9483	0.0	0.0	0.0	0.14285714285714285	0.0	3	17
ENSMUSG00000003929	OG_00015	HQ_18691	Zfp81	MOUSE	5	multi_copy	1to1	ENSMFAG00000003518	HQ_18481	ZNF878	MACFA	5	multi_copy	1to1	41.0546	43.34	0.0	0.0	0.0	0.14285714285714285	0.0	3	18
ENSMUSG00000055240	OG_00015	HQ_19119	Zfp101	MOUSE	5	multi_copy	1to1	ENSMFAG00000003518	HQ_18481	ZNF878	MACFA	5	multi_copy	1to1	33.9869	41.3519	0.0	0.0	0.0	0.14285714285714285	0.0	3	19
ENSMUSG00000043090	OG_00015	HQ_18921	Zfp866	MOUSE	5	multi_copy	1to1	ENSMFAG00000003518	HQ_18481	ZNF878	MACFA	5	multi_copy	1to1	0.0	0.0	0.0	0.0	0.0	0.14285714285714285	0.0	4	20
ENSMUSG00000054519	OG_00015	HQ_19113	Zfp867	MOUSE	5	multi_copy	1to1	ENSMFAG00000003518	HQ_18481	ZNF878	MACFA	5	multi_copy	1to1	0.0	0.0	0.0	0.0	0.0	0.125	0.0	3	21
ENSMUSG00000071661	OG_13489	HQ_15434	Zbtb3	MOUSE	5	1to1	1to1	ENSMFAG00000003520	HQ_15434	ZBTB3	MACFA	5	1to1	1to1	84.556	76.5734	100.0	0.0	1.0	0.75	0.5555555555555556	1	1
ENSMUSG00000022422	OG_07804	HQ_06222	Dscc1	MOUSE	5	1to1	1to1	ENSMFAG00000003521	HQ_06222	DSCC1	MACFA	5	1to1	1to1	66.4502	70.0913	100.0	49.74	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSMUSG00000051506	OG_06836	HQ_05266	Wdfy4	MOUSE	5	1to1	1to1	ENSMFAG00000003522	HQ_05266	WDFY4	MACFA	5	1to1	1to1	81.6211	81.6468	100.0	99.95	1.0	0.5	0.2857142857142857	1	1
ENSMUSG00000020682	OG_15132	HQ_13201	Mmp28	MOUSE	5	1to1	1to1	ENSMFAG00000003523	HQ_13201	MMP28	MACFA	5	1to1	1to1	83.6538	84.466	100.0	70.96	1.0	0.4444444444444444	0.4444444444444444	1	1
ENSMUSG00000021728	OG_11826	HQ_10119	Emb	MOUSE	5	1to1	1to1	ENSMFAG00000003525	HQ_10119	EMB	MACFA	5	1to1	1to1	62.7273	55.3476	100.0	0.0	1.0	0.2857142857142857	0.2857142857142857	1	1
ENSMUSG00000003299	OG_04559	HQ_03004	Mrpl4	MOUSE	5	1to1	1to1	ENSMFAG00000003526	HQ_03004	MRPL4	MACFA	5	1to1	1to1	68.7075	55.9557	100.0	75.33	1.0	0.36363636363636365	0.25	1	1
ENSMUSG00000041836	OG_07173	HQ_05588	Ptpre	MOUSE	5	1to1	1to1	ENSMFAG00000003527	HQ_05588	PTPRE	MACFA	5	1to1	1to1	91.516	91.8994	100.0	12.75	1.0	0.4444444444444444	0.3	1	1
ENSMUSG00000031502	OG_13682	HQ_11873	Col4a1	MOUSE	5	1to1	1to1	ENSMFAG00000003528	HQ_11873	COL4A1	MACFA	5	1to1	1to1	89.4548	90.7047	100.0	0.0	1.0	0.42857142857142855	0.25	1	1
ENSMUSG00000029923	OG_08965	HQ_07368	Rab19	MOUSE	5	1to1	1to1	ENSMFAG00000003529	HQ_07368	RAB19	MACFA	5	1to1	1to1	88.9401	88.9401	100.0	0.0	1.0	0.2857142857142857	0.2857142857142857	1	1
ENSMUSG00000029193	OG_10507	HQ_08834	Cckar	MOUSE	5	1to1	1to1	ENSMFAG00000003530	HQ_08834	CCKAR	MACFA	5	1to1	1to1	88.9908	90.6542	100.0	0.0	1.0	1.0	1.0	1	1
ENSMUSG00000027498	OG_04077	HQ_02531	Cstf1	MOUSE	5	1to1	1to1	ENSMFAG00000003531	HQ_02531	CSTF1	MACFA	5	1to1	1to1	99.536	99.536	100.0	0.0	1.0	0.625	0.625	1	1
ENSMUSG00000029169	OG_05024	HQ_03478	Dhx15	MOUSE	5	1to1	1to1	ENSMFAG00000003532	HQ_03478	DHX15	MACFA	5	1to1	1to1	99.4969	99.4969	100.0	100.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSMUSG00000058328	OG_00204	HQ_SNG_008813	Xlr5a	MOUSE	4	multi_copy	singleton	ENSMFAG00000003533	HQ_18083	FAM9A	MACFA	4	multi_copy	1to1	10.1695	11.3744	0.0	0.0	0.0	0.125	0.0	1	1
ENSMUSG00000072479	OG_00204	HQ_SNG_009331	Xlr5b	MOUSE	4	multi_copy	singleton	ENSMFAG00000003533	HQ_18083	FAM9A	MACFA	4	multi_copy	1to1	10.5932	11.8483	0.0	0.0	0.0	0.1	0.0	1	2
ENSMUSG00000079577	OG_00204	HQ_SNG_009923	Gm14692	MOUSE	4	multi_copy	singleton	ENSMFAG00000003533	HQ_18083	FAM9A	MACFA	4	multi_copy	1to1	10.4803	11.3744	0.0	0.0	0.0	0.09090909090909091	0.0	1	3
ENSMUSG00000067764	OG_00204	HQ_SNG_009106	Xlr5c	MOUSE	4	multi_copy	singleton	ENSMFAG00000003533	HQ_18083	FAM9A	MACFA	4	multi_copy	1to1	10.1695	11.3744	0.0	0.0	0.0	0.09090909090909091	0.0	1	4
ENSMUSG00000079578	OG_00204	HQ_SNG_009924	Gm1140	MOUSE	4	multi_copy	singleton	ENSMFAG00000003533	HQ_18083	FAM9A	MACFA	4	multi_copy	1to1	10.4803	11.3744	0.0	0.0	0.0	0.08333333333333333	0.0	1	5
ENSMUSG00000044835	OG_13261	HQ_11481	Ankrd45	MOUSE	5	1to1	1to1	ENSMFAG00000003535	HQ_11481	ANKRD45	MACFA	5	1to1	1to1	69.1489	73.3083	100.0	0.0	1.0	0.8	0.8	1	1
ENSMUSG00000034758	OG_04506	HQ_SNG_008241	Tle6	MOUSE	5	1to1	singleton	ENSMFAG00000003537	HQ_17652	TLE6	MACFA	5	1to1	1to1	42.8571	43.3798	25.0	0.0	0.0	0.5	0.125	1	1
ENSMUSG00000031143	OG_04203	HQ_02653	Ccdc22	MOUSE	5	1to1	1to1	ENSMFAG00000003539	HQ_02653	CCDC22	MACFA	5	1to1	1to1	84.37	78.8376	100.0	0.0	1.0	0.75	0.75	1	1
ENSMUSG00000039704	OG_10728	HQ_09053	Lmbrd2	MOUSE	5	1to1	1to1	ENSMFAG00000003540	HQ_09053	LMBRD2	MACFA	5	1to1	1to1	94.5245	94.3885	100.0	0.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSMUSG00000028845	OG_03743	HQ_02183	Tekt2	MOUSE	5	1to1	1to1	ENSMFAG00000003542	HQ_02183	TEKT2	MACFA	5	1to1	1to1	83.7209	83.7209	100.0	0.0	1.0	0.4444444444444444	0.4444444444444444	1	1
ENSMUSG00000021301	OG_02171	HQ_00612	Hecw1	MOUSE	5	1to1	1to1	ENSMFAG00000003543	HQ_00612	HECW1	MACFA	5	1to1	1to1	88.3416	88.2866	50.0	20.22	0.0	0.42857142857142855	0.42857142857142855	1	1
ENSMUSG00000028830	OG_08484	HQ_06888	AU040320	MOUSE	5	1to1	1to1	ENSMFAG00000003546	HQ_06888	KIAA0319L	MACFA	5	1to1	1to1	79.5392	81.7235	75.0	99.83	1.0	0.4	0.4	1	1
ENSMUSG00000023971	OG_01416	HQ_04905	Rrp36	MOUSE	5	multi_copy	1to1	ENSMFAG00000003547	HQ_04905	RRP36	MACFA	5	multi_copy	1to1	80.7377	76.9531	100.0	0.0	1.0	0.6	0.6	1	1
ENSMUSG00000021573	OG_11933	HQ_14982	Tppp	MOUSE	5	1to1	1to1	ENSMFAG00000003548	HQ_SNG_001794		MACFA	5	1to1	singleton	70.1835	41.129	100.0	0.0	0.0	0.5	0.1111111111111111	1	1
ENSMUSG00000078127	OG_12095	HQ_10380	Fam170b	MOUSE	5	1to1	1to1	ENSMFAG00000003550	HQ_10380	FAM170B	MACFA	5	1to1	1to1	49.7355	66.4311	100.0	5.6	0.0	0.7142857142857143	0.7142857142857143	1	1
ENSMUSG00000078771	OG_06687	HQ_05121	Evi2a	MOUSE	5	1to1	1to1	ENSMFAG00000003552	HQ_05121	EVI2A	MACFA	5	1to1	1to1	64.574	61.0169	100.0	0.0	1.0	0.5555555555555556	0.5555555555555556	1	1
ENSMUSG00000035390	OG_10150	HQ_08506	Brsk1	MOUSE	5	1to1	1to1	ENSMFAG00000003553	HQ_08506	BRSK1	MACFA	5	1to1	1to1	92.9306	94.5098	100.0	0.0	1.0	0.4	0.4	1	1
ENSMUSG00000019894	OG_03093	HQ_01529	Slc6a15	MOUSE	5	1to1	1to1	ENSMFAG00000003556	HQ_01529	SLC6A15	MACFA	5	1to1	1to1	91.7695	91.6438	100.0	0.0	1.0	0.3333333333333333	0.25	1	1
ENSMUSG00000053253	OG_04254	HQ_02706	Ndfip2	MOUSE	5	1to1	1to1	ENSMFAG00000003559	HQ_02706	NDFIP2	MACFA	5	1to1	1to1	82.5444	83.0357	100.0	0.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSMUSG00000030292	OG_11054	HQ_18813	Smco2	MOUSE	5	1to1	1to1	ENSMFAG00000003560	HQ_16601	SMCO2	MACFA	5	1to1	1to1	44.0922	44.7368	100.0	13.32	0.0	0.75	0.4	1	1
ENSMUSG00000044339	OG_13865	HQ_12047	Alkbh2	MOUSE	5	1to1	1to1	ENSMFAG00000003561	HQ_12047	ALKBH2	MACFA	5	1to1	1to1	81.59	74.7126	100.0	0.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSMUSG00000071653	OG_15192	HQ_13262	1810009A15Rik	MOUSE	5	1to1	1to1	ENSMFAG00000003562	HQ_13262	C11orf98	MACFA	5	1to1	1to1	82.1138	82.1138	100.0	0.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSMUSG00000024290	OG_02974	HQ_01410	Rock1	MOUSE	5	1to1	1to1	ENSMFAG00000003564	HQ_01410	ROCK1	MACFA	5	1to1	1to1	96.6765	96.6765	100.0	96.81	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSMUSG00000027233	OG_14837	HQ_12937	Patl2	MOUSE	5	1to1	1to1	ENSMFAG00000003565	HQ_12937	PATL2	MACFA	5	1to1	1to1	69.7542	68.0812	100.0	0.0	1.0	0.4	0.36363636363636365	1	1
ENSMUSG00000020079	OG_09774	HQ_08153	Supv3l1	MOUSE	5	1to1	1to1	ENSMFAG00000003566	HQ_08153	SUPV3L1	MACFA	5	1to1	1to1	87.4198	86.7516	100.0	100.0	1.0	0.8	0.8	1	1
ENSMUSG00000026414	OG_05886	HQ_04344	Tnnt2	MOUSE	5	1to1	1to1	ENSMFAG00000003567	HQ_04344	TNNT2	MACFA	5	1to1	1to1	79.8013	64.9596	100.0	0.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSMUSG00000030089	OG_05515	HQ_03968	Slc41a3	MOUSE	5	1to1	1to1	ENSMFAG00000003568	HQ_03968	SLC41A3	MACFA	5	1to1	1to1	75.8197	72.1248	50.0	0.0	0.0	0.2857142857142857	0.2857142857142857	1	1
ENSMUSG00000020159	OG_03759	HQ_02199	Gabrp	MOUSE	5	1to1	1to1	ENSMFAG00000003571	HQ_02199	GABRP	MACFA	5	1to1	1to1	92.9545	92.9545	75.0	97.89	1.0	0.5	0.5	1	1
ENSMUSG00000071103	OG_14548	HQ_12679	1700029J07Rik	MOUSE	5	1to1	1to1	ENSMFAG00000003574	HQ_12679	C4orf47	MACFA	5	1to1	1to1	73.1013	70.2128	75.0	97.25	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSMUSG00000024422	OG_14495	HQ_12635	Dhx16	MOUSE	5	1to1	1to1	ENSMFAG00000003575	HQ_12635	DHX16	MACFA	5	1to1	1to1	95.977	95.977	100.0	0.0	1.0	0.6	0.6	1	1
ENSMUSG00000028245	OG_02564	HQ_01005	Nsmaf	MOUSE	5	1to1	1to1	ENSMFAG00000003576	HQ_01005	NSMAF	MACFA	5	1to1	1to1	91.8478	91.8478	100.0	0.0	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSMUSG00000021481	OG_05458	HQ_03908	Zfp346	MOUSE	5	1to1	1to1	ENSMFAG00000003577	HQ_03908	ZNF346	MACFA	5	1to1	1to1	76.0518	68.7134	100.0	99.53	1.0	0.6	0.3333333333333333	1	1
ENSMUSG00000053368	OG_07290	HQ_05702	Rxfp2	MOUSE	5	1to1	1to1	ENSMFAG00000003580	HQ_05702	RXFP2	MACFA	5	1to1	1to1	81.8182	80.0797	100.0	59.13	1.0	0.75	0.75	1	1
ENSMUSG00000054843	OG_04824	HQ_03264	Atrnl1	MOUSE	5	1to1	1to1	ENSMFAG00000003582	HQ_03264	ATRNL1	MACFA	5	1to1	1to1	95.8636	95.9332	100.0	80.42	1.0	0.25	0.25	1	1
ENSMUSG00000039656	OG_14441	HQ_12589	Rxrb	MOUSE	5	1to1	1to1	ENSMFAG00000003583	HQ_12589	RXRB	MACFA	5	1to1	1to1	96.9466	94.5996	75.0	0.0	1.0	0.5	0.5	1	1
ENSMUSG00000071037	OG_08655	HQ_07060	Camkmt	MOUSE	5	1to1	1to1	ENSMFAG00000003584	HQ_07060	CAMKMT	MACFA	5	1to1	1to1	84.8297	84.8297	100.0	81.57	1.0	0.5	0.5	1	1
ENSMUSG00000024247	OG_10411	HQ_08740	Pkdcc	MOUSE	5	1to1	1to1	ENSMFAG00000003585	HQ_08740	PKDCC	MACFA	5	1to1	1to1	85.5691	89.3843	100.0	0.0	1.0	0.75	0.75	1	1
ENSMUSG00000028536	OG_15013	HQ_13095	2610528J11Rik	MOUSE	5	1to1	1to1	ENSMFAG00000003586	HQ_13095	C1orf210	MACFA	5	1to1	1to1	72.0721	70.7965	100.0	0.0	1.0	0.5555555555555556	0.5555555555555556	1	1
ENSMUSG00000064246	OG_07278	HQ_05690	Chil1	MOUSE	5	1to1	1to1	ENSMFAG00000003587	HQ_05690	CHI3L1	MACFA	5	1to1	1to1	71.4653	72.5849	100.0	0.0	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSMUSG00000041638	OG_03623	HQ_02059	Gcn1	MOUSE	5	1to1	1to1	ENSMFAG00000003588	HQ_02059	GCN1	MACFA	5	1to1	1to1	94.0097	94.0097	100.0	0.0	1.0	0.42857142857142855	0.42857142857142855	1	1
